URL,Name,Description,Website,Capability,Countries
https://partner.visa.com/site/partner-directory/figure-pay.html,Figure Pay,"Figure Pay provides a scalable, quick-to-market Banking as a Service (BaaS) API-based platform, solving both business and consumer banking and payments challenges, all in one efficient solution. Our innovative technology is built on blockchain rails unlocking greater cost savings, built-in compliance with all required licensing, and end-to-end streamlined program management.",https://www.figurepay.com,Program Manager,United States of America
https://partner.visa.com/site/partner-directory/fundbot.html,Fundbot,Fintech Partner Connect,https://fundbot.co,Value Added Services,"American Samoa, Australia, Bangladesh, Bhutan, British Indian Ocean Territory, Brunei Darussalam, Cambodia, Canton and Enderbury Islands, Christmas Island, Cocos [Keeling] Island, Cook Islands, Fiji, French Polynesia, French Southern Territories, Guam, Heard Island and Mcdonald Islands, Hong Kong, India, Indonesia, Japan, Kiribati, Lao People's Dem. Rep., Macau, Mainland China, Malaysia, Maldives, Marshall Islands, Micronesia, Midway Islands, Mongolia, Myanmar, Nauru, Nepal, New Caledonia, New Zealand, Niue, Norfolk Island, Northern Mariana Islands, Pacific Islands Trust Territory, Palau, Papua New Guinea, People's Democratic Republic of Yemen, Philippines, Pitcairn Islands, Saint Barthelemy, Samoa, Serbia and Montenegro, Singapore, Solomon Islands, South Korea, Sri Lanka, Taiwan, Thailand, Timor-Leste, Tokelau, Tonga, Tuvalu, U.S. Minor Outlying Island, U.S. Miscellaneous Pacific Islands, Vanuatu, Vietnam, Wake Island, Wallis and Futuna, Afghanistan, Albania, Algeria, Angola, Armenia, Azerbaijan, Bahrain, Belarus, Benin, Bosnia and Herzegovina, Botswana, Bouvet Island, Burkina Faso, Burundi, Cameroon, Cape Verde, Central African Republic, Chad, Comoros, Congo, Cote D'Ivoire, Democratic Republic Congo, Djibouti, Egypt, Equatorial Guinea, Eritrea, Ethiopia, Gabon, Gambia, Georgia, Ghana, Guinea, Guinea-Bissau, Iraq, Jordan, Kazakhstan, Kenya, Kosovo, Kuwait, Kyrgyzstan, Lebanon, Lesotho, Liberia, Libyan Arab Jamahiriya, Macedonia, Madagascar, Malawi, Mali, Mauritania, Mauritius, Mayotte, Moldova, Republic of, Montenegro, Morocco, Mozambique, Namibia, Niger, Nigeria, Oman, Pakistan, Qatar, Republic of Serbia, Russian Federation, Rwanda, Réunion, Saint Helena, Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Somalia, South Africa, South Sudan, State of Palestine, Sudan, Swaziland, Tajikistan, Togo, Tunisia, Turkmenistan, Uganda, Ukraine, United Arab Emirates, United Rep. of Tanzania, Uzbekistan, Western Sahara, Yemen, Zambia, Zimbabwe, Anguilla, Antarctica, Antigua & Barbuda, Argentina, Aruba, Bahamas, Barbados, Belize, Bermuda, Bolivia, Brazil, British Virgin Islands, Carribean Netherlands, Cayman Islands, Chile, Colombia, Costa Rica, Curacao, Dominica, Dronning Maud Land, Ecuador, El Salvador, Falkland Islands, French Guiana, Grenada, Guadeloupe, Guatemala, Guyana, Haiti, Honduras, Jamaica, Martinique, Mexico, Montserrat, Nicaragua, Panama, Paraguay, Peru, Puerto Rico, Republica Dominicana, Saint Martin, Sint Maarten, South Georgia and the South Sandwich Islands, St. Kitts-Nevis, St. Lucia, St. Vincent & Grenadines, Suriname, Trinidad and Tobago, Turks & Caicos Islands, U.S. Virgin Islands, Uruguay, Venezuela"
https://partner.visa.com/site/partner-directory/fiserv.html,Fiserv,"Our solutions connect financial institutions, corporations, merchants and consumers to one another, millions of times a day, behind the scenes, reliably and securely.",https://www.fiserv.com/,Value Added Services,"Argentina, Chile, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Mexico, Peru, Republica Dominicana, Venezuela, United States of America, Afghanistan, Albania, Algeria, Angola, Armenia, Azerbaijan, Bahrain, Belarus, Benin, Bosnia and Herzegovina, Botswana, Bouvet Island, Burkina Faso, Burundi, Cameroon, Cape Verde, Central African Republic, Chad, Comoros, Congo, Cote D'Ivoire, Democratic Republic Congo, Djibouti, Egypt, Equatorial Guinea, Eritrea, Ethiopia, Gabon, Gambia, Georgia, Ghana, Guinea, Guinea-Bissau, Iraq, Jordan, Kazakhstan, Kenya, Kosovo, Kuwait, Kyrgyzstan, Lebanon, Lesotho, Liberia, Libyan Arab Jamahiriya, Macedonia, Madagascar, Malawi, Mali, Mauritania, Mauritius, Mayotte, Moldova, Republic of, Montenegro, Morocco, Mozambique, Namibia, Niger, Nigeria, Oman, Pakistan, Qatar, Republic of Serbia, Russian Federation, Rwanda, Réunion, Saint Helena, Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Somalia, South Africa, South Sudan, State of Palestine, Sudan, Swaziland, Tajikistan, Togo, Tunisia, Turkmenistan, Uganda, Ukraine, United Arab Emirates, United Rep. of Tanzania, Uzbekistan, Western Sahara, Yemen, Zambia, Zimbabwe, Aland, Andorra, Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Faroe Islands, Finland, France, Germany, Gibraltar, Greece, Greenland, Guernsey, Hungary, Iceland, Isle of Man, Israel, Italy, Jersey, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Monaco, Netherlands, Norway, Poland, Portugal, Republic of Ireland, Romania, San Marino, Slovakia, Slovenia, Spain, Svalbard and Jan Mayen, Sweden, Switzerland, Turkey, United Kingdom, Vatican City State, American Samoa, Australia, Bangladesh, Bhutan, British Indian Ocean Territory, Brunei Darussalam, Cambodia, Canton and Enderbury Islands, Christmas Island, Cocos [Keeling] Island, Cook Islands, Fiji, French Polynesia, French Southern Territories, Guam, Heard Island and Mcdonald Islands, Hong Kong, India, Indonesia, Japan, Kiribati, Lao People's Dem. Rep., Macau, Mainland China, Malaysia, Maldives, Marshall Islands, Micronesia, Midway Islands, Mongolia, Myanmar, Nauru, Nepal, New Caledonia, New Zealand, Niue, Norfolk Island, Northern Mariana Islands, Pacific Islands Trust Territory, Palau, Papua New Guinea, People's Democratic Republic of Yemen, Philippines, Pitcairn Islands, Saint Barthelemy, Samoa, Serbia and Montenegro, Singapore, Solomon Islands, South Korea, Sri Lanka, Taiwan, Thailand, Timor-Leste, Tokelau, Tonga, Tuvalu, U.S. Minor Outlying Island, U.S. Miscellaneous Pacific Islands, Vanuatu, Vietnam, Wake Island, Wallis and Futuna, Afghanistan, Albania, Algeria, Angola, Armenia, Azerbaijan, Bahrain, Belarus, Benin, Bosnia and Herzegovina, Botswana, Bouvet Island, Burkina Faso, Burundi, Cameroon, Cape Verde, Central African Republic, Chad, Comoros, Congo, Cote D'Ivoire, Democratic Republic Congo, Djibouti, Egypt, Equatorial Guinea, Eritrea, Ethiopia, Gabon, Gambia, Georgia, Ghana, Guinea, Guinea-Bissau, Iraq, Jordan, Kazakhstan, Kenya, Kosovo, Kuwait, Kyrgyzstan, Lebanon, Lesotho, Liberia, Libyan Arab Jamahiriya, Macedonia, Madagascar, Malawi, Mali, Mauritania, Mauritius, Mayotte, Moldova, Republic of, Montenegro, Morocco, Mozambique, Namibia, Niger, Nigeria, Oman, Pakistan, Qatar, Republic of Serbia, Russian Federation, Rwanda, Réunion, Saint Helena, Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Somalia, South Africa, South Sudan, State of Palestine, Sudan, Swaziland, Tajikistan, Togo, Tunisia, Turkmenistan, Uganda, Ukraine, United Arab Emirates, United Rep. of Tanzania, Uzbekistan, Western Sahara, Yemen, Zambia, Zimbabwe, Aland, Andorra, Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Faroe Islands, Finland, France, Germany, Gibraltar, Greece, Greenland, Guernsey, Hungary, Iceland, Isle of Man, Israel, Italy, Jersey, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Monaco, Netherlands, Norway, Poland, Portugal, Republic of Ireland, Romania, San Marino, Slovakia, Slovenia, Spain, Svalbard and Jan Mayen, Sweden, Switzerland, Turkey, United Kingdom, Vatican City State, Anguilla, Antarctica, Antigua & Barbuda, Argentina, Aruba, Bahamas, Barbados, Belize, Bermuda, Bolivia, Brazil, British Virgin Islands, Carribean Netherlands, Cayman Islands, Chile, Colombia, Costa Rica, Curacao, Dominica, Dronning Maud Land, Ecuador, El Salvador, Falkland Islands, French Guiana, Grenada, Guadeloupe, Guatemala, Guyana, Haiti, Honduras, Jamaica, Martinique, Mexico, Montserrat, Nicaragua, Panama, Paraguay, Peru, Puerto Rico, Republica Dominicana, Saint Martin, Sint Maarten, South Georgia and the South Sandwich Islands, St. Kitts-Nevis, St. Lucia, St. Vincent & Grenadines, Suriname, Trinidad and Tobago, Turks & Caicos Islands, U.S. Virgin Islands, Uruguay, Venezuela, Canada, United States of America"
https://partner.visa.com/site/partner-directory/g-d.html,Giesecke + Devrient,"As a leading global provider of physical and digital authentication and payment solutions, Giesecke + Devrient is well placed to support any Fintech business, whether it’s early stage inception, design and launch, or scaling, growth and customer retention. We offer a complete range of solutions and services to support our Fintech partners in building innovative solutions for their customers.",https://www.gi-de.com/en/,Value Added Services,"American Samoa, Australia, Bangladesh, Bhutan, British Indian Ocean Territory, Brunei Darussalam, Cambodia, Canton and Enderbury Islands, Christmas Island, Cocos [Keeling] Island, Cook Islands, Fiji, French Polynesia, French Southern Territories, Guam, Heard Island and Mcdonald Islands, Hong Kong, India, Indonesia, Japan, Kiribati, Lao People's Dem. Rep., Macau, Mainland China, Malaysia, Maldives, Marshall Islands, Micronesia, Midway Islands, Mongolia, Myanmar, Nauru, Nepal, New Caledonia, New Zealand, Niue, Norfolk Island, Northern Mariana Islands, Pacific Islands Trust Territory, Palau, Papua New Guinea, People's Democratic Republic of Yemen, Philippines, Pitcairn Islands, Saint Barthelemy, Samoa, Serbia and Montenegro, Singapore, Solomon Islands, South Korea, Sri Lanka, Taiwan, Thailand, Timor-Leste, Tokelau, Tonga, Tuvalu, U.S. Minor Outlying Island, U.S. Miscellaneous Pacific Islands, Vanuatu, Vietnam, Wake Island, Wallis and Futuna, Afghanistan, Albania, Algeria, Angola, Armenia, Azerbaijan, Bahrain, Belarus, Benin, Bosnia and Herzegovina, Botswana, Bouvet Island, Burkina Faso, Burundi, Cameroon, Cape Verde, Central African Republic, Chad, Comoros, Congo, Cote D'Ivoire, Democratic Republic Congo, Djibouti, Egypt, Equatorial Guinea, Eritrea, Ethiopia, Gabon, Gambia, Georgia, Ghana, Guinea, Guinea-Bissau, Iraq, Jordan, Kazakhstan, Kenya, Kosovo, Kuwait, Kyrgyzstan, Lebanon, Lesotho, Liberia, Libyan Arab Jamahiriya, Macedonia, Madagascar, Malawi, Mali, Mauritania, Mauritius, Mayotte, Moldova, Republic of, Montenegro, Morocco, Mozambique, Namibia, Niger, Nigeria, Oman, Pakistan, Qatar, Republic of Serbia, Russian Federation, Rwanda, Réunion, Saint Helena, Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Somalia, South Africa, South Sudan, State of Palestine, Sudan, Swaziland, Tajikistan, Togo, Tunisia, Turkmenistan, Uganda, Ukraine, United Arab Emirates, United Rep. of Tanzania, Uzbekistan, Western Sahara, Yemen, Zambia, Zimbabwe, Anguilla, Antigua & Barbuda, Argentina, Aruba, Bahamas, Barbados, Bermuda, Bolivia, Cayman Islands, Costa Rica, Dominica, Ecuador, El Salvador, Falkland Islands, French Guiana, Guatemala, Haiti, Honduras, Jamaica, Mexico, Nicaragua, Panama, Puerto Rico, Republica Dominicana, Saint Martin, St. Kitts-Nevis, St. Lucia, St. Vincent & Grenadines, Trinidad and Tobago, U.S. Virgin Islands, Venezuela"
https://partner.visa.com/site/partner-directory/galileo.html,Galileo,"Galileo is a leading financial technology company whose platform, open API technology and proven expertise enable fintechs, emerging and established brands to create differentiated financial solutions that expand the financial frontier. Galileo removes the complexity from payments and financial services innovation by providing flexible, open API building blocks and a secure, scalable, future-proof platform. Trusted by digital banking heavyweights, early stage innovators and enterprise clients alike, Galileo supports issuing physical and virtual payment cards, mobile push provisioning and more, across industries and geographies. ",https://www.galileo-ft.com,Issuer Processor,"Colombia, Mexico, Canada, United States of America"
https://partner.visa.com/site/partner-directory/flowbird.html,Flowbird,"FLOWBIRD more broadly encompasses our activities, better describes the diversity of our businesses for our customers and users. Every week around the world, thanks to our terminals, mobile applications and online services, we contribute to improving the living environment of our 100 million users by helping to reduce air pollution, optimize traffic, simplify payments, make cities more secure and economically dynamic.",https://www.flowbird.group/,Back Office,France
https://partner.visa.com/site/partner-directory/getxerpa.html,getxerpa,"getxerpa empowers banks to build better customer experiences in just weeks, using our low-codebanking components with personalizable personal finance management widgets and APIs. With these, banks can create new savings and investment experiences, help their customers take control of their spending and receive personalized advice based on their financial goals, behaviors and life cycle.",http://getxerpa.com,Value Added Services,"Anguilla, Antarctica, Antigua & Barbuda, Argentina, Aruba, Bahamas, Barbados, Belize, Bermuda, Bolivia, Brazil, British Virgin Islands, Carribean Netherlands, Cayman Islands, Chile, Colombia, Costa Rica, Curacao, Dominica, Dronning Maud Land, Ecuador, El Salvador, Falkland Islands, French Guiana, Grenada, Guadeloupe, Guatemala, Guyana, Haiti, Honduras, Jamaica, Martinique, Mexico, Montserrat, Nicaragua, Panama, Paraguay, Peru, Puerto Rico, Republica Dominicana, Saint Martin, Sint Maarten, South Georgia and the South Sandwich Islands, St. Kitts-Nevis, St. Lucia, St. Vincent & Grenadines, Suriname, Trinidad and Tobago, Turks & Caicos Islands, U.S. Virgin Islands, Venezuela"
https://partner.visa.com/site/partner-directory/geopagos.html,Geopagos,"We unite the payment industry with the technology industry, to form a team ready for any challenge. We create intuitive and secure payment solutions, through all platforms and channels. Discover new ways to generate business.",https://www.geopagos.com/,Tap to Phone,"American Samoa, Australia, Bangladesh, Bhutan, British Indian Ocean Territory, Brunei Darussalam, Cambodia, Cocos [Keeling] Island, Cook Islands, Fiji, French Polynesia, Guam, Heard Island and Mcdonald Islands, Hong Kong, India, Indonesia, Japan, Kiribati, Lao People's Dem. Rep., Macau, Mainland China, Malaysia, Maldives, Marshall Islands, Micronesia, Mongolia, Myanmar, Nauru, Nepal, New Caledonia, New Zealand, Niue, Norfolk Island, Northern Mariana Islands, Palau, Papua New Guinea, Philippines, Pitcairn Islands, Samoa, Singapore, South Korea, Sri Lanka, Taiwan, Thailand, Tokelau, Tonga, Tuvalu, U.S. Minor Outlying Island, Vanuatu, Vietnam, Wallis and Futuna, Algeria, Angola, Benin, Botswana, Burkina Faso, Burundi, Cameroon, Cape Verde, Central African Republic, Congo, Cote D'Ivoire, Democratic Republic Congo, Djibouti, Egypt, Equatorial Guinea, Eritrea, Ethiopia, Gabon, Gambia, Ghana, Guinea, Kenya, Lesotho, Liberia, Madagascar, Malawi, Mali, Mauritania, Mauritius, Morocco, Mozambique, Namibia, Niger, Nigeria, Rwanda, Sao Tome and Principe, Senegal, Seychelles, Sierra Leone, Somalia, South Africa, South Sudan, Togo, Tunisia, Uganda, Zambia, Zimbabwe, Aland, Andorra, Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Faroe Islands, Finland, France, France, Metropolitan, Germany, Gibraltar, Greece, Greenland, Hungary, Iceland, Israel, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Monaco, Netherlands, Norway, Poland, Portugal, Republic of Ireland, Romania, San Marino, Slovakia, Slovenia, Spain, Sweden, Switzerland, Turkey, United Kingdom, Argentina, Bolivia, Brazil, Chile, Colombia, Ecuador, Guyana, Mexico, Paraguay, Peru, Suriname, Uruguay, Venezuela, Canada, United States of America"
https://partner.visa.com/site/partner-directory/gemini-2000.html,Gemini 2000 Ltd,"Gemini 2000 is a leading developer of NFC solutions for contactless payments and smart ticketing. We manufacture and provide support from our headquarters in Dorset, UK.",https://www.gemini2k.com,Terminal,"Montenegro, Republic of Serbia, Russian Federation, Austria, Bulgaria, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Israel, Italy, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Republic of Ireland, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland, Turkey, United Kingdom, United States of America"
https://partner.visa.com/site/partner-directory/globalconnect.html,GlobalConnect,"Together, GlobalConnect® member companies provide outstanding quality fresh foods, snacks, and refreshments, along with consistent service, and state-of-the-art technology and programs to their corporate food service clients.",https://www.globalconnect.biz,Tap to Pay,"United States of America, United States of America"
https://partner.visa.com/site/partner-directory/global-payments.html,Global Payments,"Global Payments Inc. (NYSE: GPN) is a leading payments technology company delivering innovative software and services to our customers globally. Our technologies, services, and team member expertise allow us to provide a broad range of solutions that enable our customers to operate their businesses more efficiently across a variety of channels around the world.",https://www.globalpayments.com/en-ca,"Buy Now, Pay Later (BNPL)",Canada
https://partner.visa.com/site/partner-directory/global-technology-partners.html,Global Technology Partners,"The GTP system is 100% dedicated to prepaid processing.  Most of our competitors also process debit and credit cards, with prepaid processing as a low-priority add-on.  In contrast, the GTP system was developed exclusively for prepaid, resulting in a reliable, flexible platform that is easy for tellers, agents, and cardholders to use.  Because of our prepaid expertise, many of our bank customers use another processor for credit and debit cards, but insist on GTP for their prepaid processing.  ",https://gtpprepaid.com/,Issuer Processor,"Benin, Burkina Faso, Cameroon, Central African Republic, Chad, Congo, Cote D'Ivoire, Gabon, Ghana, Guinea, Kenya, Liberia, Madagascar, Malawi, Mali, Mauritius, Mozambique, Niger, Nigeria, Rwanda, Senegal, Sierra Leone, Togo, Uganda, United Rep. of Tanzania, Zambia, Zimbabwe"
https://partner.visa.com/site/partner-directory/gooddata.html,GoodData,"At GoodData, we believe that traditional data tools are no longer enough. We have spent the last decade rewriting old concepts of business intelligence and building the only all-in-one analytics platform that serves insights as both an internal solution and a partner-facing product.",https://www.gooddata.com/,Value Added Services,United States of America
https://partner.visa.com/site/partner-directory/global-data-consortium.html,Global Data Consortium,"GDC's easy to integrate platform, Worldview, enables companies to verify identity data globally. Utilizing hundreds of data providers such as governments and credit bureaus, through a single API Worldview helps ensure Anti-Money Laundering (AML) and Know Your Customer (KYC) compliance, and puts instant identity verification at your fingertips to prevent fraud and theft.",https://www.globaldataconsortium.com/,Value Added Services,"United States of America, United States of America"
https://partner.visa.com/site/partner-directory/green-dot.html,Green Dot,Powerful financial technology at your fingertips.,https://www.greendot.com/business,"BIN Sponsors, Program Manager","Canada, United States of America"
https://partner.visa.com/site/partner-directory/highnote.html,Highnote,"With an all-in-one platform and a fully integrated issuer processor built from scratch to address the use cases of today and tomorrow, Highnote gives you unparalleled control, flexibility, and speed.",https://highnoteplatform.com,Issuer Processor,United States of America
https://partner.visa.com/site/partner-directory/hummingbird.html,Hummingbird,"We’re experts in financial compliance. This is a challenging practice area for financial companies of all sizes, from pre-launch Fintechs to large institutions. Our team of former regulators, compliance program operators, and policy makers built Hummingbird’s RegTech platform, and can help Visa Fintech Partner Connect members fight financial crime via case management tools & automated SAR filings.",https://hummingbird.co/,Value Added Services,"American Samoa, Australia, Bangladesh, Bhutan, British Indian Ocean Territory, Brunei Darussalam, Cambodia, Canton and Enderbury Islands, Christmas Island, Cocos [Keeling] Island, Cook Islands, Fiji, French Polynesia, French Southern Territories, Guam, Heard Island and Mcdonald Islands, Hong Kong, India, Indonesia, Japan, Kiribati, Lao People's Dem. Rep., Macau, Mainland China, Malaysia, Maldives, Marshall Islands, Micronesia, Midway Islands, Mongolia, Myanmar, Nauru, Nepal, New Caledonia, New Zealand, Niue, Norfolk Island, Northern Mariana Islands, Pacific Islands Trust Territory, Palau, Papua New Guinea, People's Democratic Republic of Yemen, Philippines, Pitcairn Islands, Saint Barthelemy, Samoa, Serbia and Montenegro, Singapore, Solomon Islands, South Korea, Sri Lanka, Taiwan, Thailand, Timor-Leste, Tokelau, Tonga, Tuvalu, U.S. Minor Outlying Island, U.S. Miscellaneous Pacific Islands, Vanuatu, Vietnam, Wake Island, Wallis and Futuna, Afghanistan, Albania, Algeria, Angola, Armenia, Azerbaijan, Bahrain, Belarus, Benin, Bosnia and Herzegovina, Botswana, Bouvet Island, Burkina Faso, Burundi, Cameroon, Cape Verde, Central African Republic, Chad, Comoros, Congo, Cote D'Ivoire, Democratic Republic Congo, Djibouti, Egypt, Equatorial Guinea, Eritrea, Ethiopia, Gabon, Gambia, Georgia, Ghana, Guinea, Guinea-Bissau, Iraq, Jordan, Kazakhstan, Kenya, Kosovo, Kuwait, Kyrgyzstan, Lebanon, Lesotho, Liberia, Libyan Arab Jamahiriya, Macedonia, Madagascar, Malawi, Mali, Mauritania, Mauritius, Mayotte, Moldova, Republic of, Montenegro, Morocco, Mozambique, Namibia, Niger, Nigeria, Oman, Pakistan, Qatar, Republic of Serbia, Rwanda, Réunion, Saint Helena, Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Somalia, South Africa, South Sudan, State of Palestine, Sudan, Swaziland, Tajikistan, Togo, Tunisia, Turkmenistan, Uganda, Ukraine, United Arab Emirates, United Rep. of Tanzania, Uzbekistan, Western Sahara, Yemen, Zambia, Zimbabwe, Anguilla, Antarctica, Antigua & Barbuda, Argentina, Aruba, Bahamas, Barbados, Belize, Bermuda, Bolivia, Brazil, British Virgin Islands, Carribean Netherlands, Cayman Islands, Chile, Colombia, Costa Rica, Curacao, Dominica, Dronning Maud Land, Ecuador, El Salvador, Falkland Islands, French Guiana, Grenada, Guadeloupe, Guatemala, Guyana, Haiti, Honduras, Jamaica, Martinique, Mexico, Montserrat, Nicaragua, Panama, Paraguay, Peru, Puerto Rico, Republica Dominicana, Saint Martin, Sint Maarten, South Georgia and the South Sandwich Islands, St. Kitts-Nevis, St. Lucia, St. Vincent & Grenadines, Suriname, Trinidad and Tobago, Turks & Caicos Islands, U.S. Virgin Islands, Uruguay, Venezuela, Canada, Saint Pierre and Miquelon, United States of America"
https://partner.visa.com/site/partner-directory/hawk-ai.html,Hawk AI,"HAWK:AI is a SaaS, cloud native, browser-based access.",https://hawk.ai/,Value Added Services,United States of America
