URL,Product Name,Price,Overall Rating,Overall # of Reviews,User,Location,# of User Reviews,User Rating,Rating Title,Rating Description,Sizing
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=75,Belle Bustier Dress,$317.50,3.5,2,Dr. LC,"Newport Beach, California",244,3,"Beautiful, but Too, TOO Revealing On Top","I absolutely love Zimmermann and this season their floral prints are stunning! Over the past few years I have added several pieces from this brand, mostly bikinis and dresses, to my wardrobe and I wear them season after season, impressed by the quality, tailoring and the enduring fabrication. The print is so Springy and the fit very flattering. At 5'10, 142 lbs, I ordered a large; it was very loose *almost* all over, especially in the waist, while the length was a tad longer than midi. Ultimately, it was the bustier top that made this a disappointing return: too tight (I'm 36DD) and too revealing. I know Zimmerman bills the majority of its pieces as ""cover-up,"" but given the price point I wouldn't dare get them wet, let alone with chlorine. I want to wear these pieces out and about. Even if smaller on top, I think the bustier is still overexposing. However, if I had the means to purchase this for wear only at a resort, I'd do it... but I need more versatility at this price.",Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=75,Belle Bustier Dress,$317.50,3.5,2,Dr. LC,"Newport Beach, California",244,4,"So Pretty, but Too Revealing On Top","Zimmermann is one of my favorite lines as everything from their dresses to bikinis are incredibly pretty, feminine, and almost always fit beautifully. I loved this dress, but the bustier top fit more like a bikini top attached to a dress and as such, was simply too revealing. And the price point is too high to make this only a resort vacation piece. The floral pattern is so on trend and I truly adored this piece, but I couldn't imagine myself wearing it comfortably without worrying that my breasts would be overexposed if not spilling out with a mere reach for something with my arms. If you're down with this look, I recommend sizing down. I ordered a 3 (large) and it was really loose everywhere, except the chest (5'10, 142 lbs, 36DD). I've long noticed that the sizing is inconsistent in this line (I own 1s, 2s, and 3s) so sizing down is just a suggestion.",Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=75,Silk Petal Twist Dress,$109.50,3.5,3,Soti,Australia  ,1,3,Zimmerman ,Dress was too small around the bust area & was returned last week - still waiting for refund,Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=75,Silk Petal Twist Dress,$109.50,3.5,3,AZMS,"Atlanta, GA",6,5,Gorgeous Dress from an amazing designer!,"This is a beautiful dress that is a great ""basic"" that is a little bit more special than just your standard LBD. The cut in the front certainly makes a difference and is very attention grabbing! I am a size 4 and 32D and the size 1 fit just fine, though you might want to go up a size if you're not looking to have the focus be entirely on your breasts (which, frankly, is the point of the dress, so I would go with your ""true"" size). I originally bought this for a wedding based on how it looked on the model, but unless you are flat chested it is WILDLY inappropriate for a wedding. Great material, hangs nicely. All-in-all a great dress!",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=75,Sueded Balconette Dress,$144.00,4,1,Jessica L,"Vancouver, Canada",16,4,Small Chests Only,"With the underwire and such little fabric on the chest, I wouldn't buy this dress unless you're smaller than a B cup. I'm a 32DD and the dress wouldn't even zip up the last few inches, so there's no give in the fabric.

Otherwise it hangs really nicely, I'm 5'7 and it's subtly sultry in all the right ways!",Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=75,Rhythm Smock Top,$294.00,4,1,Huguette,"Mississauga, Ontario, Candada",1,4,Great blouse,Love this blouse.  Fits beautifully.  The only problem is that many of the buttons have fallen off.  Otherwise great blouse.  ,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=75,Ryker Lace Up Bikini,$82.50,5,1,TrishZe,"Sydney, Australia.",10,5,Winner in a Zimmerman ,"Everything you ever wanted from a bikini!!!
So comfortable in a simply stunning bikini top that won't feel like it's forever falling; sexy design throughout, front and back and bottoms in beautiful fabric and print!

Relax and swim let the tanning begin!
BEST STRAPLESS  BIKINI EVER!!",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=75,Suede Tassel Loafers,$148.50,2,1,FashnRite,"Bay Area, CA",35,2,Zimmerman Tassel Suede Loafer a Hassel,"Overall the design of this Black menswear loafer with a feminine edge is flattering. The juxtaposition of suede and patent, mid-heel, and extension of tongue is slimming on. Bad news, the smell of the shoe dye does not dissipate even when left out of the box over a week. The leather sole is not well made, and would quickly wear down unless you were willing to have shoemaker reinforce it. At this price point , one would expect more quality. Lastly, this style is rampantly everywhere in a pump etc at Banana Republic.  Perhaps the designer should remain focus on their clothing design at this stage instead of branching out into another competitive and skilled arena. Kudos though the shoe was made in Brazil instead of China. ",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=75,Gemma Bonded Flounce Bikini,$87.00,5,1,peggyB,"Miami, FL",43,5,super cute,"very pretty well made bathing suit, a statement piece! thick material, nice paisley colors, got size 1 and i am 34D, and wear XS in bottom. fits perfect . i usually take size 1 in top Zimmermann and 0 or xs on bottom!",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=75,Marisol Bonded Peak Wire Swimsuit,$187.50,5,1,Cristinag,"New York,NY",31,5,AMAZING,"What a fantastic swimsuit. Sucks you in completely (for my fat self) And holds everything in, as it says Bonded. That's for sure. Absolutely LOVE IT!! The color Tomato is amazing on your tan self. So ladies, get the spray tan and wear this swimsuit. You will love it! Classic and will stand the test of time. ",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=75,Esplanade Drape Tunic,$189.00,5,1,katiejojohnson,"Madison, Wi",220,5,Esplanade Tunic,"Beautiful dress and very flattering.  You can steam the top so that it's open and more like a V neck which is more flattering on me.  I'm 5'2"" and I didn't have to hem it so I'd say it is on the shorter side vs. longer side.  It looked like more of a true maxi on me with a wedge heel",Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=75,Gladiator Sandals,$142.50,5,1,Tounz,UAE,19,5,Fab Gladiators,"These look insanely amazing on, however it's a headache to put on and take off- not very functional but the design makes it worth it! Size down...",Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=75,Ankle Tie Flat Sandals,$93.00,5,1,nina1492,"Annapolis, MD",76,5,Most comfortable Sandal,"I purchased these for a month-long excursion along The Amalfi Coast. The sandals are worth every penny. I've clocked roughly 5-10 miles/day and no blisters. The easy-tie suede strap makes the sandal comfortable. I can wear them with dresses/shorts or jeans- very versatile, indeed. I wear a 7.5 and purchased the 38. ",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=75,Porcelain Quilted Bikini,$175.00,5,1,beccablazek,Louisiana ,1,5,perfect!,Im a 34c and a 4 in pants and I ordered the size 2 and it fit wonderfully! My favorite thing is how there are no removable cups and instead the material is padded. This swimsuit is perfect in my opinion. Definitely makes me want to shop Zimmermann again. ,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=75,Silk Diamond Tuck Dress,$123.00,5,1,camilleb,"West Hollywood, CA",1,5,perfect!,Was just what I had hoped for. Fit perfectly. Got so many compliments. The skirt/lining were a little clingy -- needed some static spray. Loved it!,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=90,Draped Dress,$93.00,4,5,riee,"San Francisco, CA",74,5,PERFECT.,One of those dresses that is love at first sight. I got the rosa color and it's perfect. ,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=90,Strapless Draped Maxi Dress,$70.00,2.5,3,CherylG,Virginia ,1,3,Great dress...poor packaging!,"Beautiful dress, soft, billowy, nice fabric, flattering, true to size (however, I am 5'11"" and the length is perfect.)  Now the down side,....This dress came wrinkled beyond belief in a clear cellophane wrap.  It took hours with a steamer to get the wrinkles out!!  I have never ordered anything online before that arrived in that condition.  There was no tissue or packing material what-so-ever:o)",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=90,Ceramic Pinafore Romper,$308.00,2,1,Dr. LC,"Newport Beach, California",244,2,Unwearable,"Zimmermann is a pricier line and the quality fabrication and materials, in addition to the beautiful designs, often make its pieces worth their price. I have several ""cover-ups,"" including another romper, from this line and they are totally wearable far beyond the beach and poolside. This romper, with its sweet pattern and cute cut, looked like a great piece, but when it arrived, I was surprised to find that the shorts were slit, on each side, completely up to the waist, making it unwearable. And considering its price point and the thin cotton material, I wouldn't want either chlorine or saltwater on this. It was a no question, same day it arrived, return,",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=90,Trinity Wide Plunge Bikini,$136.50,5,1,Stacy ,Chicago,3,5,"Lovely fit, nice piece","Material and closures are very nice.  Great fit on top and bottom, even w/small chest.  Highly recommend.",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=90,Racer Motor Mini Dress,$172.50,1.5,2,Shant,"Sherman Oaks, CA",2,1,Terrible quality,The quality of this dress was very cheap. Looked like a $40 dress--at most. I returned this item. ,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=90,Racer Motor Mini Dress,$172.50,1.5,2,NYCshoppingadict,NEW YORK CITY,9,2,Disapointed,"I was so excited about this dress! The material is cheap feeling and it does not look as high end as it does in the picture. I am 5'8, 110 and it was very big on me. it also just does not fit the way it does in the picture. 100% not worth 600$ it looks and feels like it should be from Zara.",Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=90,Silk Curve Bar Dress,$118.50,1,1,Shant,"Sherman Oaks, CA",2,1,Cheap Material,The material on the bottom portion of the dress is terrible quality. Looks very cheap. Definitely returning this item.,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=90,Racer Leopard Plunge Dress,$208.50,3,1,youragf,los angeles,1,3,expensive for what it is,"I liked the cut of the dress and can see it working on both slim and curvy body types.  I'm a true 00P (in Banana Republic or Theory) and the 0 fit me just fine.  I'm also only an A cup.  But the material felt like rough, cheap polyester, not 100% silk.  The animal print is fun, but for the price, it didn't feel like an investment piece that I would keep and wear for years, so I returned it.",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=90,Silk Draped Maxi Dress,$142.50,5,1,Goodhabit,"Seattle, WA",11,5,Very flattering,"This dress is incredibly flattering and well cut.  It does, however, run small around the chest.  I usually wear a dress size 2 and the size 1 (which is supposed to be equivalent to a size 4) fits perfectly.",Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=90,Underwire Bra Top,$34.50,5,1,RoseChic,Paris,5,5,great quality,I love Zimmerman products overall and this one did not disappoint. Great quality and that blue color looked amazing on tanned skin.  ,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=90,V Dress,$93.00,1,1,Judee,Australia,2,1,Huge ,"I purchased this in the red and it's a stunning color. However, the dress is massive. If you are a size 0 like I am I don't think there is point in purchasing it as it's really not flattering at all. ",Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=90,Tempo Rib Knit Skirt,$93.00,3,2,81musa,Norway,19,5,Fantastic skirt with amazing length,"I love love this skirt. I find it equally as amazing in live as it is on the model on the pictures. And I don't find it as see thru as the other reviewer does. its very ""Kim Kardashian"".",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=90,Tempo Rib Knit Skirt,$93.00,3,2,Chigirl000,Chicago ,17,1,Not as pictured ,"This skirt looks amazing on the model, but when I tried it on it was extremely see-through. Any tight areas are seen through the skirt and the material looks like it's worth much less than $310.00. ",Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=90,Strapless Drape Maxi Dress,$136.50,2.5,2,sparklystarfish,"Toronto, Canada",18,4,So pretty but small on top,This dress is beautiful and the length is perfect. The only thing is the top is tight and takes some time to zip up. I wear a US size 8 and 34E bust. ,Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=90,Back Drape Dress,$98.75,4,6,123456789,Sydney Australia ,2,5,Beautiful dress,"This dress is really beautiful on, the draping is so flattering. It can be pretty confusing to work out how it fits (which bits drape where), but if you follow the picture you will be fine. Once you work that out, it is a really beautiful dress and would probably suit all different body types and shapes. I took my normal Zimmermann size.

However, I have to agree with one of the above reviews that the Shopbop packaging is hopeless!  Mine arrived shoved in a plastic bag and completely crumpled.  I had to take it (brand new) to the dry cleaner's and pay for it to be steamed.",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=105,Instinct Wrap One Piece Swimsuit,$93.00,4,1,simplefashion,"Vancouver, Canada",1,4,cute suit,"Fits nicely, just no support in the top. Would be nice if it had a shelf bra built in at least. But still a cute suit!",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=105,Racer Asymmetrical Draped Dress,$187.50,2,1,dyla,san francisco,14,2,Wonky fit,"I love the pattern of the fabric and the asymmetrical hem, but the fit of this dress was very off on me.  The sash across the front looked bulky and unflattering.  I wish it did not have the sash.",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=105,Paisley Triangle Bra Top,$25.50,5,1,Keep it chic ,"Moscow, Russian Federation",12,5,great bikini,Great quality as always from Zimmerman. Flattering. Happy with purchase. Note that the colours are darker than shown on the photo.,Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=105,Paisley Low Link Bikini Bottoms,$25.50,5,1,Keep it chic ,"Moscow, Russian Federation",12,5,great bikini,Great quality as always from Zimmerman. Flattering. Happy with purchase. Note that the colours are darker than shown on the photo.,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=105,Sundance Lattice Triangle Bikini,$69.00,3.5,2,Black velvet rose ,"Oslo, Norway",253,4,"Stylish, but very tiny","I love Zimmermann and have several pieces. This bikini is fabulous, but very small and doesn't cover much. The color is more of an orange than a yellow. But it's unique and extraordinary. ",Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=105,Verano Floral Cover Up Dress,$275.00,5,1,heyday,Hong kong,10,5,so pretty,"I know Zimmermann always brings out gorgeous cover up dresses and swimming suits as well.
This is another beautiful one so I am glad that i got it!
Although size 0 is not XS but still works.",Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=105,Silk Shaped Wire Draped Dress,$118.50,4.5,2,Izzie,Toronto,99,4,Stunning but too small in the chest area,"This is one of the most beautiful dresses I've ever tried on. Based on the review, I thought it would be perfect since I am large in the chest but as beautiful as the bottom was, the top was way too small and the larger size was not available - I looked everywhere for it. It's a rare mis of sexy and classy. I loved it so much that I showed it to my neighbour, who is smaller chested than me and she bought it off me right away - It looked amazing on her.",Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=105,Silk Shaped Wire Draped Dress,$118.50,4.5,2,eta28,los angeles ca,10,5,Genius! ,"The built in bra is simply genius... Genius! 
I pass on so many sexy dresses because they have no support and you can't wear a bra with them. This dress eliminates the need to figure out a bra situation. Cut short but not too short. Heavy silk hides minor imperfections in the bum area. The bra offers real support with underwire. 

Fits true to size. 5'8"", 130lbs, 32c, fuller hips, and the small fits perfectly.  My husband's eyes popped out of their sockets when I walked out in this. I'm so excited about this dress :)",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=105,Tamer Petal Tulip Dress,$204.00,2,1,MBossy,NYC,74,2,Unflattering Dress!,"Love Zimmermann but this one is a miss.  The proportions were outrageous and it wasn't flattering at all.  For those of you with curves, this is a tricky one to pull off.  ",Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=105,Ruched Halter Bikini Top,$28.50,5,1,michellio,Minneapolis,40,5,LOVE THIS TOP,"This is the best swimsuit top I've ever bought (I got it in black).  Its supportive, comfortable, and stylish.  I'm a 34DD and got a Large, so it runs true to size.  You can definitely go swimming in this thing!  The only downside is when sunbathing the front knot is kind of uncomfortable.",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=105,Roamer Cupcake Cover Up Dress,$237.50,1,1,dede310,310 ,1,1,this will make you LOOK like a cupcake ,This dress was HUGE and made me look like a CUPCAKE !!!! OMG Very nice fabric but for the price even- not worth it. ,Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=105,Sundance Embroidered Playsuit,$237.00,4,1,Dr. LC,"Newport Beach, California",244,4,"Looks Sweet, but Is Sophisticated","I love Zimmermann swimwear though this is the first item of clothing I've purchased from the line. What a great first piece. I thought this was a dress -- and it looks like one - but it's actually a romper and given it's short length, it's much more feasible as shorts. It's best feature is the open back which is the perfect summer touch. I was worried the material and pattern would look ""country farm girl,"" but it's much more sophisticated than that. It's very sweet looking, but also features a fit that gives it some major va-voom. The material also didn't wrinkle hardly at all which was a pleasant surprise. You'll love this piece. Wearable; a great travel piece, too.",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=105,Back Drape Dress,$98.75,4,6,sshell07,"Sherman Oaks, CA",1,2,"cute, but packaging ruined it!","the dress itself was cute, however it came incredibly rumpled as it was stuffed into a tiny plastic bag.  for the amount of money this dress cost, i would assume that the dress would come on a hanger and layer flat.  instead, it came folded several times, was inside out/upside down, so it would have to be steamed before wearing to ensure that it worked and was not damaged.  unfortunately, the dress though the fit was cute, had to be returned!",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=105,Instinct Frill Triangle Bikini,$122.50,5,2,isabel_la,ITALY,1,5,Zimmermann - no more words needed,"I'm a hugeeee fan of zimmermann swim!! They got the most classy, hot, trendy and unique designs I've ever seen. Of course it's up to everybody personally, but since I've bought the first bikini I fell in love with the brand!!! I think about 3 years ago they changed the sizing (last time I bought the same size as I had before and it was way too small)...this time I got the right one ;)",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=105,Navy Snake Frill One Piece,$154.00,5,1,MJ Kim ,South Korea,5,5,Best swimsuit ever! ,It' a gorgeous !  Definitely worth the price. ,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=120,Instinct Frill Triangle Bikini,$122.50,5,2,Black velvet rose ,"Oslo, Norway",253,5,Incredibly beautiful bikini,"Wanted to buy this for such a long time. I'm so glad I finally got it on sale. I'm a hunter for animal print and this bikini doesn't disappoint. Classy print, vibrant colors. I love, love, love it. High prize, but excellent quality. ",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=120,Back Drape Dress,$98.75,4,6,Laura2810,"Miami, FL",8,4,Amazing color but bad bit,I loved this dress on the site and I had high hopes for when it arrived. The fabric is fabulous and overall the dress fits well except for the top part where it's quite loose and hangs on the sides. Probably a size smaller would have been just right but it's unavailable on the site so I had to return it. Got size 3 but I am more of a size 2 by the looks of it. ,Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=120,Ringmaster Paperbag Dress,$172.50,3,1,K8 Dee,Chicago. Il,9,3,Too large,"The pattern on this dress is very pretty, but order one size down. It's supposed to be a loose fit, but it was really just too big at my normal size. I returned it.  ",Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=120,Frill Bandeau One Piece,$147.00,4.5,3,stephl,Singapore,24,4,Gorgeous! But not perfect,"I've been looking for a one-piece that is sexy without being too revealing to bring my kids to the pool. The ruffles are gorgeous and perfect for those with a small bust - v flattering.  The only odd thing (for which I docked one star) was the rather strange fit at the waist. I thought those things sticking out on either side of the model's waist in the picture were caused by tags but that's actually how the suit fits on me as well! Not sure if it's a sign the suit is too small at the waist or if my torso is too short.  Still, a gorgeous and sexy suit that I will keep for sure!",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=120,Frill Bandeau One Piece,$147.00,4.5,3,sara low,singapore ,1,5,beautiful swim wear,"I recently bought this swim wear, once i tried on it, immediately fall in love with it, the cutting is good, fit my body like a glove! Love it...",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=120,Sundance Frill Bikini,$154.00,4,1,Kari H,"Faavang, Norway",4,4,Colorful bikini,"I love this bikini, but the top is a bit small. You should not buy this item if you don't have a small bust.",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=120,Good Love Plunge Dress,$156.00,5,2,Loriw,Scottsdale,4,5,Fabulous,This is  fabulous unique dress!  I love it. ,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=120,Leopard Print Sneakers,$79.50,4.5,2,TChen,"Shanghai, China",2,5,Comfortable,True to size and feel comfortable!,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=120,Instinct Paneled One Piece Swimsuit,$180.00,4,1,TXmermaid,"Houston, TX",2,4,cute suit,I had to return because suit ran a little large.  I ordered size small and normally wear a size 2-4.,Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=120,Silk Cotton Slash Dress,$141.00,1,1,Kluttz46,California ,4,1,Weird dress,"For as expensive as the dress is, the fabric is poor and the fit is odd. Returned!",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=120,Keeper Frill Bandeau Bikini,$72.00,5,1,Sofia-Cerise,"Bristol, UK",2,5,SiZe UK 8 is Size 0,"somewhat true to size. 
GET YOUR USUAL SIZE

SIZE UK 8 32a b  is Size 0

colour is same as in pic

Great for hour glass shape.",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=120,Sundance Lattice Triangle Bikini,$69.00,3.5,2,rachelbee,"New York, NY ",9,3,Cute but the top is revealing,"Love the color of this! But, the top is a little too revealing. I'm a 34 A and the lattice part of the top cuts across in a way that reveals too much! ",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=120,Twist Strapless Gown,$142.50,2,1,CandyKisss,"Chevy Chase, MD",92,2,Twist Strapless Gown,"The silhouette on this dress is beautiful and the detail on the top is very flattering, even on a small chested girl like me. The color however was very bland (light pink) it was too close to my pale skin tone. The material of this dress was also extremely cheap for the price and the brand. I do love Zimmermanns designs, but this is the second one I have ordered recently and have returned based on the material alone. It looked and felt cheap.",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=120,Good Love Pinafore Jumpsuit,$187.50,1,1,CandyKisss,"Chevy Chase, MD",92,1,Ruffle Jumpsuit,"This looks so great on the model but looks can be deceiving! The material of this jumpsuit is super lightweight and feels really cheap. It would be good for the beach I suppose, but is totally not worth the price. The pants part flares out way too much making it look really strange. ",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=120,Triangle Bra Top,$22.50,5,1,sitkaforest,"Whistler, BC Canada",34,5,Bikini top," Good fit and true to size on this basic bikini top!
Plus love both the colors:)",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=135,Sundance Lattice One Piece Swimsuit,$238.00,3,1,Lisey,"Wilmington, DE",8,3,"Beautiful, but not for me","This is a beautiful suit, bit the top didn't fit me, it seemed to pull my breasts down, too$$ to keep",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=135,Frill Bandeau One Piece,$147.00,4.5,3,Tutter,"Washington, D.C. ",1,5,Cute One Piece,"This is a very comfortable and stylish bathing suit. I initially ordered a size 1, but because I have a long torso, I found I needed to order a size up. The size increase made the top a little big, but it's not noticeable with the ruffle.  I've received a lot of compliments on this swim suit. ",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=135,Leopard Print Sneakers,$79.50,4.5,2,Kouchary,Australia. Sydney,25,4,Love the leopard ,True to size and well made ,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=135,Good Love Plunge Dress,$156.00,5,2,tinker,South Africa,1,5,love this but...,"This is a very pretty dress, in fact its gorgeous. Luckily I am a very small size 0 and can fit it but normally with a size 0 I need to alter it, so be careful when ordering this dress I recommend a size up if you are true to your size or have large bust. ",Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=135,Draped Dress,$93.00,4,5,Rosie5432,Maryland,1,2,Strange draping,"I was really excited about this dress.  The top of the dress fit well, although it was more low cut than I expected.  But the draping at the hips was awkward.  It billowed out too much on either side and didn't fall right.",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=135,Honour Cats Eye Dress,$208.50,5,1,Morena,"St. Petersburg, Russia",22,5,Amazing dress,"I've never had any clothing by Zimmmermann before. My first try to buy this dress was a failure because following the dimensions of the model I chose a size 1. And it was too big (I'm 85-67-94). So I had to reorder in 0 and the fit was just right. I recommend to adhere to manufacturer size chart rather than follow SB size and fit info.
As a whole dress is fabulous and in my opinion not so pricy considering its good quality and beautiful cut.",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=135,Drifter Mismatch Bikini,$92.50,4,1,KD10,Chicago,2,4,Good suit,"I liked the way it looked on the site more than I did in person but its still a great suit. Fits true to size and comfortable. 
",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=135,One Shoulder Knot Gown,$142.50,5,1,Liv007,Hong Kong,12,5,Gorgeous Dress,"This dress is absolutely stunning. It is not a hard black, but a softer, washed silk black. The sizing is a bit hard to predict - I am usually a S or US 4, 27 in jeans, and the 1 fitted well in the bodice but was too tight in the under skirt part, but the 2 was a LOT bigger, although from the measurements given on the website you wouldn't think it was so much bigger. Gorgeous dress, definitely worth the price.",Smaller than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=135,Celestial Embroidered Romper,$147.50,5,1,nellie imber,"Wollongong, NSW, Australia",13,5,gorgeous for spring,"love this zimmermann romper
i bought the size 2, AUS 10, US 6, it is a relaxed fit so little larger than your average size Aus10.
fabric is lovely and the romper is super comfy. Great with both flats and heels. Only negative is the white short section is a touch see through but skin coloured undies work fine :)",Larger than Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=135,Underwire Bikini Top,$34.50,5,1,Ginelle,"Toronto, Ontario ",36,5,So cute!,This was probably one of my best purchases. Good quality and so cute on. Very true to size as well.,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=135,Low Link Bikini Bottoms,$22.50,5,1,Ginelle,"Toronto, Ontario ",36,5,Cute,I was very pleased with this purchase. True to size and uber cute :),True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=135,Shoestring Maxi Dress,$103.50,1,1,kikiTO,Toronto Ontario,14,1,Poorly constructed.,"This dress was incredibly disappointing. For starters, it is described as ""unlined"", which made me assume the fabric must be the sort of rich, weighty silk which doesn't need to be lined. In reality, the dress IS lined -- partially. It has a cheap nylon lining which ends at mid-thigh and is very visible through the skirt as the silk itself is quite sheer. This makes the dress look cheap and tacky. Also the lining has a bizarre double seam under the bust which shows though the silk as well.

The pink colour of the dress is beautiful, as are the straps and neckline...if the silk were higher quality OR if the dress was properly and fully lined, it would be gorgeous. As it is, the price of this dress is insane for the low quality. Maybe the black would be better (show the construction less), but in pink it's just awful. ",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=135,Low Bikini Bottoms,$18.00,5,1,dwang,"Los Angeles, CA",4,5,Perfect,"Flattering, fits true to size, perfect amount of coverage and comfortable. What else can you ask for in a bikini bottom? ",True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=135,Celestial Frill Triangle Bikini,$120.00,5,2,shop_bop_addict,48323,5,5,Love,Loved this bikini! I thought it fit pretty well. The top is adjustable so that helps a lot. I also loved the ruffles on the top because it was really flattering for a small chest. Really cool and different! Buy it!,True to Size / As Expected
https://www.shopbop.com/reviews/brand?folderID=5090&baseIndex=150,The Vase Frill Bikini,$63.00,4.5,3,shopgal,Seattle,32,5,Ready to swim,Love the suit but the fastener is a bit cheap... ,True to Size / As Expected
