Country,URL,Name,Company URL,Business Focus,Rating
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB Digital Virgo Payment,https://thebanks.eu/emis/digital-virgo-payment-355092,acquiring services for Digital Virgo merchants,internal entity
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB Guru Pay,https://thebanks.eu/emis/guru-pay-355123,providing IBAN accounts,3.92
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB Monavate,https://thebanks.eu/emis/monavate-355302,providing frameworks for FinTechs,2.27
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB Nandi Finance,https://thebanks.eu/emis/nandi-finance-355215,providing business accounts,3.27
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB PanPay Europe,https://thebanks.eu/emis/panpay-europe-354729,alternative banking and payment services,3.44
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB Pervesk,https://thebanks.eu/emis/pervesk-354730,providing payment solutions,4.76
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB Seven Seas Europe,https://thebanks.eu/emis/seven-seas-europe-354731,facilitating payments between Europe and China,3.15
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB STANHOPE FINANCIAL,https://thebanks.eu/emis/stanhope-financial-355140,alternative banking services,3.35
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB Travel Union,https://thebanks.eu/emis/travel-union-355096,mobile banking for travelers,2.79
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB ZEN.COM,https://thebanks.eu/emis/zen-com-354897,management of card payments in the Internet,4.06
Netherlands,https://thebanks.eu/list-of-emis/Netherlands,Airwallex (Netherlands) B.V.,https://thebanks.eu/emis/airwallex-netherlands-355216,"high speed, low cost global payments",3.91
Malta,https://thebanks.eu/list-of-emis/Malta,EPG FINANCIAL SERVICES LIMITED,https://thebanks.eu/emis/epg-financial-services-355043,providing payment solutions for merchants,2.63
Malta,https://thebanks.eu/list-of-emis/Malta,eToro Money Malta Limited,https://thebanks.eu/emis/etoro-money-malta-355269,debit cards,internal entity
Malta,https://thebanks.eu/list-of-emis/Malta,Finance Incorporated Limited,https://thebanks.eu/emis/finance-incorporated-355047,providing payment cards and e-wallets,3.42
Malta,https://thebanks.eu/list-of-emis/Malta,handi.cash Limited,https://thebanks.eu/emis/handi-cash-355046,mobile payment application,2.58
Malta,https://thebanks.eu/list-of-emis/Malta,Insignia Cards Limited,https://thebanks.eu/emis/insignia-cards-354745,elite payment cards to European customers,2.85
Malta,https://thebanks.eu/list-of-emis/Malta,Ixaris Financial Services Malta Limited,https://thebanks.eu/emis/ixaris-financial-services-malta-355235,payment cards platform,acquired
Malta,https://thebanks.eu/list-of-emis/Malta,MIFINITY MALTA LIMITED,https://thebanks.eu/emis/mifinity-malta-355113,money transfers to China,3.18
Malta,https://thebanks.eu/list-of-emis/Malta,MTACC LTD,https://thebanks.eu/emis/mtacc-355044,issuing payment cards for ePayService,internal entity
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB „Elektroninių pinigų bitė“,https://thebanks.eu/emis/elektroniniu-pinigu-bite-355238,peer-to-peer lending solutions,2.40
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB „Lux International Payment System“,https://thebanks.eu/emis/lux-international-payment-system-355292,payment services and currency exchange,coming soon
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB „NEOCARD“,https://thebanks.eu/emis/neocard-355020,alternative banking and payment services,3.55
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB „Perlas Finance“,https://thebanks.eu/emis/perlas-finance-355039,mobile payments,2.74
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB „Pyrros Lithuania“,https://thebanks.eu/emis/pyrros-lithuania-355022,providing payment gateway,3.90
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB „SONECT Europe“,https://thebanks.eu/emis/sonect-europe-355027,providing cash withdrawal platform,2.43
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,"Verified Payments, UAB",https://thebanks.eu/emis/verified-payments-355030,providing white-label payment solutions,4.48
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,Verse Payments Lithuania UAB,https://thebanks.eu/emis/verse-payments-lithuania-355037,mobile payment application and payment cards,3.46
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,Wallter UAB,https://thebanks.eu/emis/wallter-354735,checkout and payment solutions for businesses,3.88
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,"Wittix, UAB",https://thebanks.eu/emis/wittix-355036,providing IBAN accounts,4.14
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,WITTY GLOBAL UAB,https://thebanks.eu/emis/witty-global-355227,providing payment cards,3.11
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,"""Paysera LT"", UAB",https://thebanks.eu/emis/paysera-lt-354718,providing payment services at reasonable prices,3.78
Netherlands,https://thebanks.eu/list-of-emis/Netherlands,Argentex B.V.,https://thebanks.eu/emis/argentex-355313,foreign exchange and international payments,3.47
Netherlands,https://thebanks.eu/list-of-emis/Netherlands,Currencycloud B.V.,https://thebanks.eu/emis/currencycloud-355150,providing payment infrastructure,4.10
Netherlands,https://thebanks.eu/list-of-emis/Netherlands,Intersolve Payments B.V.,https://thebanks.eu/emis/intersolve-payments-354750,secure payment platform for retailers,2.87
Netherlands,https://thebanks.eu/list-of-emis/Netherlands,Modulr Finance B.V.,https://thebanks.eu/emis/modulr-finance-355281,providing payment accounts for businesses,3.09
Netherlands,https://thebanks.eu/list-of-emis/Netherlands,Rewire EU B.V.,https://thebanks.eu/emis/rewire-eu-355138,IBAN accounts and money remittance,3.69
Netherlands,https://thebanks.eu/list-of-emis/Netherlands,Uber Payments B.V.,https://thebanks.eu/emis/uber-payments-354902,payment processing for Uber,internal entity
Netherlands,https://thebanks.eu/list-of-emis/Netherlands,World First Netherlands B.V.,https://thebanks.eu/emis/world-first-netherlands-355101,international money transfers for businesses and individuals,3.16
Netherlands,https://thebanks.eu/list-of-emis/Netherlands,Yoursafe B.V.,https://thebanks.eu/emis/yoursafe-355048,payment acceptance and processing,3.61
Malta,https://thebanks.eu/list-of-emis/Malta,Nobel Financial Limited,https://thebanks.eu/emis/nobel-financial-354746,international money transfers,2.68
Malta,https://thebanks.eu/list-of-emis/Malta,Openpayd Financial Services Malta Limited,https://thebanks.eu/emis/openpayd-financial-services-malta-355127,global banking and payment solutions,2.75
Malta,https://thebanks.eu/list-of-emis/Malta,Papaya Ltd,https://thebanks.eu/emis/papaya-354747,e-wallets and payment cards,3.66
Malta,https://thebanks.eu/list-of-emis/Malta,Syspay Limited,https://thebanks.eu/emis/syspay-354749,providing payment processing platform,2.26
Malta,https://thebanks.eu/list-of-emis/Malta,Transact Payments Malta Limited,https://thebanks.eu/emis/transact-payments-malta-355228,innovative payment and card solutions,2.76
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,"UAB ""Finansinės paslaugos ""Contis""",https://thebanks.eu/emis/finansines-paslaugos-contis-355021,providing end-to-end payment solution,acquired
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,"UAB ""Rebellion Fintech Services""",https://thebanks.eu/emis/rebellion-fintech-services-355028,providing IBAN accounts and payment cards,3.17
Lithuania,https://thebanks.eu/list-of-emis/Lithuania,UAB Maneuver Lt,https://thebanks.eu/emis/maneuver-lt-354728,alternative banking and payment solutions,4.06
Norway,https://thebanks.eu/list-of-emis/Norway,Buypass Payment AS,https://thebanks.eu/emis/buypass-payment-355133,,internal entity
Malta,https://thebanks.eu/list-of-emis/Malta,UNIONGOLDENPAY LTD,https://thebanks.eu/emis/uniongoldenpay-355041,international payments,2.01
Norway,https://thebanks.eu/list-of-emis/Norway,Espos Norge AS,https://thebanks.eu/emis/espos-norge-355131,providing smart payment solutions,2.23
Norway,https://thebanks.eu/list-of-emis/Norway,OneSettle AS,https://thebanks.eu/emis/onesettle-355222,mobile payments solutions,2.12
Norway,https://thebanks.eu/list-of-emis/Norway,Settle Group AS,https://thebanks.eu/emis/settle-group-354903,providing mobile payment platform,2.49
Norway,https://thebanks.eu/list-of-emis/Norway,STREX AS,https://thebanks.eu/emis/strex-355309,providing mobile wallets,2.57
Poland,https://thebanks.eu/list-of-emis/Poland,Billon Solutions spółka z ograniczoną odpowiedzialnością,https://thebanks.eu/emis/billon-solutions-355103,blockchain technology solutions,2.21
Portugal,https://thebanks.eu/list-of-emis/Portugal,"SFS - Financial Services, IME, SA",https://thebanks.eu/emis/sfs-financial-services-ime-355051,payment services for Sonae Group,internal entity
Romania,https://thebanks.eu/list-of-emis/Romania,Capital Financial Services SA,https://thebanks.eu/emis/capital-financial-services-354751,e-money and e-payment solutions,2.58
Romania,https://thebanks.eu/list-of-emis/Romania,ORANGE MONEY IFN S.A.,https://thebanks.eu/emis/orange-money-ifn-355100,providing m-wallets and payment cards,2.39
Slovakia,https://thebanks.eu/list-of-emis/Slovakia,"SKPAY, a. s.",https://thebanks.eu/emis/skpay-355057,providing payment cards and transfers,3.09
Slovenia,https://thebanks.eu/list-of-emis/Slovenia,"MBILLS družba za izdajo elektronskega denarja in plačilne storitve, d. o. o.",https://thebanks.eu/emis/mbills-druzba-za-izdajo-elektronskega-denarja-in-placilne-storitve-355055,providing payment cards and mobile wallets,2.88
Slovenia,https://thebanks.eu/list-of-emis/Slovenia,"Paywiser družba za izdajo elektronskega denarja in plačilne storitve, d. o. o.",https://thebanks.eu/emis/paywiser-druzba-za-izdajo-elektronskega-denarja-in-placilne-storitve-355265,payment solutions for e-commerce,3.44
Slovenia,https://thebanks.eu/list-of-emis/Slovenia,"Telekom Slovenije, d. d.",https://thebanks.eu/emis/telekom-slovenije-355056,mobile payments,internal entity
Spain,https://thebanks.eu/list-of-emis/Spain,"BIP & DRIVE E.D.E, S.A.",https://thebanks.eu/emis/bip-and-drive-ede-354943,electronic toll collection tools,2.99
Spain,https://thebanks.eu/list-of-emis/Spain,"CURRENCIES DIRECT SPAIN, EDE, S.L.",https://thebanks.eu/emis/currencies-direct-spain-ede-355117,currency and money transfers,3.77
Spain,https://thebanks.eu/list-of-emis/Spain,"FINPAY ENTIDAD DE DINERO ELECTRÓNICO, S.A.",https://thebanks.eu/emis/finpay-entidad-de-dinero-electronico-355139,providing b2b payment platform,1.89
Spain,https://thebanks.eu/list-of-emis/Spain,"GLOBAL PAYMENTS MONEYTOPAY, EDE, S.L.",https://thebanks.eu/emis/global-payments-moneytopay-ede-354944,providing payment cards and e-wallets,2.86
Spain,https://thebanks.eu/list-of-emis/Spain,"PAGONXT ONETRADE ESPAÑA EDE, S.L.",https://thebanks.eu/emis/pagonxt-onetrade-espana-ede-355312,providing payment infrastructure,2.91
Spain,https://thebanks.eu/list-of-emis/Spain,"PECUNIA CARDS E.D.E., S.L.",https://thebanks.eu/emis/pecunia-cards-ede-354946,providing payment cards and e-wallets,3.01
Spain,https://thebanks.eu/list-of-emis/Spain,"SEFIDE, E.D.E., S.L.",https://thebanks.eu/emis/sefide-ede-354945,providing payment infrastructure,2.68
Spain,https://thebanks.eu/list-of-emis/Spain,"UNNAX REGULATORY SERVICES, ENTIDAD DE DINERO ELECTRÓNICO, SOCIEDAD LIMITADA",https://thebanks.eu/emis/unnax-regulatory-services-entidad-de-dinero-electronico-355093,providing open banking platform,2.48
Spain,https://thebanks.eu/list-of-emis/Spain,"UP AGANEA EDE, S.A.",https://thebanks.eu/emis/up-aganea-ede-354904,providing mobile payment platform for e-commerce,3.04
Spain,https://thebanks.eu/list-of-emis/Spain,"BNEXT ELECTRONIC ISSUER, E.D.E., SOCIEDAD LIMITADA",https://thebanks.eu/emis/bnext-electronic-issuer-ede-355111,alternative banking solutions,2.96
Sweden,https://thebanks.eu/list-of-emis/Sweden,Smart Refill i Helsingborg AB,https://thebanks.eu/emis/smart-refill-i-helsingborg-355052,providing payment infrastructure,2.51
Sweden,https://thebanks.eu/list-of-emis/Sweden,Steven AB,https://thebanks.eu/emis/steven-355054,mobile payment application,2.60
Sweden,https://thebanks.eu/list-of-emis/Sweden,Talkremit AB,https://thebanks.eu/emis/talkremit-355270,low-cost money transfers,3.20
Sweden,https://thebanks.eu/list-of-emis/Sweden,Intergiro International Stockholm AB (publ),https://thebanks.eu/emis/intergiro-international-stockholm-355053,providing current accounts and payment cards,4.08
Sweden,https://thebanks.eu/list-of-emis/Sweden,Mynt AB,https://thebanks.eu/emis/mynt-355266,company expense management,3.65
Switzerland,https://thebanks.eu/list-of-emis/Switzerland,Klarpay AG,https://thebanks.eu/emis/klarpay-355326,providing corporate Swiss accounts,None
Switzerland,https://thebanks.eu/list-of-emis/Switzerland,SR Saphirstein AG,https://thebanks.eu/emis/sr-saphirstein-355327,Swiss banking in Web3,None
Switzerland,https://thebanks.eu/list-of-emis/Switzerland,Yapeal AG,https://thebanks.eu/emis/yapeal-355328,Swiss accounts and cards,None
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,MultiPass Platforms Limited,https://thebanks.eu/emis/multipass-platforms-354783,"banking services, cross-border payment solutions",4.51
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Pay Set Limited,https://thebanks.eu/emis/pay-set-355206,providing multi-currency IBAN accounts,4.80
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Wise Payments Limited,https://thebanks.eu/emis/wise-payments-354848,global cross-border payments,4.85
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Currencies Direct Limited,https://thebanks.eu/emis/currencies-direct-354880,currency and money transfers,4.11
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Curve UK Limited,https://thebanks.eu/emis/curve-uk-355079,providing payment cards,3.22
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,myPOS Payments Ltd,https://thebanks.eu/emis/mypos-payments-354812,providing payment solutions to merchants,4.14
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Soldo Financial Services Ltd,https://thebanks.eu/emis/soldo-financial-services-354838,expense management platform,3.97
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Tor Currency Exchange Limited,https://thebanks.eu/emis/tor-currency-exchange-354881,international money transfers,3.83
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,UKForex Limited,https://thebanks.eu/emis/ukforex-354987,foreign exchange and international payments,4.04
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,3S Money Club Limited,https://thebanks.eu/emis/3s-money-club-354966,international trade,4.03
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Allied Wallet Ltd,https://thebanks.eu/emis/allied-wallet-354757,turnkey payment gateway solutions,in liquidation
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Bilderlings Pay Limited,https://thebanks.eu/emis/bilderlings-pay-354764,offering banking services,4.57
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,CashDash UK Limited,https://thebanks.eu/emis/cashdash-uk-354769,payment operating system,2.72
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,CashFlows Europe Limited,https://thebanks.eu/emis/cashflows-europe-354770,aiming to maximize payment acceptance of its customers,3.64
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Caxton Payments Ltd,https://thebanks.eu/emis/caxton-payments-354771,international payments,3.87
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Decta Limited,https://thebanks.eu/emis/decta-354780,providing a flexible payment processing platform,3.82
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,eMerchantPay Ltd,https://thebanks.eu/emis/emerchantpay-354787,payment optimization solutions for businesses,3.26
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Fondy Ltd,https://thebanks.eu/emis/fondy-354795,providing cross-platform payment system,3.28
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Foreign Currency Exchange Limited,https://thebanks.eu/emis/foreign-currency-exchange-354796,FX services for businesses and personal customers,3.65
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Lumon Pay Plc,https://thebanks.eu/emis/lumon-pay-354986,foreign exchange and international transfers,3.42
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Mercury Foreign Exchange Limited,https://thebanks.eu/emis/mercury-foreign-exchange-354985,foreign exchange and international transfers,3.80
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Paysafe Financial Services Limited,https://thebanks.eu/emis/paysafe-financial-services-354826,digital payment solutions for businesses,3.14
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,PaySend Plc,https://thebanks.eu/emis/paysend-354827,international money transfers,4.21
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Prepaid Services Company Limited,https://thebanks.eu/emis/prepaid-services-company-354831,payment solutions for businesses,2.95
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Silverbird Global Limited,https://thebanks.eu/emis/silverbird-global-355300,business account for international trade,3.85
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Skrill Limited,https://thebanks.eu/emis/skrill-354837,developing global payment solutions,3.52
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Stripe Payments UK Limited,https://thebanks.eu/emis/stripe-payments-uk-354839,software platform for running Internet business,3.44
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,SumUp Payments Limited,https://thebanks.eu/emis/sumup-payments-354840,payment processing platform,3.27
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,The ai Corporation Limited,https://thebanks.eu/emis/the-ai-corporation-354843,payment processing for merchants,2.68
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Tide Platform Limited,https://thebanks.eu/emis/tide-platform-354997,providing e-money accounts and payment cards,3.71
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Unison Global Markets (UGM) Ltd,https://thebanks.eu/emis/unison-global-markets-ugm-355297,providing payment solutions,coming soon
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,World First UK Limited,https://thebanks.eu/emis/world-first-uk-354861,international money transfers for businesses and individuals,3.96
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,A Plus Payment Solutions Ltd,https://thebanks.eu/emis/a-plus-payment-solutions-355153,online payment solutions,3.26
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Aave Limited,https://thebanks.eu/emis/aave-355183,,coming soon
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Ace Union Limited,https://thebanks.eu/emis/ace-union-354753,online payments solutions,3.05
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,AD FINANCIAL GROUP LTD,https://thebanks.eu/emis/ad-financial-group-355204,payment services for business,2.81
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,AF Payments Limited,https://thebanks.eu/emis/af-payments-354754,providing services for electronic payments,3.28
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Airbnb Payments UK Limited,https://thebanks.eu/emis/airbnb-payments-uk-354755,payment processing on behalf of Airbnb,internal entity
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Airwallex (UK) Limited,https://thebanks.eu/emis/airwallex-uk-354756,"high speed, low cost global payments",4.14
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,ALGBRA GROUP LIMITED,https://thebanks.eu/emis/algbra-group-355325,ethical accounts and cards,3.35
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Alipay (UK) Limited,https://thebanks.eu/emis/alipay-uk-355202,international payment platform,2.65
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Allpay Limited,https://thebanks.eu/emis/allpay-354758,payment processing solutions,3.15
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Allstar Business Solutions Limited,https://thebanks.eu/emis/allstar-business-solutions-354759,business expense solutions,3.46
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Alpha FX Limited,https://thebanks.eu/emis/alpha-fx-354760,international foreign exchange,3.41
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,ALTPAY Ltd,https://thebanks.eu/emis/altpay-354982,alternative banking solutions,3.95
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Amaiz Limited,https://thebanks.eu/emis/amaiz-354905,providing business accounts,3.90
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Andaria Financial Services UK Limited,https://thebanks.eu/emis/andaria-financial-services-uk-355272,providing business accounts,2.95
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Argentex LLP,https://thebanks.eu/emis/argentex-354995,foreign exchange and international payments,3.79
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,ASOS Payments UK Limited,https://thebanks.eu/emis/asos-payments-uk-355324,payment processing for ASOS Group,internal entity
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Authoripay Emoney Ltd,https://thebanks.eu/emis/authoripay-emoney-355081,prepaid cards and IBAN issuing,3.62
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Avila House Limited,https://thebanks.eu/emis/avila-house-354983,multi-currency e-wallets,acquired
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Azure Payments Ltd,https://thebanks.eu/emis/azure-payments-355172,providing accounts and cards,3.30
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Babb Remit Ltd,https://thebanks.eu/emis/babb-remit-355293,providing personal wallets,3.28
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Bancom Europe Ltd,https://thebanks.eu/emis/bancom-europe-354763,vital financial components for organizations,3.10
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,BASTION FINGROUP LIMITED,https://thebanks.eu/emis/bastion-fingroup-355167,providing payment accounts and cards,3.43
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,BeAccount Ltd,https://thebanks.eu/emis/beaccount-355255,providing payment accounts and cards,3.51
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Bedford Pay LTD,https://thebanks.eu/emis/bedford-pay-354960,providing simple payment system,3.45
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,BEPI LTD,https://thebanks.eu/emis/bepi-355296,payment acceptance and processing,coming soon
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Biilz UK Ltd,https://thebanks.eu/emis/biilz-uk-355165,providing mobile wallets and payment cards,2.84
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Billon Financial Ltd,https://thebanks.eu/emis/billon-financial-354973,blockchain solutions for payment processing,2.46
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,BlaBla Connect Limited,https://thebanks.eu/emis/blabla-connect-354765,platform for low cost international calls,2.59
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,BNKPro Ltd,https://thebanks.eu/emis/bnkpro-354980,providing payment accounts and cards,3.00
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Boku Account Services UK Ltd,https://thebanks.eu/emis/boku-account-services-uk-354767,connecting mobile operators and online merchants,2.65
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Bondsmith Savings Ltd,https://thebanks.eu/emis/bondsmith-savings-355323,providing banking as a service platform,2.31
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,BOOKING HOLDINGS FINANCIAL SERVICES UK LIMITED,https://thebanks.eu/emis/booking-holdings-financial-services-uk-355322,payment processing for Booking Holdings,internal entity
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,BRAZAUK LTD,https://thebanks.eu/emis/brazauk-354969,FX and payment services for businesses,2.83
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Cambridge Mercantile Corp. (UK) Limited,https://thebanks.eu/emis/cambridge-mercantile-corp-uk-354768,providing foreign exchange and global payments services to businesses,3.44
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Centtrip Limited,https://thebanks.eu/emis/centtrip-354773,foreign exchange and international payments,3.36
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,CFS-ZIPP Limited,https://thebanks.eu/emis/cfs-zipp-354774,providing e-payment solutions,3.14
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Checkout Ltd,https://thebanks.eu/emis/checkout-355077,online payment processing platform,3.05
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Circle UK Trading Limited,https://thebanks.eu/emis/circle-uk-trading-354775,global crypto finance,2.94
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Clear Junction Ltd,https://thebanks.eu/emis/clear-junction-354776,providing payment infrastructure services,3.49
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,COLIBRIX LIMITED,https://thebanks.eu/emis/colibrix-355136,business payment solutions,3.22
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,COMETA PAY LTD,https://thebanks.eu/emis/cometa-pay-354976,providing payment platform for businesses,2.63
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Conto Group Limited,https://thebanks.eu/emis/conto-group-355276,providing e-wallet accounts,waiting list
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Cornerstone Payment Solutions Ltd,https://thebanks.eu/emis/cornerstone-payment-solutions-355253,providing business accounts,3.44
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Cospay Limited,https://thebanks.eu/emis/cospay-354822,providing payment services to merchants,3.02
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Currenxie (UK) Ltd,https://thebanks.eu/emis/currenxie-uk-355203,providing global business accounts,3.93
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,DigiDoe Ltd,https://thebanks.eu/emis/digidoe-355260,providing payment accounts and cards,3.35
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Digital Capital Ltd,https://thebanks.eu/emis/digital-capital-354781,providing payment solutions,3.24
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,DiPocket Limited,https://thebanks.eu/emis/dipocket-354782,providing cashless payment solutions in one mobile app,2.97
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Dzing Finance Ltd,https://thebanks.eu/emis/dzing-finance-354963,providing payment cards and IBAN accounts,3.54
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Ebury Partners UK Limited,https://thebanks.eu/emis/ebury-partners-uk-354785,providing international payments for business,3.46
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,eCOMM Merchant Solutions Limited,https://thebanks.eu/emis/ecomm-merchant-solutions-354786,providing payment and card processing services,2.93
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Ecommerce Technologies LTD,https://thebanks.eu/emis/ecommerce-technologies-355193,providing IBAN accounts,3.66
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Electronic Payment Solutions Ltd,https://thebanks.eu/emis/electronic-payment-solutions-354907,providing payment platform for businesses,2.69
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Emerald Financial Group (UK) Ltd,https://thebanks.eu/emis/emerald-financial-group-uk-354962,providing payment platform for businesses,3.54
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Entropay Limited,https://thebanks.eu/emis/entropay-354788,"fast online payments, providing payment cards",closed down
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Enumis Limited,https://thebanks.eu/emis/enumis-354878,providing e-money and e-payment solutions,3.48
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,Eqwire UK Limited,https://thebanks.eu/emis/eqwire-uk-355154,global payments solutions,coming soon
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,ETA Money Limited,https://thebanks.eu/emis/eta-money-355087,payment processing solutions,2.77
United Kingdom,https://thebanks.eu/list-of-emis/United-Kingdom,eToro Money UK Ltd,https://thebanks.eu/emis/etoro-money-uk-354971,debit cards,internal entity
