item,URL,Name,# Star,Date,Title,Description,# Helpful
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,J Cubed,5.0,"May 1, 2022","My picky, gluten-free standard poodles actually eat this fully!","I have 2 standard poodles, who are 4 and 14 years old. We used to use Blue Buffalo dog food, but they didn't seem to like that kibble and left a LOT of those little vitamin pellets from that dog food on the floor. Since switching to this dog food a month ago, they usually eat all of each ~ 1 - 1.25 cup serving we give them. This brand is even a little cheaper than Blue Buffalo. We'll be sticking with this brand for the foreseeable future.",
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,TheABCman,5.0,"October 11, 2022",Processes well. That's important.,"Its great dog food. My doberman loves victor brand. Other brands....don't ""process"" as well in him. But this one does and people are always asking how his coat is so nice and he looks so healthy. Buy Victor!",One
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,shad926,5.0,"March 31, 2021",My dogs love it,"BecYse if skin allergies ive tried so many brands. I have found if I eleminate chicken, it lessens the itching. Ok back to Victory. My husband came home with a bag of the Victory performance . They gobbled it up even without a topping of sonething I usually have to add to get them to eat it. . They absolutely love it. Their stool is firm and thier skin itches a lot less . I’m just thrilled that they enjoy it so much. I’ve tried most of the so called top of the line brands that my dogs turned their nose up too . Not this one. I’m glad I found it. Victory do lnot change a thing !",
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,C. Jimmy P.,5.0,"September 11, 2022",My Highest Recommendation,"I’ve been feeding this food to my dog almost exclusively for close to ten years. She loves it, and it keeps her happy and healthy. At over twelve years old, the joint health ingredients help keep her mobile.",3
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,JP Pazmino,3.0,"June 27, 2022",Disappointed!!!,"The bag was ripped again but this time the food was spilled in the box. The first time, the rip was taped and no food was spilled in the box... so I let be. But this time it got me upset. What's the point of paying the same price for the same product when I can buy it in the store, without the rip? A discount should be given if the bag is ripped or the product should be sold at a way lesser value than the stores.",One
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,Sydney,2.0,"March 27, 2023",Holes in bag numerous times,Overall the food is great and my dog loves it. Just received our 3rd bag of it that had a hole in the middle of the bag and food was falling out into the box it was shipped in. I don’t understand why we continue getting bags with holes directly in the middle of the bags.,
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,Amazon Customer,5.0,"January 10, 2020",No longer shedding,"I don’t normally write reviews but I love this dog food so much I had to! My two year old hunting lab has had skin allergies since a puppy. We switched his food a lot and thought we had found a good one but he still needed allergy shots and was shedding a lot. After a serious infection that almost took his life we decided to switch his dog food and I found Victor. I sent the nutritional info to my vet and she liked it! About 3 weeks into the full switch I noticed his eyes were no longer weepy and my floor wasn’t covered in dog hair. He itches less and the shedding has been cut in half. Also he has more energy than we know what to do with! He gobbles it up like it’s the best food he’s ever had. I highly recommend this dog food to people who’s dog suffers with itchy skin, weepy eyes, and shedding! Thank you Victor",4
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,Gina Buffaloe,5.0,"October 12, 2022",My dog is happy and healthy,"11 year old pitbull going strong and I attribute that to her food. High-quality, healthy ingredients and worth every penny. I recommend.",2
"Victor Super Premium Dog Food â€“ Performance Dry Dog Food â€“ 26% Protein for Active Adult Dogs â€“ Includes Glucosamine and Chondroitin for Hip and Joint Health, 40lbs",https://www.amazon.com/Victor-Performance-Dry-Dog-Food/dp/B00ESCZBX2/ref=sr_1_10?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-10,RyanRanch,1.0,"July 9, 2023","13 dogs say, YUCK!","Our dogs all refused to eat this food. They would pick it out and toss pieces and refuse to eat. These aren't picky eaters but this brand rates a 0 with all 13. Goldens, terriers, a Corgi, dachshund, and a Newfoundland all refused to eat it. Waste of our money. I thought it has a chemical smell or possible rancid odor. Nasty. I have never seen your dogs leave food on their bowls but they did over this brand of dogs food.",
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,Kristina Burns,5.0,"March 11, 2021",Only food I buy for my cats.,"One of my cats has a very touchy digestive system. This is the only food that keeps him from getting terrible gas and diarrhea. Their coats are shiny, their toileting isn't as offensive as it was with other foods I tried before finding this. Great product.",3
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,Klyde,5.0,"March 5, 2021",Good Food,"Absolutely Love the brand, since I've been using Victor my cats have been doing great they like the food &amp; I haven't had any issues. The poo does not small as bed compared to other brands, tts always solid. They seem to be doing great.",
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,Customer with a thought,1.0,"June 14, 2023",Not what was described,Not as stated Big pellets Too large for kitties More like for a medium dog,
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,Megeath,4.0,"June 28, 2019","Happy cat, happy life!","Good news is...all three cats like it, after a month they are still in fine shape and their fur is silky. Picky cats, seems like a fine food. Wish they had more favor options (Do cats get bored? Hard to tell...right?) Didn’t try it myself, so no ratings for flavor.",3
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,Amazon Customer,5.0,"November 15, 2020",Great quality food at a good price,This food was recommended to me by a friend who did all his research. My cat loves it! He is healthy and his coat is shiny. I wouldn’t feed him anything else,One
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,MissB.,4.0,"January 7, 2020",4 cats said No to this,then I mixed it w/ meow mix...3 months they not eat this alone......this company makes great products and dogs love the dry food...give excellent coats when one was losing hair!,
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,Amaria barner,5.0,"August 19, 2021",VET RECOMMENDED,My vet recommended this food and my cats loved it!,
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,Cinna,5.0,"February 3, 2020","Healthy, value",I've been steering away from grain-free food due to the taurine absorption being an issue for the heart on foods that contain peas/potatoes. This checks all the boxes and happens to be a great quality food and super affordable!! I use Victor brand food for my dogs too.,13
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,beachmusic,5.0,"December 14, 2019",Cats love it!,A friend recommended this dry cat food when I was no longer giving both dry &amp; wet food. It was recommended by her vet. The cats absolutely love it &amp; has increased their water consumption. Much better than anything you’ll find in the grocery store.,6
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,Cat daddy,5.0,"October 19, 2020",Good kibble,"Kibble size is perfect, helps keep my boy's teeth clean. He also has a sensitive stomach, this formulation is easy for him to digest.",One
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,amy goldman,5.0,"November 1, 2022",Good food,"My dog is very picky, so when I first tried this food, I balked at the cost. Never again! It’s wonderful! She loves it. Has no allergies with it, very pleased. Worth every penny.",4
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,My Review!,5.0,"August 4, 2022",A very good value. The best Food for dogs.,"I have 7 dogs,after using Victor for over 2 years they have a better looking coat and also are more active. They love the taste compared to other dog food. After tryng several other brands they love Victor the best. Other brands may be cheeper but if you love your dogs as I do Victor is worth every penny and more!",One
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Anthony,5.0,"January 21, 2021",Happy So Far,"Brought a GSD puppy home at week 8 and we transitioned to Victor Active Dog and Puppy. Pup LOVES this stuff. We are approaching week 13 and a new bag is needed. The small nugget size makes them pretty good for training. The smell is not offensive to our human senses. Eliminations have been solid and a deep brown color. The stuff the breeder had him on resulted in a light brown color stools and there was a lot of it for the same amount of food. Pup has not had gas. Coat is soft and he does not have a weird odor. They are VERY dry. We don't do much bowl feeding, but he seems to have a better time eating with a splash of water when we do.",One
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,JOHN MEYER,5.0,"November 8, 2022",Husky puppy devours it wet with some warm chicken broth,"Best for 8 wk Siberian puppy, I wouldn’t feed them anything else to get a healthy growth start.",One
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Frequent Shopper,5.0,"August 5, 2022",Good food - too expensive,My GSD puppy loves this food and my adult GSD does as well. I can't get over how shiney their coats are. I only wish this wasn't so expensive!!! Their groceries cost more than the human groceries around here!,One
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Judith,2.0,"June 2, 2023",Bag can torn.,The fact that I picked up the Bag out of the box and had the kibble fall out of the bag was frustrating.,
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Shannon Fairfax IA,3.0,"September 12, 2022",Victor Puppy,Unfortunately my puppies didn’t like it. I switched to Victor Ocean and they love it! I highly recommend Ocean blend for a much better quality price and much less allergies! I have mini schnauzer’s and have zero issues with the ocean blend!,
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,mike,5.0,"August 18, 2022",Excellent dog food.,"Excellent, excellent dog food. My dog literally shines when eating this food. A bit pricey but is inline with other super premium foods.",3
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Pearls Place,3.0,"August 7, 2022",Not a favorite,I was told this food was good for my Staffy but literally she was constipated. She was always tired and just not herself. I was extremely disappointed as it was very pricey. Going back to Purina!,
"Victor Super Premium Dog Food â€“ Grain Free Active Dog & Puppy â€“ Dry Dog Food with 33% Protein, Gluten Free - for High Energy Dogs, 30lbs",https://www.amazon.com/Victor-Super-Premium-Dog-Food/dp/B00ATP1BTK/ref=sr_1_8?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-8,Torvi R,5.0,"April 29, 2022",Deliver with a big hole in the bag,I love Victor foods. But will not have it delivered ever again from Amazon. Who boxes up a bag of food with half of it missing and sends it to the customer? Not impressed at all with Amazon on the handling of this product.,
"Victor Super Premium Dog Food â€“ Purpose - Nutra Pro â€“ Gluten Free, High Protein Low Carb Dry Dog Food for Active Dogs of All Ages â€“ Ideal for Sporting Dogs, Pregnant or Nursing Dogs & Puppies, 5lbs",https://www.amazon.com/Victor-Nutra-Pro-Dry-Food/dp/B01MRKRW8V/ref=sr_1_7?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-7,MELISSAR,4.0,"January 30, 2020",Excellent dog food,Very high quality dog food. All 4 dogs like it and I know they are getting good nutrition. 4 stars because the price is high but that's the price for premium food.,One
"Victor Super Premium Dog Food â€“ Purpose - Nutra Pro â€“ Gluten Free, High Protein Low Carb Dry Dog Food for Active Dogs of All Ages â€“ Ideal for Sporting Dogs, Pregnant or Nursing Dogs & Puppies, 5lbs",https://www.amazon.com/Victor-Nutra-Pro-Dry-Food/dp/B01MRKRW8V/ref=sr_1_7?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-7,Alicia Ramirez,3.0,"December 15, 2021",Made my dog stink!,"This food is awful! It made my puppy smell like poop. Her skin, breath… ugh. Would never buy or recommend.",One
"Victor Super Premium Dog Food â€“ Purpose - Nutra Pro â€“ Gluten Free, High Protein Low Carb Dry Dog Food for Active Dogs of All Ages â€“ Ideal for Sporting Dogs, Pregnant or Nursing Dogs & Puppies, 5lbs",https://www.amazon.com/Victor-Nutra-Pro-Dry-Food/dp/B01MRKRW8V/ref=sr_1_7?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-7,Mario Carrillo,5.0,"December 5, 2019",Best food I have ever given to my dog!! 5/5,"I don’t usually do reviews but this product really deserves it. My dog had a gas problem and his poop was not firm at all so I found this brand in DogFoodAdvisor.com and decided to give it a try. After a couple of days of giving him this food, the gas problem disappear and his poops looks firm now, highly recommended!",
"Victor Super Premium Dog Food â€“ Purpose - Nutra Pro â€“ Gluten Free, High Protein Low Carb Dry Dog Food for Active Dogs of All Ages â€“ Ideal for Sporting Dogs, Pregnant or Nursing Dogs & Puppies, 5lbs",https://www.amazon.com/Victor-Nutra-Pro-Dry-Food/dp/B01MRKRW8V/ref=sr_1_7?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-7,HenryR,5.0,"June 9, 2019",German Shepard Puppy Likes It.,"Seems like a good product. Puppy eats every bit of this food. Stools are quite small and very dark color. Seems that what is eaten is effectively put to use by puppy. Some reviewers have commented that stools had very unpleasant odor. Yes, I would agree but so what? It is stool. Will likely continue to purchase.",One
"Victor Super Premium Dog Food â€“ Purpose - Nutra Pro â€“ Gluten Free, High Protein Low Carb Dry Dog Food for Active Dogs of All Ages â€“ Ideal for Sporting Dogs, Pregnant or Nursing Dogs & Puppies, 5lbs",https://www.amazon.com/Victor-Nutra-Pro-Dry-Food/dp/B01MRKRW8V/ref=sr_1_7?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-7,Katrina Williams,5.0,"December 30, 2021",Seems to be a good food dogs lick the bowl,I don’t care for the smell. It stinks.,
"Victor Super Premium Dog Food â€“ Purpose - Nutra Pro â€“ Gluten Free, High Protein Low Carb Dry Dog Food for Active Dogs of All Ages â€“ Ideal for Sporting Dogs, Pregnant or Nursing Dogs & Puppies, 5lbs",https://www.amazon.com/Victor-Nutra-Pro-Dry-Food/dp/B01MRKRW8V/ref=sr_1_7?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-7,Benjamin J. Smith,5.0,"December 7, 2020",Great food!,"Great food, healthy coats, solid stools, enough punch for two active hunting dogs... they can get bad gas though. Why is this not a Subscribe and Save item???? Amazon???",
"Victor Super Premium Dog Food â€“ Purpose - Nutra Pro â€“ Gluten Free, High Protein Low Carb Dry Dog Food for Active Dogs of All Ages â€“ Ideal for Sporting Dogs, Pregnant or Nursing Dogs & Puppies, 5lbs",https://www.amazon.com/Victor-Nutra-Pro-Dry-Food/dp/B01MRKRW8V/ref=sr_1_7?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-7,@battleborncreative,5.0,"February 28, 2019",Quality dog food,"I have my 10 week old GSD/Heeler pup on this until I can start her on a nutritionally balanced raw diet. She has tolerated this formula quite well and is thriving. While I'm not a huge fan of kibble, this is the highest quality I've been able to find that my pup likes. If you love your pet, don't feed them crap kibble.",2
"Victor Super Premium Dog Food â€“ Purpose - Nutra Pro â€“ Gluten Free, High Protein Low Carb Dry Dog Food for Active Dogs of All Ages â€“ Ideal for Sporting Dogs, Pregnant or Nursing Dogs & Puppies, 5lbs",https://www.amazon.com/Victor-Nutra-Pro-Dry-Food/dp/B01MRKRW8V/ref=sr_1_7?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-7,Natalie Romney,5.0,"December 9, 2020",Great food,Excellent food for any dog if it sits well with their stomach. Our Golden Retriever loves it and makes his fur look amazing. Great food.,
"Victor Super Premium Dog Food â€“ Purpose - Nutra Pro â€“ Gluten Free, High Protein Low Carb Dry Dog Food for Active Dogs of All Ages â€“ Ideal for Sporting Dogs, Pregnant or Nursing Dogs & Puppies, 5lbs",https://www.amazon.com/Victor-Nutra-Pro-Dry-Food/dp/B01MRKRW8V/ref=sr_1_7?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-7,Alex,4.0,"December 18, 2019","I want to develop the product, I didn’t open it","My dog stopped to eat Victor before I open the last package. I’d like to send you back the package. Please, send me instructions Tks",
"Victor Super Premium Dog Food â€“ Purpose - Nutra Pro â€“ Gluten Free, High Protein Low Carb Dry Dog Food for Active Dogs of All Ages â€“ Ideal for Sporting Dogs, Pregnant or Nursing Dogs & Puppies, 5lbs",https://www.amazon.com/Victor-Nutra-Pro-Dry-Food/dp/B01MRKRW8V/ref=sr_1_7?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-7,Linda,1.0,"May 1, 2021",A Warning,"I was hopeful when I ordered this food and gave to my dog for dinner. She loves food and inhaled it as she does. She was very sick throwing up afterwards. I googled the second ingredient, Blood Meal Conventially Dried on petpoisonhelpline.com, and this is what I learned. ...Blood meal is dried, ground, and flash-frozen blood and contains 12% nitrogen. While it's a great organic fertilizer, if ingested, it can cause vomiting, diarrhea, and severe pancreatitis (inflammation of the pancreas). Some types of blood meal are also fortified with iron, resulting in iron toxicity... The next morning I gave her Victor's again and she wouldn't go near it. So I exchange Victors for another dog food and she inhaled it and has been fine. For certain it was Victors dog food that caused her to be ill. I will hopefully be able to return to Amazon otherwise I will trash it.",5
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,Nova Dawn,5.0,"June 30, 2019",My cats love it.,"Great food, my cats refused to eat the other brand during transitioning this food to them. The other brand was also a 5 star high-quality brand just like this is. So this is now the new food for my cats and dogs.",One
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,J. Gilford,5.0,"May 31, 2019",Cats love it!,"Great food. I’ve tried many different brands of cat food. Nothing compares to Victor. Shiny silky fur, bright eyes, less stool. Just overall health of my cats are better. Great price too. I’ll continue to buy.",3
"Victor Super Premium Cat Food â€“ Mers Feline Dry Cat Food with Chicken, Beef, Pork and Fish Meal Proteins for Normally Active Cats â€“ All Breeds and All Life Stages from Kitten to Adult, 15 lb",https://www.amazon.com/Victor-MerS-Classic-Feline-Food/dp/B01IAJCQA4/ref=sr_1_9?crid=5Z3X6THFKRW5&keywords=Victor+Pet+food&qid=1689774582&sprefix=victor+pet+food%2Caps%2C110&sr=8-9,ChiefShorty1989,5.0,"December 24, 2019",My Cat Loves It,My cat absolutely loves this food. We go with Victor for our dogs and our little feline friend.,
