Product,Price,Name,Rating,Age,Gender,SkinConcerns,SkinType,Quality,Effectiveness,Tile,Review,# Helpfull,# Unhelpfull,Date
Sensitif Renewal Cream,215,Vera G.,5,65+,Female,"Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Dry,5,4, The Sensitif Renewal Cream is , The Sensitif Renewal Cream is great but the packaging for the Pertecture Cream is impossible to open. Better rethink this. ,0,0,1/18/2023
Balancing Toner,65,Qwart,5,35-44,,"Hydration, Radiance",Oily,4,4, Great lotion ," This is very great lotion for oily skin. I use it to make the mask, which makes my skin smooth and bright. Love it. ",0,1,12/3/2022
Balancing Toner,65,Gina L.,5,65+,Female,"Fine Lines & Wrinkles, Hydration, Firming & Volume Loss",Normal,,5, Finishing touch , Refreshing finish after cleansing; was not sure about the smell but getting used to it. Not over drying. ,0,0,12/3/2022
Balancing Toner,65,Leni S.,5,25-34,Female,"Blemish Control, Hydration",Dry,5,5, Cannot live without this toner ," This is my second time purchasing this toner, it’s my favorite. A must have in anyones skincare routine. ",0,0,12/3/2022
Balancing Toner,65,Jun W.,5,45-54,Female,"Hydration, Fine Lines & Wrinkles",Normal,5,5, Balancing Toner ," smell good, feel good, absorb well ",0,0,12/3/2022
Foaming Cleanser,75,Amanda R.,5,25-34,Female,"Radiance, Hydration, Uneven Skin Tone, Blemish Control",Dry,5,5, Best product yet , You don’t know how many things I’ve tried and it really is a life changer for me. I barely break out. My skin is less red and dry. My pores look so clear! I love the rich foam- and it doesn’t dry my skin out. It smells so clean. Love it! ,0,0,3/28/2023
Foaming Cleanser,75,Bawze,5,,Male,Hydration,Normal,,5, Nice , Very nice ,0,0,3/28/2023
Foaming Cleanser,75,Lucia G.,5,65+,Female,Fine Lines & Wrinkles,Normal,5,5, Absolutely love it , Absolutely love it ,0,0,1/2/2023
Intensité Volumizing Serum Ultime,600,Pei C.,5,35-44,Female,"Hydration, Firming & Volume Loss",Dry,5,5, wonderful product , works well! ,0,0,4/12/2022
Intensité Volumizing Serum Ultime,600,Lorrie P.,5,55-64,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Hydration",Normal,5,5, Intenste Voluming Serum ," Third time buying this product, I love it! ",0,0,4/12/2022
Intensité Volumizing Serum Ultime,600,Eda W.,5,45-54,Female,"Firming & Volume Loss, Hydration, Dark Circles and Puffiness, Uneven Skin Tone, Radiance",Combination,5,5, Positive result after a week , Started using it only once daily before bedtime already seeing positive effect on my skin. My skin gets smoother and more glow. Overall appearance improves for sure. ,1,0,4/12/2022
Intensité Crème Lustre Day,385,Sandy F.,5,55-64,Female,"Uneven Skin Tone, Radiance, Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,5, This cream really delivers! ," I’ve been using this cream for years. For me, it’s a superior, lightweight daily moisturizer that includes an SPF which protects my skin year round. Plus, its anti-aging benefits really work! I’m 64, and I’m always receiving compliments about how healthy and young my skin looks because of the luminosity and natural glow. My friends are now using the cream and they too can notice the benefits.  ",3,1,7/22/2022
Intensité Les Yeux,225,Xiaorong W.,5,35-44,Female,"Fine Lines & Wrinkles, Dark Circles and Puffiness",Combination,5,5, Amazing! I have used all , Amazing! I have used all name brand eye cream because I have puffy eyes and big eye bags. They were OK but couldn’t really do anything about the eye bags. This eye cream really firmed the skin underneath the eyes and make the eye bags look much smaller! ,1,0,12/14/2022
Intensité Les Yeux,225,WEI F.,5,35-44,Female,Firming & Volume Loss,Dry,5,5, soft and easy to absorb，like , soft and easy to absorb，like the smell ,0,0,12/14/2022
Intensité Les Yeux,225,Kathy H.,5,55-64,Female,"Radiance, Blemish Control, Fine Lines & Wrinkles, Firming & Volume Loss, Dark Circles and Puffiness",Combination,5,5, Just started using and I , Just started using and I don’t know if it’s my imagination but the creepiness and texture seem improved. ,0,0,12/14/2022
Perfectif Night Even Skin Tone Cream,275,Maria G.,5,25-34,Female,"Blemish Control, Firming & Volume Loss, Uneven Skin Tone, Radiance, Fine Lines & Wrinkles",Combination,5,5, Amazing!! , One of the best Retinol Creams I've ever used that works incredibly without drying out my skin or causing dry patches!!! ,4,0,6/3/2021
Perfectif Night Even Skin Tone Cream,275,Karen P.,3,45-54,Female,"Uneven Skin Tone, Hydration",Combination,3,5, The product is helping with ," The product is helping with my skin redness, but the pump on the jar malfunctions often. I have had 2 of 4 jars not pump. This is unacceptable for such an expensive product. Would give it 5 stars if I could actually get the product out. ",5,0,2/23/2021
Eye Renewal Serum,150,Diana M.,5,55-64,Female,"Hydration, Fine Lines & Wrinkles, Dark Circles and Puffiness",Normal,5,5, Best eye serum ever!!! ," This eye serum is amazing. I use it every morning after I clean my face. My puffiness is reduced after a brief time (while I eat breakfast). WhenI apply my under eye concealer, my under eye area is ready. My eyes are not longer puffy, which makes my face look younger (I'm 64 and my co-workers think I'm in my 40's)! ",6,0,5/28/2020
Moisturizing Renewal Hydrogel,235,Jill R.,5,55-64,Female,Hydration,Normal,3,3, I this item is overepriced , I this item is overepriced then other skin care products that do the same thing for skin ,4,0,2/18/2023
Moisturizing Renewal Eye Cream,150,Phyllis F.,3,65+,Female,"Fine Lines & Wrinkles, Hydration",Dry,3,3, Need more time ," Still trying out this product. To be fair, I need more time to consider if it is any better than what I have been using for less money. ",2,0,3/24/2021
Moisturizing Renewal Cream,195,Cynthia t.,5,65+,Female,"Hydration, Firming & Volume Loss",Normal,5,5, Love this product! I am , Love this product! I am 75 yrs young and have been using Revive for 25 yrs. ,8,0,7/24/2022
Moisturizing Renewal Cream,195,Karissa S.,5,18-24,Female,"Fine Lines & Wrinkles, Hydration",Normal,5,5, Buy it! ," When I first started using the cream, it caused little flesh colored bumps on my forehead. I reached out to the customer service and they responded quickly and suggested I use every other day so my skin could get adjusted. 2 weeks later my skin was back to normal and I was using this every night! Usually my skin is not sensitive, so I was surprised by the bumps. I love the way this cream makes my skin feel and look. The packaging is very appealing. I’m not the biggest fan of the scent, but I love what the cream does to my face. ",2,1,7/24/2022
Moisturizing Renewal Day Cream,195,Cierra,5,25-34,Female,"Hydration, Fine Lines & Wrinkles, Radiance","Normal, Dry",5,5, Texture texture texture! ," I am absolutely swooning over the luxurious texture of this daytime moisturizer. I have dehydrated/sensitized skin, which is made worse during the wintertime and this SPF cream has been SO soothing to use each day. It sinks into the skin beautifully for a luminous finish! ",1,0,3/20/2022
Moisturizing Renewal Day Cream,195,Allison H.,5,18-24,Female,Hydration,Combination,5,5, perfect morning cream , One of my absolute favorite creams. So light weight and the SPF is always a bonus. ,0,1,3/20/2022
Moisturizing Renewal Day Cream,195,Juliana L.,5,35-44,Female,"Fine Lines & Wrinkles, Uneven Skin Tone, Firming & Volume Loss",Combination,5,5, Definitely you need to try ," This is my every day morning cream , with the right SPF that I need , in just one step I have cream and protect skin , Moisturizer without feeling greasy, lightweight and smells very nice and luxurious. ",0,0,1/12/2022
Rescue Elixir,285,Rui H.,5,45-54,Female,Firming & Volume Loss,Combination,5,5, 完美！ , 完美！ ,0,0,5/6/2022
Rescue Elixir,285,Lingyin C.,3,25-34,Female,"Hydration, Uneven Skin Tone",Dry,3,3, Not as good as I , Not as good as I think. My face is still feel pretty dry. And coverage looks cheap. ,0,3,5/6/2022
Rescue Elixir,285,Rose,5,35-44,Female,"Fine Lines & Wrinkles, Radiance, Hydration, Firming & Volume Loss",Oily,5,5, Great oil ," First I didn’t like the smell of the oil but after a few weeks I get used to it. Although I have oil skin, I really like use oil. I really like the effect. It works and keeps my skin hydrated during the night and looks more youthful when I wake up. I will continue use it. ",0,0,5/6/2022
Soleil Superiéur,115,E C.,4,65+,Female,"Hydration, Firming & Volume Loss, Fine Lines & Wrinkles",Dry,5,5, Good sunscreen. I would have ," Good sunscreen. I would have rated it higher if it was unscented. I’m hoping I can get used to the strong scent. If not, this will be my last purchase. ",2,0,8/29/2022
Soleil Superiéur,115,Maureen T.,5,65+,Female,"Hydration, Dark Circles and Puffiness, Fine Lines & Wrinkles",Combination,5,5, SPF favorite ," Great SPF - light weight, clear, feels good on the skin. No breakouts from it. Permanently added to my rotation. ",0,0,12/27/2021
Intensité Crème Lustre Night,385,Robbin S.,5,45-54,Female,"Fine Lines & Wrinkles, Hydration, Radiance, Firming & Volume Loss",Normal,5,5, The Best , I can't imagine not having this moisturizer. There is nothing like it. The best! ,1,0,1/14/2022
Intensité Crème Lustre Night,385,Sharon M.,5,65+,Female,"Firming & Volume Loss, Fine Lines & Wrinkles",Normal,5,5, Incredible , I have used so many night creams in the past. This one has brought me results of firmness and a glow  ,0,0,7/29/2020
Fermitif Neck Renewal Cream,165,Geneva W.,5,65+,Female,"Hydration, Firming & Volume Loss",Combination,5,5, Fermitif is a Daily Must , I’ve used Fermitif ever since it was released and can’t imagine giving it up. I am still disappointed that your pore minimizer is no longer available. ,0,0,9/15/2022
Sensitif Renewal Cream,215,Carol K.,5,65+,Female,Hydration,Normal,5,5, Excellent product! Very satisfied. , Excellent product! Very satisfied. ,0,0,1/18/2023
Balancing Toner,65,Leilani H.,5,45-54,Female,"Hydration, Blemish Control, Radiance",Combination,5,5, Loved the fresh smell! , Loved the fresh smell! ,0,0,3/17/2022
Foaming Cleanser,75,bonnie k.,5,65+,Female,"Firming & Volume Loss, Fine Lines & Wrinkles",Normal,5,5, It is also mild on , It is also mild on the skin ,0,0,1/2/2023
Foaming Cleanser,75,Khatuna G.,5,,,,,,, ♥️♥️♥️ , ♥️♥️♥️ ,0,1,1/2/2023
Foaming Cleanser,75,Wanda R.,5,35-44,Female,"Blemish Control, Hydration, Firming & Volume Loss",Combination,5,5, Must try ," Love everything I have tried so far, a bit pricey but I do love Revive! ",0,0,1/2/2023
Intensité Volumizing Serum Ultime,600,Barbara B.,5,65+,Female,"Firming & Volume Loss, Fine Lines & Wrinkles",Dry,5,5, Simply The Best Product , Simply The Best Product ,0,1,4/12/2022
Intensité Les Yeux,225,Andrew H.,5,25-34,Male,"Firming & Volume Loss, Hydration, Fine Lines & Wrinkles",Oily,5,5, Firmer eye area , Line firm magic! This cream hydrates my eye area and fills the eyes around my eyes. The skin is thin under my eyes and I feel like it looks much firmer. A little goes a long way! ,0,0,12/14/2022
Intensité Les Yeux,225,DIANA B.,5,55-64,,"Firming & Volume Loss, Dark Circles and Puffiness, Radiance, Fine Lines & Wrinkles, Hydration",Combination,5,5, the product is amazing so , the product is amazing so far ,1,0,4/11/2022
Intensité Crème Lustre Day,385,QW,5,35-44,Female,"Hydration, Firming & Volume Loss",Oily,,4, Great daily cream with SPF , I am kinda of lazy to use suncream especially every day. This cream is very good for me to have both in one jar. The cream is helpful for firming the skin and brighten the skin. It is great product. ,0,0,7/22/2022
Perfectif Night Even Skin Tone Cream,275,William I.,5,35-44,Male,"Firming & Volume Loss, Fine Lines & Wrinkles, Dark Circles and Puffiness",Combination,5,5, Exceptional with retinol ," Loving RéVive's newest product. As a physician, I was excited to see RéVive add retinol to its already powerful ingredients. This product has strong anti-wrinkle effects with incredible moisturizing ability. I highly recommend this luxurious cream. ",7,0,2/23/2021
Perfectif Night Even Skin Tone Cream,275,Preet S.,5,35-44,Female,"Uneven Skin Tone, Radiance",Combination,5,5, Loving the results ," I have been using this cream since it launched (3 weeks now). I started using it twice a week and now I am using it 5 nights a week. Definitely one of the gentlest retinol cream I have used and I can already see my dark spots fading and overall skin texture has improved. My skin is bright and supple. My skin did not peel or got irritated with this cream. Also, this has to be used as a night cream (after cleansing, toning, and serum). The texture of the cream is very smooth and applies well on the skin. I did not experience dryness. FYI - I am 35+ and still get occasional acne that leaves dark spots. ",7,0,2/23/2021
Perfectif Night Even Skin Tone Cream,275,Lindsay,5,25-34,Female,"Blemish Control, Fine Lines & Wrinkles",Combination,5,5, Helped w/ Clogged Pores , I have long suffered from clogged pores on my chin and jawline. This product is the first thing that has helped. My chin finally looks clear! ,2,1,2/23/2021
Eye Renewal Serum,150,Kim H.,5,35-44,Female,"Hydration, Fine Lines & Wrinkles, Dark Circles and Puffiness",Dry,5,5, Love it! , I received a sample of this with a previous purchase and loved it so much I had to buy the full size. It has definitely improved the eye area in just 3 short weeks. It also keeps the eye area very moisturized throughout the day to prevent that ugly line settling of makeup. I recommend this product and will definitely purchase again. Only drawback is the price; however you get what you pay for in the better products! ,6,0,5/28/2020
Moisturizing Renewal Hydrogel,235,Amy C.,3,45-54,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Dark Circles and Puffiness, Hydration, Uneven Skin Tone, Radiance",Dry,2,2, Meh… , I had big hopes for this product! It’s just ok. It is not a “ true moisturizer “- it is more of an enhancer - which is what I was looking for in my skincare routine. I have dry (ish) skin & I am 51 years old. But the price tag for this product just does not justify its means.  ,6,1,10/24/2021
Moisturizing Renewal Eye Cream,150,Jennifer K.,3,35-44,Female,"Fine Lines & Wrinkles, Dark Circles and Puffiness",Normal,2,1, Just average. , Just average. ,1,2,3/24/2021
Moisturizing Renewal Eye Cream,150,Afra,5,25-34,Female,Blemish Control,Combination,5,5, Afra ," Hands down, best eye cream i have ever used. ",0,1,3/24/2021
Moisturizing Renewal Cream,195,Joan D.,5,65+,Female,"Hydration, Fine Lines & Wrinkles, Firming & Volume Loss, Radiance",Dry,5,5, Love it ," I love this product. It leaves my skin feeling moist, smooth, protected, and soft. I use it every night and wouldn’t think of using anything else. ",1,0,3/18/2022
Moisturizing Renewal Day Cream,195,Taylor,5,25-34,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Hydration, Blemish Control",Dry,5,5, Obsessed! , My skin has been very temperamental with the cold New England weather and omg…. This stuff is incredible!!! New favorite must have. ,0,1,1/12/2022
Rescue Elixir,285,Diane P.,5,65+,Female,Fine Lines & Wrinkles,Dry,5,5, Comfortable in my skin now. , Comfortable in my skin now. ,0,0,5/6/2022
Rescue Elixir,285,Danielle L.,5,25-34,Female,"Uneven Skin Tone, Fine Lines & Wrinkles, Hydration, Radiance",Combination,5,4, It’s easy to absorb overnight. , It’s easy to absorb overnight. ,0,0,9/17/2021
Soleil Superiéur,115,Maureen T.,5,65+,Female,"Dark Circles and Puffiness, Radiance, Hydration, Fine Lines & Wrinkles",Combination,5,5, Great moisturizing SPF for winter ! ," The SPF is 50 +++, and the formula is light, elegant and doesn’t pill. No scent, and it’s moisturizing. Doesn’t cause breakouts while wearing masks. I’ve stocked up for the winter! ",0,0,12/27/2021
Soleil Superiéur,115,Lisa A.,5,55-64,Female,"Firming & Volume Loss, Fine Lines & Wrinkles",Dry,5,5, Fantastic , Fantastic ,0,0,12/27/2021
Intensité Crème Lustre Night,385,Elizabeth N.,5,65+,Female,"Fine Lines & Wrinkles, Hydration, Firming & Volume Loss",Normal,5,5, This is the best night , This is the best night cream I have ever used. Your skin truly feels soft and fresh the next morning. No need for layers of creams. ,1,1,7/29/2020
Fermitif Neck Renewal Cream,165,Vicki N.,5,55-64,Female,"Firming & Volume Loss, Fine Lines & Wrinkles",Combination,5,5, Have used this for 8 , Have used this for 8 years and love it!! Highly recommend for neck and declotage area! ,1,0,9/15/2022
Fermitif Neck Renewal Cream,165,Maureen H.,4,45-54,Female,"Radiance, Dark Circles and Puffiness, Hydration, Firming & Volume Loss, Uneven Skin Tone, Fine Lines & Wrinkles",Combination,4,4, Cannot tell yet ," Been using for a couple of weeks now, can’t really tell if it’s working. It does have a lovely smell and very nice consistency. ",0,0,9/15/2022
Fermitif Neck Renewal Cream,165,Linda’ S.,5,65+,Female,"Fine Lines & Wrinkles, Firming & Volume Loss",Normal,5,5, Love it , Great product. Leaves your neck smooth and firm. ReVive never disappoints. ,0,0,9/15/2022
Fermitif Neck Renewal Cream,165,Monica H.,5,45-54,Female,"Hydration, Uneven Skin Tone, Fine Lines & Wrinkles, Radiance",Dry,5,5, Love the products. Want so , Love the products. Want so much to keep using them. Will be difficult to afford it. ,2,0,9/15/2022
Sensitif Renewal Cream,215,Dianne V.,5,55-64,Female,"Hydration, Fine Lines & Wrinkles",Combination,5,5, Sensitif Renewel Cream , I have been using Revive since 1998 and love it! Thanks Dr Brown ,1,0,7/20/2022
Foaming Cleanser,75,Michelle M.,5,55-64,Female,"Radiance, Hydration, Firming & Volume Loss",Dry,5,5, Love the scent and the , Love the scent and the results of using this cleanser. It keeps my skin fresh and cleans deeply. I have found my new forever product! ,1,0,1/2/2023
Foaming Cleanser,75,David G.,4,65+,Male,"Dark Circles and Puffiness, Fine Lines & Wrinkles",Combination,4,4," Pleasant on the skin, smells "," Pleasant on the skin, smells good. Haven't used it long enough to see the effects on my skin, but so far so good. ",0,0,4/10/2022
Balancing Toner,65,Amanda j.,5,25-34,Female,"Radiance, Uneven Skin Tone",Combination,5,5, Game changer! , This has helped my skin so much! Redness has been a problem for me since my teens and I've never been happier with my skin! ,1,0,3/17/2022
Balancing Toner,65,David,5,25-34,Male,"Hydration, Dark Circles and Puffiness, Uneven Skin Tone",Combination,5,5, Nice and light , I love how smoothly this sets. ,3,0,3/17/2022
Intensité Les Yeux,225,qw,5,35-44,Female,"Hydration, Firming & Volume Loss",Oily,4,4, Helpful for fine line , It is helpful for fine line and firming the eye area. I like it. It works pretty well. ,1,0,4/11/2022
Intensité Les Yeux,225,Alexis F.,5,45-54,Female,"Firming & Volume Loss, Uneven Skin Tone, Dark Circles and Puffiness, Hydration, Fine Lines & Wrinkles, Radiance",Normal,5,5, My favorite products !! , My favorite products !! ,1,0,4/11/2022
Intensité Volumizing Serum Ultime,600,Marsue L.,5,65+,Female,"Firming & Volume Loss, Hydration",Combination,5,5, I have been using this , I have been using this product for years. I first bought it at Jordan Marsh in Miami. It make a real difference in my skin's appearance. ,1,0,6/4/2020
Intensité Crème Lustre Day,385,Dawn P.,5,35-44,Female,"Uneven Skin Tone, Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Combination,5,4, Amazing product- worth the price , Amazing product- worth the price tag! ,0,0,7/22/2022
Perfectif Night Even Skin Tone Cream,275,Natalia B.,5,35-44,Female,"Blemish Control, Firming & Volume Loss, Radiance, Uneven Skin Tone, Hydration, Fine Lines & Wrinkles",Combination,5,5, Gorgeous! ," I really love the texture of this cream, the texture is perfect for my combination skin. I have noticed that each time my skin becomes lighter and my dark spots disappear. This cream moisturizes and nourishes my skin well, my skin has become firm and elastic. ",4,0,2/23/2021
Perfectif Night Even Skin Tone Cream,275,Beti,5,35-44,Female,"Uneven Skin Tone, Fine Lines & Wrinkles, Hydration",Normal,5,4, Very lightweight but hydrating , I've been using this night cream for over a month now. I love the luxurious texture and that it comes with a pump dispenser. I've noticed brighter skin tone but also faded dark spots. Layers well with other products and even oils. ,3,0,1/12/2021
Eye Renewal Serum,150,Tammy T.,5,55-64,Female,"Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Dry,5,5, Quick absorbing , This daily eye formula is quick absorbing and refreshing. ,0,0,5/28/2020
Eye Renewal Serum,150,Patricia W.,5,65+,Female,"Fine Lines & Wrinkles, Dark Circles and Puffiness, Hydration",Dry,5,5, Great for firming & moisturizing , Have relied on product for years- easy use in pump & conveniently fits in pocket book. ,2,0,5/28/2020
Eye Renewal Serum,150,Yun C.,5,45-54,Female,"Fine Lines & Wrinkles, Dark Circles and Puffiness",Normal,5,4, It really works ," Love this product, I reviewed comments from different websites regarding this product and would like to give it a try, it is my 2nd week to use this product and it indeed brighten and smooth the skin around my eyes. ",0,0,4/5/2019
Moisturizing Renewal Hydrogel,235,Cierra T.,5,25-34,Female,"Hydration, Radiance, Fine Lines & Wrinkles",Normal,5,4, Refreshing my morning ," I love using this serum following my morning cleanse! It is a super lightweight serum that feels so soothing and moisturizing. I love how quickly it sinks in. It really preps my skin for the rest of the day, ",2,0,10/24/2021
Moisturizing Renewal Hydrogel,235,EmilyM,5,25-34,Female,"Hydration, Radiance, Fine Lines & Wrinkles","Normal, Combination",5,5, OBSESSED ," Not only is this product so beautiful, but it is an AMAZING product. I always struggle with needing hydration and this product keeps me hydrated all day and night!!! This product also helps when my skin gets red and irritated since there is aloe. Also, has helped with my fine lines and wrinkles!! dream product. ",3,0,10/24/2021
Moisturizing Renewal Eye Cream,150,Atosa B.,5,45-54,Female,"Dark Circles and Puffiness, Fine Lines & Wrinkles, Hydration, Radiance, Firming & Volume Loss",Normal,4,4, this is great! , I am so happy to have tried revive. I see the difference in the delicate skin around my eyes already:) ,0,0,3/24/2021
Moisturizing Renewal Eye Cream,150,Maria R.,4,55-64,Female,Hydration,Combination,4,4, Smooth and long-lasting. I like , Smooth and long-lasting. I like its hydrating effect. ,0,0,3/24/2021
Moisturizing Renewal Eye Cream,150,Stacey S.,5,55-64,Female,"Fine Lines & Wrinkles, Firming & Volume Loss",Oily,5,4, I am on my second , I am on my second jar. I do think it’s a good eye cream ,0,0,8/19/2020
Moisturizing Renewal Cream,195,Virginia W.,5,65+,Female,"Firming & Volume Loss, Fine Lines & Wrinkles",Dry,5,4, Great Product , I love ReVive! I've used it for a long time. I just wish it wasn't so expensive! ,3,1,3/18/2022
Moisturizing Renewal Cream,195,Stephanie M.,5,45-54,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Uneven Skin Tone",Combination,5,5, It makes me face feel ," It makes me face feel like a clean baby's butt (I mean that in the best way possible!). Smooths skin, pores and softens lines. Best glycolic cream on the market! ",2,0,3/18/2022
Moisturizing Renewal Day Cream,195,Tamia S.,5,35-44,Female,"Blemish Control, Uneven Skin Tone",Oily,5,5, Great product , I love that the renewal cream now has SPF30 to protect my skin from the sun even when I’m out in the snow all while hydrating and keeping my skin glowing! ,1,0,1/12/2022
Rescue Elixir,285,Anita P.,5,55-64,Female,"Radiance, Fine Lines & Wrinkles, Hydration",Dry,5,5, Radiant! , The luminous appearance of my skin is always my goal. This product definitely meets my expectations and then some. I love the texture of this as is so beautifully blends over my face. Divine! ,1,0,9/17/2021
Soleil Superiéur,115,Linda Y.,5,65+,Female,"Fine Lines & Wrinkles, Hydration, Firming & Volume Loss, Radiance, Uneven Skin Tone",Combination,5,5, Best sunscreen and moisturizer in , Best sunscreen and moisturizer in one package. ,0,0,12/27/2021
Soleil Superiéur,115,Saba T.,5,35-44,Female,Hydration,Combination,5,5, Love this product. This is , Love this product. This is the first sunscreen which I finished all and repurchased again. Light weight sunscreen without any white cast. It’s perfect sunscreen for under makeup. ,0,0,12/27/2021
Soleil Superiéur,115,Mike W.,4,65+,Male,Blemish Control,"Dry, Oily",5,4, appears to work well as , appears to work well as a sunscreen - a little greasy ,0,0,4/20/2021
Intensité Crème Lustre Night,385,Diana F.,5,55-64,Female,"Hydration, Fine Lines & Wrinkles, Radiance, Firming & Volume Loss",Dry,5,5, Amazing and Wonderful ," Light, powerful, excellent for aging skin. ",0,0,7/29/2020
Intensité Crème Lustre Night,385,Diane N.,4,65+,Female,"Firming & Volume Loss, Hydration, Fine Lines & Wrinkles",Combination,4,4, I have been using this , I have been using this product for over three years and have been very satisfied. It keeps my skin moist and seems to provide the benefits it claims. ,0,0,7/29/2020
Fermitif Neck Renewal Cream,165,Linds E.,5,65+,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Hydration",Dry,5,5, Recommend Fermitif Neck Renewal Cream , Very happy with Fermitif Neck Renewal Cream. My neck is smoother and visibly firmer after about half a jar. ,0,0,5/20/2022
Sensitif Renewal Cream,215,victoria m.,5,55-64,Female,"Firming & Volume Loss, Hydration, Fine Lines & Wrinkles, Uneven Skin Tone",Dry,5,5, Great cream! , I like this cream a lot and appreciate that it has good SPF. I believe I'll go back to their other cream however. I like the regular REVIVE cream's texture better! ,1,0,7/20/2022
Sensitif Renewal Cream,215,Beverly S.,5,65+,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Blemish Control",Combination,5,5, A necessity , Easy to use. Protects my skin. I get compliments from strangers about my skin and I credit this product. ,0,0,7/20/2022
Sensitif Renewal Cream,215,Chariss W.,5,55-64,Female,"Firming & Volume Loss, Fine Lines & Wrinkles, Radiance",Combination,5,5, I love the protection from , I love the protection from the sun! ,0,0,7/20/2022
Foaming Cleanser,75,Heather K.,5,55-64,Female,"Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Combination,5,5, Outstanding Face Wash ! , Love this Face wash ! My skin feels so tight and refreshed . ,0,0,4/10/2022
Foaming Cleanser,75,Garrett S.,5,25-34,Male,Hydration,Dry,5,5, Product helped clear up my , Product helped clear up my dry skin and has my skin feeling refreshed. ,1,0,4/10/2022
Foaming Cleanser,75,Anise P.,5,45-54,Female,"Fine Lines & Wrinkles, Firming & Volume Loss, Hydration",Dry,5,5, Luxurious , Feels luxurious on my skin and cleans without stripping. ,1,0,4/10/2022
Foaming Cleanser,75,Rebecca R.,5,55-64,Female,"Hydration, Firming & Volume Loss",Normal,5,5, Smooth and hydrating. , Smooth and hydrating. ,1,0,4/10/2022
Balancing Toner,65,Helen C.,5,55-64,Female,"Radiance, Firming & Volume Loss, Blemish Control, Hydration, Fine Lines & Wrinkles, Uneven Skin Tone, Dark Circles and Puffiness","Normal, Combination",5,5, Balancing toner , I've been using this for many years and it is an amazing product. I have sensitive skin and this toner helps to remove any remaining cleaner/makeup on my face. ,1,0,3/17/2022
Balancing Toner,65,Ingrid S.,5,65+,Female,"Hydration, Fine Lines & Wrinkles",Combination,5,5, Good toner , I love this toner. Makes my skin feel refreshed. ,1,0,3/17/2022
Intensité Les Yeux,225,Michelle,5,55-64,Female,"Hydration, Fine Lines & Wrinkles, Firming & Volume Loss, Blemish Control, Dark Circles and Puffiness, Radiance",Combination,5,5," ""THE BEST"" EYE CREAM ", I began using this eye cream 2 years ago and it continues to work way above my expectations! It's cream and moist but not oily and gives the skin around my eyes the best treatment ever. I have no darkness and no wrinkles at the age of 59. Intensit Eye Cream is the best and I will not go back to using any other!!! I am a customer for life! ,10,0,4/11/2022
Intensité Les Yeux,225,Daniela D.,5,45-54,Female,Firming & Volume Loss,Combination,5,5, Love it !!! , Love it !!! ,0,0,4/11/2022
Intensité Les Yeux,225,Barbara B.,5,65+,Female,"Radiance, Firming & Volume Loss, Hydration",Combination,5,5, My plastic surgeon recommended the , My plastic surgeon recommended the Revive line to me 12 years ago and I have been using it ever since. Intensity Les Yeux is my favorite product from Revive. It helps to smooth the skin under my eyes. I use it every day. ,5,1,4/4/2021
Intensité Volumizing Serum Ultime,600,Dan,5,25-34,Male,"Fine Lines & Wrinkles, Uneven Skin Tone, Firming & Volume Loss",Combination,5,5, Remarkable ," I purchased INTENSITÉ VOLUMIZING SERUM from Harrods a couple of weeks ago. I’m 34 and I am starting to see fine lines on my forehead and around my eyes. I suffer from redness especially when I shave and around my mouth area (below my bottom lip). I wanted something that had no added fragrance (as this usually contributes to my redness) so I decided to purchase this serum. I do not regret it, it’s the best serum I’ve ever used. It feels like it has a healing effect. The redness around my mouth has almost gone. My fine lines appear less visible on my forehead. I look forward to seeing the results with long term use. Revive please do not stop making this product and thank you for making this free of fragrance for sensitive skinned people like me. ",1,0,6/4/2020
Intensité Volumizing Serum Ultime,600,Linda,5,65+,Female,"Radiance, Hydration, Fine Lines & Wrinkles, Firming & Volume Loss",Combination,5,5, This is an amazing serum. , My skin hungers for this serum. Seriously! ,1,0,6/4/2020
Intensité Volumizing Serum Ultime,600,Lynn M.,5,55-64,Female,"Radiance, Fine Lines & Wrinkles, Firming & Volume Loss",Oily,5,5, I love this serum. It , I love this serum. It is so effective I keep a second one in my travel case. ,0,0,6/4/2020
Intensité Crème Lustre Day,385,Annie L.,5,35-44,Female,"Hydration, Radiance, Uneven Skin Tone, Fine Lines & Wrinkles, Firming & Volume Loss, Blemish Control, Dark Circles and Puffiness",Combination,5,5, Great cream ," Really good for moisturizing. Good product and cream. Order process was simple and quick, and the spf is great. Overall solid cream from ReVive. Thank you for yet another awesome product. 5 stars absolutely. ",0,0,7/22/2022
