ID,URL,TRUE_DOMAIN,RESPONSIVE,HEADER,NAV,LINK_IN,LINK_OUT,EMAIL,SOCIAL,H1,H2,H3,H4,H5,H6,Status
0011K00002J3w3E,https://www.thesolentmedispa.co.uk/,False,True,8,1,12,0,0,2,2,1,4,1,0,2,Filler Page
0011K00002J3w30,https://www.skinclinic.org.uk/,True,True,15,2,122,0,1,3,1,14,0,0,0,1,Real
0011K00002J3w2z,http://www.skoraskin.com/,True,True,0,0,1,0,0,0,0,0,0,0,0,0,Filler Page
0011K00002J3ucU,https://celluclear.co.uk/,True,True,30,1,76,0,0,9,1,0,9,15,2,1,Real
0011K00002J3ucA,http://www.bangormedicalaesthetics.co.uk/,True,True,6,0,22,0,2,0,1,2,3,0,0,1,Real
0011K00002J3sgv,https://reflectclinic.co.uk/,True,True,28,2,268,0,7,20,1,15,10,2,0,1,Real
0011K00002J3sfx,https://www.hannahpateaesthetics.co.uk/,False,True,18,1,107,0,0,5,1,5,11,1,0,1,Filler Page
0011K00002J3sCg,https://www.dulwichnaturalbeauty.com/,True,True,8,0,27,0,2,2,1,4,3,0,0,1,Real
0011K00002J3sBt,https://www.riveraesthetics.com/,True,True,255,2,1194,0,0,17,1,10,230,12,2,1,Real
0011K00002J3sB8,https://britishhairclinic.com/,True,True,23,2,378,0,1,206,0,4,17,2,0,0,Real
0011K00002J3oBr,https://harleystreetdermal.co.uk/,True,True,25,1,120,0,1,2,2,6,9,8,0,2,Real
0011K00002J3oBS,https://www.alaesthetics.co.uk/,True,True,65,3,203,0,0,8,1,5,8,21,13,1,Real
0011K00002J3mfW,https://www.dermisclinics.co.uk/,True,True,15,3,81,0,5,11,1,12,0,1,1,1,Real
0011K00002J3md1,https://thecosmeticcentre.co.uk/,True,True,48,2,95,0,0,4,1,5,36,6,0,1,Real
0011K00002J3mZJ,https://www.clinetix.co.uk/,True,True,16,2,118,0,0,12,1,13,0,1,1,1,Real
0011K00002J3mUT,https://theaestheticlounge.co.uk/,True,True,45,8,102,0,0,0,1,27,8,8,1,1,Real
0011K00002J3mTp,https://makaskincare.com/,True,True,6,2,82,0,5,3,1,5,0,0,0,1,Real
0011K00002J3mFJ,https://firstclinicalaesthetics.co.uk/,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K00002J3mEa,https://www.anthonyaesthetics.co.uk/,True,True,16,3,32,0,1,5,1,4,1,1,1,1,Real
0011K00002J3m0b,https://www.dermaclinic.nl/,False,True,8,2,128,0,1,2,1,2,1,0,4,1,Filler Page
0011K00002J3m0M,https://permanentmooi.nl/,True,True,10,1,37,0,0,2,1,4,2,2,1,1,Real
0011K00002J3m02,https://www.velthuiskliniek.nl/,True,True,14,12,176,0,0,3,1,5,0,0,1,1,Real
0011K00002J3k1t,https://www.privecosmetic.com/,True,True,18,4,53,0,0,3,1,16,1,0,0,1,Real
0011K00002J3hdE,https://hairmasters.nl,True,True,12,3,136,0,2,6,1,4,2,5,0,1,Real
0011K00002J3hV0,http://perfectyou.nl/,True,True,14,1,93,0,0,0,2,12,0,0,0,2,Real
0011K00002J3hUb,https://coolsculptingkliniek.nl,True,True,9,18,241,0,1,5,1,8,0,0,0,1,Real
0011K00002J3cqd,https://www.aquamare.nl/,True,True,2,1,75,0,1,3,2,0,0,0,0,2,Real
0011K00002J3cow,https://falckclinic.com/,True,True,11,4,123,0,0,0,0,9,2,0,0,0,Real
0011K00002J3cnf,https://salons.beautyballoon.nl/,True,True,3,1,5,0,0,0,0,3,0,0,0,0,Real
0011K00002J3cnA,https://doorplastischchirurgen.nl/,True,True,26,2,152,0,1,7,0,14,6,4,1,0,Real
0011K00002J3cjY,https://www.dametoclinics.com/,True,True,31,1,55,0,2,6,0,7,22,2,0,0,Real
0011K00002J3cg9,https://www.cliniclarasamsterdam.nl/,True,True,27,0,129,0,0,9,10,1,1,11,4,10,Real
0011K00002J3cdn,https://www.rimpelzorg.nl/,True,True,24,0,158,0,3,0,3,15,0,6,0,3,Real
0011K00002J3ccf,https://evitaonline.nl/,True,True,1,1,97,0,0,7,1,0,0,0,0,1,Real
0011K00002J3aMa,https://www.huidprofs.nl/,True,True,14,3,182,0,1,2,1,2,1,6,0,1,Real
0011K00002J3aEF,https://www.clinic63.nl/,True,True,36,3,208,0,1,5,1,6,5,24,0,1,Real
0011K00002J3aD7,https://www.cityclinics.nl/,True,True,10,4,257,0,1,2,0,5,2,0,3,0,Real
0011K00002J3aCx,https://www.mediderm.nl/,True,True,20,0,107,0,0,1,3,13,2,2,0,3,Real
0011K00002J3P79,http://www.skinetc.co.uk/,True,False,0,0,56,0,0,0,0,0,0,0,0,0,None-Responsive
0011K00002J3OyC,https://aestheticsdoc.co.uk/,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K00002J3OuP,http://skinclinicwales.co.uk/,,,,,,,,,,,,,,,
0011K00002J3Oc9,https://www.simplyembellish.com/,True,True,1,1,31,0,1,5,0,0,0,0,0,0,Real
0011K00002J3ONc,https://www.novellusaesthetics.co.uk/,True,True,14,2,77,0,0,21,3,2,6,1,2,3,Real
0011K00002J343E,https://stratumclinics.com/,True,True,29,2,243,0,0,0,0,8,12,7,0,0,Real
0011K00002J342z,https://www.aestheticalfit.com/,True,True,21,1,46,0,0,2,2,7,7,0,1,2,Real
0011K00002J342u,https://smoothoperator.eu/,True,True,33,1,22,0,0,0,1,13,11,6,1,1,Real
0011K00002J33xB,http://amicaaesthetics.co.uk/,True,True,18,3,68,0,1,2,1,11,6,0,0,1,Real
0011K00002J33vy,https://www.aestheticandlaserclinic.co.uk/,True,True,21,2,100,0,4,5,1,2,18,0,0,1,Real
0011K00002J33ve,https://www.thelookbylouise.co.uk/,True,True,15,1,99,0,1,14,1,7,2,5,0,1,Real
0011K00002J31cU,https://www.oniro-aesthetics.co.uk/,True,True,12,1,8,0,2,0,2,8,2,0,0,2,Real
0011K00002J2x6D,https://www.enhancinghealthandbeauty.com/,True,True,12,6,111,0,0,3,1,1,2,3,2,1,Real
0011K00002J2x68,https://dermamodels.co.uk/,True,True,14,2,222,0,0,3,2,9,3,0,0,2,Real
0011K00002J2GoZ,https://www.skinspaceuk.com,True,True,23,1,157,0,0,2,1,7,12,0,0,1,Real
0011K00002J2DL4,https://www.coco-tan.com/,True,True,0,1,34,0,0,0,0,0,0,0,0,0,Real
0011K00002H4CCe,https://www.tiabrownnaturalaesthetics.co.uk,True,True,20,1,80,0,2,5,1,5,14,0,0,1,Real
0011K00002H4CCJ,https://www.isobelwood.co.uk,True,True,24,1,38,0,0,1,1,0,0,0,0,1,Real
0011K00002H4CCE,https://infinitylaserclinics.com,,,,,,,,,,,,,,,
0011K00002H3bTX,https://envie.co.uk/,True,True,16,0,65,0,0,2,2,10,4,0,0,2,Real
0011K00002FgMzs,http://www.laserway.ie/,True,False,3,0,40,0,0,3,0,2,1,0,0,0,None-Responsive
0011K00002FgKHF,https://www.icelipoclinic.co.uk,True,True,48,3,99,0,0,0,6,30,8,4,0,6,Real
0011K00002FgGJT,http://www.klclinics.co.uk/,True,False,0,0,104,0,0,1,0,0,0,0,0,0,None-Responsive
0011K00002FgGJJ,https://www.aboutfaceuk.co.uk,True,True,12,0,56,0,2,2,0,11,1,0,0,0,Real
0011K00002ET07l,https://arissamedspa.co.uk/,True,True,3,1,130,0,0,2,1,2,0,0,0,1,Real
0011K00002CUTLf,http://www.beautyboxnailbar.co.uk/,True,True,8,0,31,0,3,4,0,0,8,0,0,0,Real
0011K00002AGWgJ,http://www.lieselholler.com,True,True,38,4,143,0,1,13,1,10,18,9,0,1,Real
0011K00002AGVHo,http://www.enjoywellnesscentres.co.uk/,False,True,2,0,4,0,0,0,1,1,0,0,0,1,Filler Page
0011K00002ADWuW,https://jilliansharp.co.uk,True,True,19,1,45,0,1,3,5,5,3,1,2,5,Real
0011K000029jkoB,https://www.totalbodycare.co.uk,True,True,31,0,366,0,0,3,1,0,12,7,11,1,Real
0011K000029iXKG,http://www.orsmondclinics.com,False,True,24,3,113,0,2,12,0,4,2,1,4,0,Filler Page
0011K000029i5aM,https://www.nubodysculpting.co.uk/,True,True,65,4,195,0,0,6,8,15,36,6,0,8,Real
0011K000029htR6,https://ukhairtransplantclinics.co.uk/,True,True,41,1,86,0,0,3,2,18,6,15,0,2,Real
0011K000029htPZ,http://www.vaser.co.uk,,,,,,,,,,,,,,,
0011K000029hpQ9,https://salcombeaesthetics.com/,True,True,18,1,47,0,0,2,3,6,2,6,1,3,Real
0011K000029hm6K,http://www.cavi-lipo-inch-loss.co.uk/index.php,True,True,5,1,39,0,1,4,1,3,0,1,0,1,Real
0011K000027Ub74,http://www.kingsweightlossclinics.co.uk/,True,True,19,0,96,0,4,6,1,3,11,4,0,1,Real
0011K000027TedH,https://www.rezanassab.com/,True,True,33,0,66,0,0,3,0,12,4,17,0,0,Real
0011K000027Tdw7,http://harleycourt.co.uk,True,True,10,2,60,0,0,2,4,5,0,1,0,4,Real
0011K000027TZb9,http://www.capitalhairrestoration.co.uk,True,True,26,4,99,0,0,13,2,7,3,9,5,2,Real
0011K000027SutF,http://www.bodylineclinic.com/,True,True,46,15,188,0,7,3,8,19,4,15,0,8,Real
0011K000027SpK4,https://bodyism.com,True,True,6,0,46,0,0,3,1,0,5,0,0,1,Real
0011K000025lz35,https://www.berkeleysquaremedical.com/,True,True,47,2,129,0,1,4,2,24,12,9,0,2,Real
0011K000025lycH,https://www.londonfacialsurgery.org/,True,True,5,0,68,0,3,4,0,1,3,1,0,0,Real
0011K000025kynb,http://www.landmarkhair.com,True,True,29,1,78,0,3,2,1,1,4,7,8,1,Real
0011K000025kymi,https://www.nucosmeticclinic.uk,True,True,20,1,320,0,0,12,1,9,10,0,0,1,Real
0011K00002OhnqX,https://londoncityskinclinic.com/,True,True,24,1,89,0,0,2,1,3,3,3,14,1,Real
0011K000025kye3,https://hedoxclinic.co.uk/,True,True,20,14,224,0,0,0,1,5,3,1,10,1,Real
0011K000025kycH,https://heartaesthetics.co.uk,True,True,26,3,106,0,0,4,1,8,1,7,0,1,Real
0011K000025kus2,https://www.scaclinic.co.uk/,True,True,11,1,50,0,0,8,1,5,5,0,0,1,Real
0011K000025kurw,https://www.drmarkhamilton.com/,True,True,7,3,108,0,1,6,1,6,0,0,0,1,Real
0011K000025kurr,https://thewhiteroomsclinic.co.uk/,True,True,50,3,85,0,0,3,0,27,5,17,0,0,Real
0011K000025kurc,http://advancedlaserlight.com/,True,True,15,2,101,0,0,6,0,15,0,0,0,0,Real
0011K000025kumP,https://www.karenbetts.com,True,True,14,1,77,0,0,8,1,4,5,4,0,1,Real
0011K000025kulq,https://www.elitehairrestoration.co.uk,True,True,9,1,267,0,3,1,1,7,1,0,0,1,Real
0011K000025kulg,https://londonlaser.co.uk/,True,True,28,1,213,0,0,4,7,5,0,16,0,7,Real
0011K000025kulc,https://www.skincareclinic.co.uk,True,True,15,1,131,0,0,4,1,13,1,0,0,1,Real
0011K000025ksR1,http://www.meliorclinics.co.uk/,True,False,1,0,0,0,0,0,1,0,0,0,0,1,None-Responsive
0011K000025ksLF,http://www.amsaesthetics.com,True,True,7,1,29,0,1,3,0,4,0,1,2,0,Real
0011K000025ksKv,https://www.dublinvitalitycenter.com/,True,True,35,2,36,0,0,3,17,0,18,0,0,17,Real
0011K000025ksF7,http://www.skindoctorclinics.co.uk/,True,True,3,1,114,0,0,3,1,2,0,0,0,1,Real
0011K000025knsv,http://doctornyla.com,True,True,10,1,311,0,0,6,1,8,1,0,0,1,Real
0011K000025knjF,http://internationalhairstudio.com,True,True,25,0,138,0,1,4,3,0,20,2,0,3,Real
0011K000025knih,http://www.drjandu.co.uk,True,True,12,0,20,0,1,2,2,6,4,0,0,2,Real
0011K000025knRh,https://www.francesturnertraill.co.uk/,True,True,9,0,73,0,1,3,1,4,4,0,0,1,Real
0011K000025knRN,https://www.drnicoledermatology.co.uk/,True,True,19,1,108,0,2,13,8,2,2,3,3,8,Real
0011K000025kklz,https://www.drleah.co.uk/,True,True,12,0,167,0,3,7,1,11,0,0,0,1,Real
0011K000025kkla,https://www.farjo.com,True,True,19,3,128,0,0,4,1,8,8,2,0,1,Real
0011K000025kklL,https://www.aesthetic-medispa.co.uk/,True,True,10,1,79,0,2,2,1,3,1,4,1,1,Real
0011K000025kWTD,http://www.westminsterclinic.co.uk,True,True,17,1,85,0,2,3,1,3,5,4,4,1,Real
0011K000025kWKF,http://www.rivermedical.ie/,True,True,25,1,83,0,1,5,4,11,10,0,0,4,Real
0011K000025kSmx,http://www.thefacesurgeons.co.uk,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K000025kSmO,https://naturalenhancement.co.uk/,True,True,25,1,95,0,2,7,2,11,12,0,0,2,Real
0011K000025kQKW,http://albanyclinic.co.uk,,,,,,,,,,,,,,,
0011K000025kQKH,http://renewclinic.ie/,True,True,40,0,76,0,1,3,1,17,22,0,0,1,Real
0011K000025kQIk,https://www.crystalclearskin.co.uk,True,True,15,4,70,0,1,2,1,4,10,0,0,1,Real
0011K000025kQBs,http://absoluteaesthetics.co.uk,True,True,9,1,45,0,0,4,1,4,0,4,0,1,Real
0011K0000224a4n,https://www.redeemclinic.co.uk,True,True,18,0,78,0,0,21,1,3,14,0,0,1,Real
0011K0000224a48,https://www.colaz.co.uk/,True,True,13,2,288,0,0,8,2,0,3,8,0,2,Real
0011K0000224a2M,https://hair-solved.com,True,True,17,6,63,0,1,3,1,16,0,0,0,1,Real
0011K0000224ZwH,http://www.skinox.co.uk,True,True,7,6,113,0,0,4,0,3,3,1,0,0,Real
0011K0000224Zt5,http://www.botoxandfillerswirral.co.uk,False,True,20,1,34,0,1,4,0,4,3,0,13,0,Filler Page
0011K0000224WvF,http://www.ocean-aesthetics.co.uk,,,,,,,,,,,,,,,
0011K0000224WpH,http://www.coolcontours.com/,True,True,10,1,69,0,0,1,1,0,0,0,9,1,Real
0011K0000224WnG,https://www.coastalskinthetics.co.uk/,True,True,13,2,67,0,0,5,0,6,6,1,0,0,Real
0011K0000224Wmm,http://www.botonics.co.uk/,True,True,14,1,342,0,0,4,1,4,9,0,0,1,Real
0011K0000224UfV,http://www.ermeclinic.co.uk/,True,True,6,2,15,0,0,6,2,0,4,0,0,2,Real
0011K0000224UeS,https://www.theskingirl.co.uk/,True,True,9,1,40,0,2,7,3,5,0,1,0,3,Real
0011K0000224UX3,http://www.whiteswanaesthetics.co.uk/home/,True,True,11,4,106,0,1,3,0,4,0,7,0,0,Real
0011K0000224Iy3,https://www.luminisbeauty.co.uk/,True,True,25,6,97,0,0,29,0,25,0,0,0,0,Real
0011K0000224GDX,http://www.everybodyhealth.co.uk/,True,True,10,1,22,0,2,4,2,6,0,0,2,2,Real
0011K000022491S,http://www.shumailas.com/,True,True,47,1,149,0,0,15,1,24,3,0,13,1,Real
0011K0000223qaj,http://bodyimage.co.uk/,False,True,8,4,90,0,1,2,2,1,5,0,0,2,Filler Page
0011K0000223hCy,http://www.younique.ie,True,True,6,1,87,0,1,2,3,3,0,0,0,3,Real
0011K0000223bsJ,https://www.scalpculture.com/,True,True,28,2,126,0,0,58,1,11,13,3,0,1,Real
0011K0000223bs8,http://www.vivreskin.co.uk,True,True,12,2,54,0,0,2,2,1,5,4,0,2,Real
0011K0000223bro,http://www.maryleboneaesthetics.co.uk,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K0000224Wuv,https://www.nielsenaesthetics.com/,True,True,7,1,20,0,0,2,0,3,2,0,0,0,Real
0011K0000223V97,https://www.lilyleebeauty.com/,True,True,12,1,76,0,1,6,2,10,0,0,0,2,Real
0011K0000223V77,https://www.faceworks-aesthetics.com/,True,True,3,2,16,0,1,3,0,1,0,2,0,0,Real
0011K0000223Sla,http://www.leedslipo.com,True,True,7,2,66,0,1,4,1,1,1,4,0,1,Real
0011K0000223SkD,https://www.freshfaced.com/,True,True,2,1,78,0,1,2,0,0,2,0,0,0,Real
0011K0000223Sjj,https://www.skinexcellenceclinics.co.uk/,True,True,8,2,106,0,0,4,1,6,1,0,0,1,Real
0011K0000223SdH,http://ellisix.co.uk,True,True,0,1,3,0,0,0,0,0,0,0,0,0,Real
0011K0000223Qy3,http://www.hemaxibeauty.co.uk/,True,True,15,1,42,0,0,1,1,5,8,1,0,1,Real
0011K0000223Qxo,http://www.cosmetech.co.uk/,False,True,39,1,240,0,0,4,0,18,4,1,11,0,Filler Page
0011K0000223Qxj,http://lux-studio.co.uk,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K0000223QwM,https://lavenderandstonebeautyrooms.co.uk/,True,False,0,0,1,0,0,0,0,0,0,0,0,0,None-Responsive
0011K0000223Nn7,http://www.biancaestelleaesthetics.com,True,True,28,3,147,0,0,0,0,0,9,15,2,0,Real
0011K0000223NdR,https://www.harleybodyclinic.co.uk,True,True,87,2,173,0,0,4,8,1,16,62,0,8,Real
0011K0000223Lyy,https://www.lemoge.co.uk/,True,True,23,1,25,0,0,0,3,3,0,9,8,3,Real
0011K0000223LXf,http://betterhairtransplantclinics.co.uk,True,True,17,4,266,0,0,4,1,7,8,1,0,1,Real
0011K0000223LX6,https://www.drarunghosh.co.uk/,True,True,8,2,339,0,2,3,2,0,6,0,0,2,Real
0011K0000223Jet,https://coodenmedicalgroup.com,True,True,38,2,119,0,1,5,0,20,9,0,9,0,Real
0011K0000223Iby,https://www.modadonnabeauty.com,True,True,28,0,151,0,0,8,1,12,15,0,0,1,Real
0011K0000223IVM,https://simplyclinics.co.uk,True,True,38,1,162,0,1,28,8,10,20,0,0,8,Real
0011K0000223B9a,https://www.aspirationhair.uk/,True,True,58,3,117,0,1,10,1,14,10,28,2,1,Real
0011K0000223B9L,https://www.theskinrepairclinic.co.uk,True,True,20,1,68,0,0,1,1,2,1,16,0,1,Real
0011K0000223B8r,https://www.re-enhance.com,True,True,69,2,170,0,0,3,1,1,7,54,6,1,Real
0011K0000223B7o,http://www.mbaclinics.com,False,True,9,0,109,0,0,3,1,3,4,1,0,1,Filler Page
0011K0000223B6q,https://www.microblading-eyebrows.co.uk/,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K00002237YC,https://www.venusa.com,False,True,43,2,54,0,0,2,4,2,8,4,11,4,Filler Page
0011K00002237XO,https://www.dermonde.com/,True,True,79,0,16,0,2,1,2,12,18,29,18,2,Real
0011K00002237WL,http://www.swiss-care.com/,True,True,9,2,75,0,0,11,6,0,0,0,0,6,Real
0011K00002237Vw,https://www.tinaodohertys.com/,True,True,22,1,62,0,0,0,2,2,6,0,12,2,Real
0011K00002235ZU,https://www.chilternmedical.co.uk/,True,True,23,1,218,0,0,2,0,9,8,6,0,0,Real
0011K00002235ZK,http://www.antiwrinklelondon.co.uk/,False,True,27,1,52,0,0,10,0,1,4,10,4,0,Filler Page
0011K00002235Z1,http://www.dermadoc.co.uk/,True,True,47,1,138,0,2,4,0,37,10,0,0,0,Real
0011K00002235WG,http://www.heavenfaceandbody.com,True,True,16,1,29,0,0,0,2,1,7,6,0,2,Real
0011K00002232N4,http://www.airaesthetics.co.uk,True,True,15,3,148,0,3,5,1,3,7,4,0,1,Real
0011K00002232N0,http://www.vervenahairandbeauty.co.uk/,,,,,,,,,,,,,,,
0011K00002232Mk,https://woodfordmedical.com,True,True,35,1,60,0,1,4,1,31,3,0,0,1,Real
0011K000022304E,http://www.thelaserclinicgroup.com,True,True,156,2,138,0,1,3,4,3,5,44,55,4,Real
0011K000022303a,https://www.cosmeticskinclinic.com,True,True,29,1,324,0,0,25,1,1,26,1,0,1,Real
0011K0000222ySe,https://beautybyhoney.co.uk/,True,True,19,0,369,0,0,1,0,5,0,14,0,0,Real
0011K0000222w0g,http://www.oneskinclinic.co.uk/,True,True,22,6,143,0,3,15,3,9,8,2,0,3,Real
0011K0000222kd3,https://www.crownclinic.co.uk/,True,True,33,2,93,0,0,4,1,16,13,1,2,1,Real
0011K0000222k9c,http://zenithcosmeticclinics.co.uk/,True,True,34,1,470,0,3,7,1,2,9,22,0,1,Real
0011K0000222k3v,https://www.rtwskin.co.uk,True,True,21,0,269,0,3,3,0,2,3,12,4,0,Real
0011K000021wNqS,https://adorn-beauty.com/,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K000021vlX9,https://www.fuehairtransplantclinics.co.uk/,True,True,0,0,0,0,0,0,0,0,0,0,0,0,Filler Page
0011K000021vlT7,http://www.solcosmedics.co.uk/,True,True,11,0,71,0,1,5,0,6,5,0,0,0,Real
0011K000021vKbM,https://efmedispa.com,True,True,10,1,256,0,0,5,1,5,4,0,0,1,Real
001410000211N5G,http://www.venus-beauty.ch,True,True,11,4,196,0,15,2,1,1,5,4,0,1,Real
0014100001yTQb4,http://pureperfectionbeauty.co.uk/,True,True,22,1,103,0,2,8,0,5,17,0,0,0,Real
0014100001wNU2T,https://omarosa.co.uk,True,True,35,2,60,0,1,4,3,2,2,9,19,3,Real
0014100001wMbsz,http://www.thebodyretreat.co.uk,True,True,24,2,108,0,2,14,1,19,2,2,0,1,Real
0014100001vFbdE,http://mylaanddavis.co.uk,True,True,31,0,96,0,19,3,0,11,12,8,0,0,Real
0014100001vFUWr,http://www.zestskinspa.co.uk,,,,,,,,,,,,,,,
0014100001vCwQh,http://www.tonicweightlosssurgery.co.uk,True,True,21,2,109,0,1,7,4,11,6,0,0,4,Real
0014100001vColm,http://waistawayuk.co.uk,True,True,10,1,46,0,0,5,1,5,0,4,0,1,Real
0014100001sAskh,https://www.dermaskin.co.uk,True,True,8,2,100,0,2,0,1,4,3,0,0,1,Real
0014100001sAJum,http://www.beyondmedispa.com/,True,True,12,1,122,0,4,8,0,9,3,0,0,0,Real
0014100001s9rFm,http://www.bodyconnectionspa.ie/,True,True,31,4,202,0,0,12,1,3,8,8,1,1,Real
0014100001s9ipW,http://www.yesvisage.co.uk,True,True,23,1,228,0,7,11,1,5,13,4,0,1,Real
0014100001s9JWb,http://dranil.co.uk/,True,True,53,2,261,0,0,17,0,39,14,0,0,0,Real
0014100001mcwq4,http://www.naturalaser.co.uk,True,True,14,3,133,0,1,2,2,3,0,3,6,2,Real
0014100001mcoC9,https://www.tinkable.co.uk/,True,True,5,1,55,0,0,2,0,0,0,0,5,0,Real
0014100001mco7x,https://motivation.ie/,True,True,36,2,82,0,0,5,1,6,17,8,0,1,Real
0014100001iYSJW,https://drpaulclinics.co.uk/,True,True,12,1,39,0,2,1,7,0,3,2,0,7,Real
0014100001iYA3G,http://kerrybbeauty.com,True,True,24,2,62,0,2,4,1,4,1,18,0,1,Real
0014100001iY9oz,https://www.aekiss.com/,True,True,2,1,56,0,0,2,0,0,2,0,0,0,Real
0014100001iXyHY,https://www.clinicat.co.uk/,True,True,16,2,99,0,1,6,1,2,0,13,0,1,Real
0014100001iXpva,https://www.liverpoollipo.co.uk,,,,,,,,,,,,,,,
0014100001iXeOG,https://www.elenaprousskaia.com/,True,True,30,1,176,0,0,4,0,21,9,0,0,0,Real
0014100001gNcjS,http://www.ailesburyclinic.ie,True,True,25,1,298,0,0,4,2,4,9,7,3,2,Real
0014100001gNH8X,https://www.nuleaf-aesthetics.co.uk/,True,True,1,1,14,0,0,0,1,0,0,0,0,1,Real
0014100001VAFdQ,http://www.labelleforme.co.uk,True,True,27,0,208,0,0,5,11,6,9,1,0,11,Real
0014100001VAFOM,https://www.hairpalace.co.uk/,True,True,23,1,188,0,3,4,1,8,14,0,0,1,Real
0014100001PMfLH,https://miravueskinclinic.com/,True,True,11,1,110,0,0,3,1,4,4,1,1,1,Real
0014100001PKFgn,https://www.banwellclinic.com/,True,True,31,1,50,0,5,9,1,11,14,5,0,1,Real
0014100001PJqAQ,https://www.theadareclinic.ie/,,,,,,,,,,,,,,,
0014100001PJq9D,http://laserandskin.ie/,True,True,41,5,191,0,4,13,6,1,7,0,22,6,Real
0014100001PJq6O,http://havanaskinclinic.com/,True,True,48,1,118,0,0,8,1,18,17,7,4,1,Real
0014100001PJO2J,http://www.regentsparkaesthetics.co.uk,True,True,11,2,205,0,0,16,1,3,7,0,0,1,Real
0014100001NZzOl,http://www.lovenbe.com/,True,False,1,1,27,0,0,3,1,0,0,0,0,1,None-Responsive
0014100001NYYMy,http://www.cmhairloss.co.uk,False,True,14,0,52,0,0,3,0,10,3,1,0,0,Filler Page
0014100001MMK63,https://skalp.com/,True,True,19,5,71,0,0,4,4,6,8,1,0,4,Real
0014100001ML6OW,https://www.kslclinic.co.uk/,True,True,56,2,136,0,0,8,1,10,28,6,11,1,Real
0014100001JMRB4,http://attuneclinic.co.uk/,True,True,1,0,2,0,0,0,1,0,0,0,0,1,Real
0014100001Fu5ny,https://hishairclinic.co.uk/,True,True,30,2,261,0,5,12,1,10,14,5,0,1,Real
0011K00002dAhcY,https://www.dashfaceandbody.co.nz/,True,True,4,2,26,0,0,2,1,3,0,0,0,1,Real
0011K00002bZDYF,http://www.cosmeticboutique.com.au/,True,True,4,1,77,0,0,15,2,0,2,0,0,2,Real
0011K00002bZDX3,http://ultraclinicsaustralia.com/,True,True,6,2,25,0,1,4,1,5,0,0,0,1,Real
0011K00002bZDWq,http://www.skinforum.com.au/,True,True,10,2,61,0,0,2,6,1,0,0,0,6,Real
0011K00002bZDWt,https://cosmeticconnection.com.au/,True,True,30,11,416,0,0,12,1,11,9,9,0,1,Real
0011K00002bZDWu,https://www.cocolash.com.au/,True,True,25,2,85,0,1,4,0,2,12,11,0,0,Real
0011K00002bZDWx,https://www.babyfacegroup.com.au/,True,True,41,3,256,0,1,6,0,6,18,6,0,0,Real
0011K00002bZDWe,http://naturalnailsandwaxing.com/,True,False,5,0,23,0,0,1,1,2,2,0,0,1,None-Responsive
0011K00002bZDWh,https://mosmanspas.com.au/,True,True,10,1,97,0,0,1,1,2,3,0,0,1,Real
0011K00002bZDWl,http://www.facefx.co/,True,True,10,3,89,0,0,2,1,3,0,6,0,1,Real
0011K00002bZDWp,https://www.lightyearsskinstudio.com/,True,True,13,0,188,0,0,4,2,4,5,0,0,2,Real
0011K00002bZDWa,https://www.sycamoremedispa.com.au/,True,True,20,1,42,0,3,5,1,11,8,0,0,1,Real
0011K00002bZDWF,https://herphillipisland.com/,True,True,14,4,121,0,4,8,1,5,0,8,0,1,Real
0011K00002bZDWI,http://www.beautybarbyford.com/,True,True,4,1,29,0,1,4,2,2,0,0,0,2,Real
0011K00002bZDWN,http://www.serendipitybeauty.com.au/,True,True,18,1,32,0,1,4,0,3,10,5,0,0,Real
0011K00002bZDWO,https://www.backstagesalon.com.au/,True,True,15,2,44,0,1,3,4,10,1,0,0,4,Real
0011K00002b4arF,http://www.suduhair.com.au/,False,True,5,4,64,0,4,8,1,3,0,1,0,1,Filler Page
0011K00002b2vZv,http://boaesthetics.com.au,True,True,12,1,46,0,1,3,1,6,5,0,0,1,Real
0011K00002b2vYf,http://cosmeticnurseco.com/,True,True,3,1,17,0,0,4,1,2,0,0,0,1,Real
0011K00002b2vYk,http://ivyclinic.co.nz,True,True,23,1,132,0,0,2,2,15,4,0,0,2,Real
0011K00002b2vWo,http://sanctuarymedispa.co.nz,True,True,14,2,41,0,1,0,1,5,4,0,4,1,Real
0011K00002b2vWE,http://facebysm.com,True,True,9,2,64,0,0,2,2,4,3,0,0,2,Real
0011K00002b2JfP,https://www.greenlotustattoo.com.au/,True,True,25,1,64,0,2,4,1,5,18,1,0,1,Real
0011K00002b2JPi,https://advancednaturalbeauty.com.au/highett-salon/,True,True,7,1,31,0,0,0,1,4,2,0,0,1,Real
0011K00002b2JPl,https://www.scriptskincare.com.au/,True,True,20,1,60,0,3,4,0,6,3,2,9,0,Real
0011K00002b20d0,http://allaboutyouskinclinic.com.au,True,True,8,6,87,0,0,2,0,8,0,0,0,0,Real
