Category,Subcategory,Product Name,Link,Name,# Star,Date,Title,Description,# Helpful
Bed,Bed,"Barkbox - Outdoor Dog Bed - Waterproof Dog or Cat Mattress Bed with Removable Cover - Platform Bed with Washable Cover, Durable, Portable - Indoor/Outdoor All Season Orthopedic Comfort",https://www.amazon.com/BarkBox-Waterproof-Removable-Orthopedic-Mattress/dp/B08T3GP4GF?ref_=ast_sto_dp&th=1&psc=1,Nichole D,3.0,"January 6, 2023",Unfortunately not chew proof,Took about 20 minutes and the bed was all chewed up,
Bed,Bed,"Barkbox - Outdoor Dog Bed - Waterproof Dog or Cat Mattress Bed with Removable Cover - Platform Bed with Washable Cover, Durable, Portable - Indoor/Outdoor All Season Orthopedic Comfort",https://www.amazon.com/BarkBox-Waterproof-Removable-Orthopedic-Mattress/dp/B08T3GP4GF?ref_=ast_sto_dp&th=1&psc=1,Dan,5.0,"September 9, 2022",Dog wants softer cover,"It's really easy to clean. My dog barfs on this thing like once a week and you can just rinse it off. It doesn't soak in or hold odor. The only prob is the dog doesn't like the texture, won't lay on it unless there is a fluffy blanket on top. Good cusioning and fits crate well.",One
Bed,Bed,"Barkbox - Outdoor Dog Bed - Waterproof Dog or Cat Mattress Bed with Removable Cover - Platform Bed with Washable Cover, Durable, Portable - Indoor/Outdoor All Season Orthopedic Comfort",https://www.amazon.com/BarkBox-Waterproof-Removable-Orthopedic-Mattress/dp/B08T3GP4GF?ref_=ast_sto_dp&th=1&psc=1,Hampton**,5.0,"October 31, 2021",My dogs love these things,"I was worried these would get moldy or that my dogs would tear them up. One of my dogs is particularly fond of yanking out zippers. They haven't put a dent in these things. They are remarkably durable and the zippers are covered (to prevent water damage), so my dogs can't yank them out. They have several things they could lounge on in my backyard and they reliably choose these, because they are thick and comfortable. Highly recommend them. Mine have gotten rained on a ton and there isn't a speck of mold on them.",
Bed,Bed,"Barkbox - Outdoor Dog Bed - Waterproof Dog or Cat Mattress Bed with Removable Cover - Platform Bed with Washable Cover, Durable, Portable - Indoor/Outdoor All Season Orthopedic Comfort",https://www.amazon.com/BarkBox-Waterproof-Removable-Orthopedic-Mattress/dp/B08T3GP4GF?ref_=ast_sto_dp&th=1&psc=1,Customer,3.0,"August 28, 2022",Decent but overpriced for XL,"I bought this one and a competing bed. The quality was the same between the two. The other bed was larger and half the cost for XL. This one was thicker but the dogs don't have a preference. Overall a decent, overpriced bed. I'll buy the alternative next time.",
Bed,Bed,"Barkbox Memory Foam Dog Bed with High Density Foam Base for Orthopedic Joint Relief - Crate Lounger, Dog Couch or Sofa Pet Bed - Machine Washable Cover and Water-Resistant Lining - Toy Included",https://www.amazon.com/BarkBox-Orthopedic-Washable-Removable-Waterproof/dp/B07Y2GQF75?ref_=ast_sto_dp,Lana,4.0,"March 3, 2020",Sturdy and the dogs like it,"Purchased this bed for my furbabies in hopes they won't tear a hole in it and pull out the stuffing. So far so good! When I received the bed I was surprised to see that assembly was required. Guess I missed that in the product info. Other than needing another set of hands, it was easy to assemble. It came with 4 pillow rolls and you just have to insert them inside the pillow cover. I am impressed with the sturdiness of the fabric and the bed as a whole. My doggies seem to like it and they started laying in it when I sat it on the floor. It is pretty heavy duty and it keeps my little ones from dragging it around the floor like they do their other ones. I'm hoping this one will last. We have been through several others and my brats have torn a hole in all of them and pulled the stuffing out. So far this bed is promising.",
Bed,Bed,"Barkbox Memory Foam Dog Bed with High Density Foam Base for Orthopedic Joint Relief - Crate Lounger, Dog Couch or Sofa Pet Bed - Machine Washable Cover and Water-Resistant Lining - Toy Included",https://www.amazon.com/BarkBox-Orthopedic-Washable-Removable-Waterproof/dp/B07Y2GQF75?ref_=ast_sto_dp,Mariana Aguilar,5.0,"January 11, 2023",Love it,My dog loved it. The bed is big and is made with high quality materials,
Bed,Bed,"Barkbox Memory Foam Dog Bed with High Density Foam Base for Orthopedic Joint Relief - Crate Lounger, Dog Couch or Sofa Pet Bed - Machine Washable Cover and Water-Resistant Lining - Toy Included",https://www.amazon.com/BarkBox-Orthopedic-Washable-Removable-Waterproof/dp/B07Y2GQF75?ref_=ast_sto_dp,Andrea,4.0,"March 3, 2021",comfortable. overall not bad,"I'm overall satisfied with this product mostly because it looks very comfortable for our puppy, easy to clean and its look. Negatives: the main pillow zipper broke right away - stitches didn't hold well as it gets a little tough to close without some pressure due to pillows inside being very fluffy. Managed to fix it with some stitching. Not great but ok, not a deal breaker either. To note: yes - it is not easy to zip up. It is never easy with plush pillows. You shouldn't be disappointed because of that. It is definitely doable, just takes a little patience. If you have another person helping it's probably easy. Lastly, washed it couple of times already. didn't shrink. held up well. Overall i recommend it",
Bed,Bed,"Barkbox Memory Foam Dog Bed with High Density Foam Base for Orthopedic Joint Relief - Crate Lounger, Dog Couch or Sofa Pet Bed - Machine Washable Cover and Water-Resistant Lining - Toy Included",https://www.amazon.com/BarkBox-Orthopedic-Washable-Removable-Waterproof/dp/B07Y2GQF75?ref_=ast_sto_dp,Barb,5.0,"June 16, 2021",Removable/Washable Cover,"The best thing is that the cover is removable &amp; washable (I can't fit a whole bed in my top load washer!). I also like that the bolsters don't 'crush down' after she lies on them. For now, anyway, they keep their form. I just hope they stay that way. At any rate, my dog loves it. She got right in as soon as I put it down. She's 7-yrs. old so I'm sure the memory foam feels good to her. It is a very good value for a very good, durable bed. Just for info, inside dimensions are about 28"" by about 21""/22"", outside dimensions about 38"" by 29"". There is some leeway. I have a female Dobie about 70 lbs. &amp; about 34"" from the top of her head to the base of her tail. I would definitely recommend this bed.",
Bed,Bed,"Barkbox Memory Foam Dog Bed with High Density Foam Base for Orthopedic Joint Relief - Crate Lounger, Dog Couch or Sofa Pet Bed - Machine Washable Cover and Water-Resistant Lining - Toy Included",https://www.amazon.com/BarkBox-Orthopedic-Washable-Removable-Waterproof/dp/B07Y2GQF75?ref_=ast_sto_dp,Marina,5.0,"March 25, 2022",She prefers sleeping in her own bed now,"After reading through the reviews I was on the fence about ordering a medium or large for my 50lbs pit mix. I decided to go with the medium first - and was surprised how small it was upon arrival. However, she LOVES the bed. She usually sleeps with me in my bed which I don’t mind at all but she has been going to sleep in her own bed the last few nights 🥺 I’m debating to get the larger bed now too as a secondary one. Get this dog bed!!! I also ordered “used - like new” and the bed was in perfect condition. Can only recommend saving some money and trying that out!",
Bed,Bed,"Barkbox Memory Foam Dog Bed with High Density Foam Base for Orthopedic Joint Relief - Crate Lounger, Dog Couch or Sofa Pet Bed - Machine Washable Cover and Water-Resistant Lining - Toy Included",https://www.amazon.com/BarkBox-Orthopedic-Washable-Removable-Waterproof/dp/B07Y2GQF75?ref_=ast_sto_dp,W,5.0,"December 6, 2020","Great Bed, Worth The Price","Our family has four cats and an 8 pound dog. Last week I noticed our 14-year-old cat’s favorite bed was so flat she might as well have been laying on the floor, mind you it’s less than a year old, but that’s what happens when you buy $20 beds. After searching the internet for a soft bed we took our chances with this rectangular sleeper and couldn’t be happier. This is a real bed that I feel is worth the price. It reminds me a lot of our folding memory foam mattress we keep for extra, extra, guests. When assembling I was a little concerned that the mattress wasn’t super soft and cloud fluffy but it certainly doesn’t bother the cats. They immediately climbed into it upon set up and our 14-year-old cat hasn’t left it since. We ordered size medium bc I wanted room for two. Also our dog was so very excited about the surprise toy :-))",
Bed,Bed,"Barkbox Memory Foam Dog Bed with High Density Foam Base for Orthopedic Joint Relief - Crate Lounger, Dog Couch or Sofa Pet Bed - Machine Washable Cover and Water-Resistant Lining - Toy Included",https://www.amazon.com/BarkBox-Orthopedic-Washable-Removable-Waterproof/dp/B07Y2GQF75?ref_=ast_sto_dp,Justyna Bujno,4.0,"December 8, 2020","Good Dog Bed, Some Drawbacks","Overall the bed seems supportive and I like the tall bolsters around the sides. It allows my dog to rest her head comfortably. I like that the cover is removable and machine washable. However, the assembly is a little challenging as the bolster pillows need to be forcefully pushed into the cover so the cover can zip. The fabric feels very durable but is a little noisy when my dog walks onto it or scratches the bed as she makes herself comfortable. One of the zippers (for the inner rectangular cover) broke immediately as I was zipping it up. I would expect higher quality zippers for something that is meant to be removable. Barkbox provided this bed to me at no charge as part of a promotion, and this is my honest review.",
Bed,Bed,"Barkbox Memory Foam Dog Bed with High Density Foam Base for Orthopedic Joint Relief - Crate Lounger, Dog Couch or Sofa Pet Bed - Machine Washable Cover and Water-Resistant Lining - Toy Included",https://www.amazon.com/BarkBox-Orthopedic-Washable-Removable-Waterproof/dp/B07Y2GQF75?ref_=ast_sto_dp,KEskra,5.0,"January 26, 2022",Finally a dog bed that looks nice in your house!,"This is a quality dog bed. I love that the cover is completely removable for thorough washing. Other reviews mentioned the fabric being “loud” - I don’t notice that at all. I will say I think the sizing is off. I have 2 dogs that weigh between 20-25 lbs each. Technically, the small claims to fit dogs up to 40 lbs, but I bought the medium. There’s no way the small would’ve been comfortable for my dogs. The medium is perfect. They can lay stretched out or curled up with plenty of space. I’d say size up on this one. I’ve owned many, many dog beds and this is my favorite so far! Highly recommend.",
Bed,Bed,"Barkbox Memory Foam Dog Bed with High Density Foam Base for Orthopedic Joint Relief - Crate Lounger, Dog Couch or Sofa Pet Bed - Machine Washable Cover and Water-Resistant Lining - Toy Included",https://www.amazon.com/BarkBox-Orthopedic-Washable-Removable-Waterproof/dp/B07Y2GQF75?ref_=ast_sto_dp,Joanna Dolgov,4.0,"December 9, 2020","Very high quality, durable, great looks, though a bit rough and noisy for dog feet","It's a tradeoff of course. This bed looks great, the material is obviously high quality and durable. Since it is sturdy material, it is also a bit rough, like a tent canvas, and can be noisy with rough dog paws on it. The first few nights it sounded like Jayne was tearing apart velcro as he settled in. I put a blanket on top and that helps quite a bit. I think once he 'breaks it in' it will be softer. If you want the durability and look of the excellent gray fabric, definitely would recommend. I trust that the brand is using good materials, and sent a cute princess and the pea toy and crown. You can see from the picture how much our prince is loving that.",
Bed,Bed,"Barkbox Memory Foam Dog Bed with High Density Foam Base for Orthopedic Joint Relief - Crate Lounger, Dog Couch or Sofa Pet Bed - Machine Washable Cover and Water-Resistant Lining - Toy Included",https://www.amazon.com/BarkBox-Orthopedic-Washable-Removable-Waterproof/dp/B07Y2GQF75?ref_=ast_sto_dp,sean,5.0,"January 11, 2020","A hot summer day, and cool winter night in one.","From the moment I ordered I waited day and night outside my door, through blistering cold nights and scorching hot days I sat outside. Waiting, for my package to arrive anxiously. Just as the package was told to be arriving, it was in my sight- two days, for this ultra-delux goodboi sleepyspot to arrive at in my hands. I ripped open the doors to my castle and I SLAMMED this new parcel to the ground, CRACK the marble floors went upon the impact. I viciously ripped off the tape, and with all four of my limbs I rolled all over this new package to soften it up before I rip apart this box corner from corner. As I Tate through the box flaps with my teeth, I begin to get a glimpse of the innards of this contraption. What feels like mere seconds was stretched into hours assembling the goodboi seat. As I just put together the new throne for my best boi, I notice everything is where it should be. The goodboi now sleeps on the couch, idk why he doesn’t like the bed but it looks good.",
Bed,Bed,Barkbox Memory Foam Platform Dog Bed | Plush Mattress for Orthopedic Joint Relief,https://www.amazon.com/BarkBox-Thick-Orthopedic-Memory-Enhanced/dp/B07F1BK675?ref_=ast_sto_dp&th=1&psc=1,K. J. Lehman,3.0,"November 3, 2021","Very nice cover, just ok foam.","The good: The cover is very nicely made. By far the cover is the best part of the purchase so far (have not had it long enough to see how well it will hold up). I got the windowpane cover (black). The texture is kinda like a very fine burlap. The fabric seems very sturdy. The best part, the zipper goes around 2 sides so it is very easy to get the foam in and out. There is even a nice fabric lip that covers the zipper making it invisible. I also liked that the foam had a separate light fabric cover over it. The not so good: The quality of the foam is rather, meh. You can easily compress it all the way to the floor. A little firmness to the noncooling cream foam layer would have been nice. The foam never got quite to 3"" and, frankly, I would go for a bed that is 4-5"" if this is going to be your dogs main laying area. 3"" is a lot thinner than you think. I cut a piece of 2"" memory foam mattress pad and shoved it in on top of the ""cooling"" foam. The cover still zipped easily and it is much more like a cushion now. The blue foam layer does actually seem cool, although this did not matter to me as I put a pee pad and another layer of foam over it inside the cover as my puppy is still not 100% trustworthy. In summary, would I buy again? The cover, most definitely...if it were sold separately. I would not pay for the whole bed again. As a whole, I do not recommend.",
Bed,Bed,Barkbox Memory Foam Platform Dog Bed | Plush Mattress for Orthopedic Joint Relief,https://www.amazon.com/BarkBox-Thick-Orthopedic-Memory-Enhanced/dp/B07F1BK675?ref_=ast_sto_dp&th=1&psc=1,T. Saldana,4.0,"October 17, 2019",I think I would buy again.,"Purchased the large. First impression “it’s not bad”. The bed fluffed up relatively quickly to the (just shy of) 3”. The cover feels soft and cozy. I own a 6 year old Big Barker 7” memory foam mattress that my senior Beagle prefers to sleep on, but I had to commandeer the Barker for my Rhodesian mix while recovering from her recent surgery. I didn’t want to cough up the money for another Big Barker. Even the mini Barker price is a little steep for my liking at only a 1” memory foam difference compared to the BarkBox bed. This is a good solution. It’s also easier for my senior girl to get on/off of. I feel the large bed is better suited for a medium sized dog who likes to sprawl out. My Beagle is a little overweight, so the medium would not have been sufficient. On the other hand the large would not give my 74 lb Rhodesian enough room to sprawl out comfortably. The pea squeaky plush that came with the bed is a cute addition. I’m not sure about other reviewers complaints. Maybe each bed size comes with its own pea size? The pea I received is about tennis ball size, possibly a little larger. “Play Yard” sheets and waterproof covers make an excellent fit and added layer of protection. I purchased a large bed yesterday afternoon for $49.99 with a $10 off coupon making the bed $39.99. I think $39.99 is a decent price compared to the garbage beds I see being sold in the big box stores.",One
Bed,Bed,Barkbox Memory Foam Platform Dog Bed | Plush Mattress for Orthopedic Joint Relief,https://www.amazon.com/BarkBox-Thick-Orthopedic-Memory-Enhanced/dp/B07F1BK675?ref_=ast_sto_dp&th=1&psc=1,Alice919,4.0,"December 6, 2020","Awesome cushy bed, ripped upon first wash. I am disappoint","This bed is amazing and fits my dog's crate perfectly. My pitbull has eaten and ripped to shreds every single bed we have out in his crate after several months but so far I havent seen him even try to chew this bed. Likely that is because it ai perfectly flat and there's no edge to chew on. He loves its cushy softness and will go in his crate to take a nap just because. I love that it has a removable cover to wash. Unfortunately, I washed the cover for the first time tonight and it came out of the dryer with two splits in the fabric. These are perfectly straight open lines in the fabric, obviously not from a dog's nail or teeth. Maybe I got a defective one? I've had the bed for 2 months and just washed it for the first time (gross I know...but I've hot two small kids so hey, world's okayest dog mom here). I'm disappointed in the holes because now I bet they will rip further from use. I'm not sure if I can return it but the product says it is 100% guaranteed so maybe customer service will see this and let me know if I can get a new cover.",
Bed,Bed,Barkbox Memory Foam Platform Dog Bed | Plush Mattress for Orthopedic Joint Relief,https://www.amazon.com/BarkBox-Thick-Orthopedic-Memory-Enhanced/dp/B07F1BK675?ref_=ast_sto_dp&th=1&psc=1,Olivia Paisley,5.0,"June 24, 2021",Gotten two and my pets love them UPDATE 2 years,"Ive gotten two of these beds. The cover is insanely easy to clean and no dog hair gets through to the mattress. It even holds up to the cat kneading. Both mattress' inflated all the way and were the correct dimensions. Just like any vacuum sealed foam pad leave it a few hours to inflate all the way. You also get a free squeaky ball with each bed. The second ones box was so damaged both ends were ripped opened but thats a shipping issue and the product was still fine when i opened it. Would highly recommend. UPDATE: after getting a shelter dog i ordered a 3rd bed in the extra large size just as nice as the other two, all of which are different versions. The first two are still as good as when i got them two years ago it looks like they updated the boxes to be more like one of those single piece shoe box type boxes and its A LOT more sturdy. The new dog funnyly enough will ONLY play with the free balls included with the mattresses and im super excited to see her play for the first time. I would recommend going up a size if your dog has a long back and sleeps sprawled out instead of a ball. 1000 percent recommend these beds!",
Bed,Bed,Barkbox Memory Foam Platform Dog Bed | Plush Mattress for Orthopedic Joint Relief,https://www.amazon.com/BarkBox-Thick-Orthopedic-Memory-Enhanced/dp/B07F1BK675?ref_=ast_sto_dp&th=1&psc=1,Melanie Samsonow,4.0,"November 23, 2020","I like it, the dog required some modifications!!","I received this product for testing purposes. I was excited about a large, memory fiam dog bed with a washable cover. After letting it fluff up as recommended, I tried it out, and the bed is really comfortable and supportive. Loaded it up with the blanket and toys and waited for bedtime. Miss Pup curled up in the bed like she owned it and went right to sleep. Sadly, she did not stay that way. She woke up every few hours, shook her ears and rattled her tags. Her squashed old bed has bolster sides and she wanted it back, in spite of it having next to no remaining padding and the new bed being incredibly comfortable. After 2 nights of ear flapping, foot stamping, and tag rattling, we compromised. The squashed bolsters now top the lofted memory foam mattress, and Miss Pup snoozes like the princess she knows she is in an incredibly comfortable nest of fluff and support, covered with an appropriately applied blanket at all times. She'd tell you about it herself, but she refuses to get out of the bed. She did, however, give full marks to the squeaky pea-shaped toy that was included with the bed. Fun for fetching and tugging!",
Bed,Bed,Barkbox Memory Foam Platform Dog Bed | Plush Mattress for Orthopedic Joint Relief,https://www.amazon.com/BarkBox-Thick-Orthopedic-Memory-Enhanced/dp/B07F1BK675?ref_=ast_sto_dp&th=1&psc=1,Anna B,4.0,"June 29, 2021","Our dog loves it, unfortunately he also loves it as a toy.","So I don't know if they were expecting an american staffordshire terrier to be using this bed, but my boy likes to chew soft things and this bed was his dream. While he (and I) loved the softness, fit, and quality - this thing is definitely not chew proof. This is literally one small critique of a product I adore (and will definitely buy for my boy again) but I feel like it's very important. We bought this product specifically because it was chew proof, but a few hours left unattended (we had gone to bed for the night) he had torn a hole and was scattering bits of foam all over the place because the cover for the bed was super thin and didn't seam sturdy enough to be ""chew-proof"", we just sighed and cleaned everything up and then covered the whole mattress with a blanket to discourage more chewing and to preserve our nearly $70 purchase. So my hope is that with time the toughness of the product improves, because my dog really does love it and has been significantly happier as a result.",
Bed,Bed,Barkbox Memory Foam Platform Dog Bed | Plush Mattress for Orthopedic Joint Relief,https://www.amazon.com/BarkBox-Thick-Orthopedic-Memory-Enhanced/dp/B07F1BK675?ref_=ast_sto_dp&th=1&psc=1,Kayla Johnson,5.0,"June 25, 2020",Super comfy and super nice!,"WE LOVE THIS BED! Got it for my GSD. I recommend getting a size larger than recommended. My dogs LOVE IT! I just ordered two more for different rooms in the house. And because my chihuahua went from her bed she loved so much to ignoring hers and taking over this one. My GSD has hip problems, and we have seen such a difference in her hips since getting this. She isn’t restless trying to find a comfy cool spot to lie down. Some days she just doesn’t want to leave it. I don’t blame her. As for washing it. I wash in the washer, as normal, the dry on low heat. It zips right off, then right back on. The chihuahua tried to mark it as hers. Something she’s never done before. I just unzipped the cover, threw in the wash, and boom! CLEAN! I smelt the mattress to make sure it wasn’t stinky after her marking incident, and nothing. It was completely dry and free of doggy smell. This is a WONDERFUL product and my doggies LOVE IT! If they could write a review, they would give two paws up! I sat on it with my GSD one day, and I could see why she doesn’t want to get off of it. It’s SUPER COMFY! It does take about 48 hours to get to full shape after receiving. So don’t get discouraged when you unpack and unroll it. All in all, it’s a very comfy, cool, soft, wonderful bed. I only see myself getting these for my pups, as they LOVE them!",One
Bed,Bed,Barkbox Memory Foam Platform Dog Bed | Plush Mattress for Orthopedic Joint Relief,https://www.amazon.com/BarkBox-Thick-Orthopedic-Memory-Enhanced/dp/B07F1BK675?ref_=ast_sto_dp&th=1&psc=1,AT586,5.0,"January 28, 2023",Removable Cover is Very Soft,"This is the second one I've bought. It's very soft, holds up well overtime, and the cover is easy to get on and off to clean. I just wish it had an optional waterproof cover to prevent the mattress from getting gross overtime. This fits perfectly inside our puppy's 36"" wire crate without gaps!",One
Bed,Bed,Barkbox Memory Foam Platform Dog Bed | Plush Mattress for Orthopedic Joint Relief,https://www.amazon.com/BarkBox-Thick-Orthopedic-Memory-Enhanced/dp/B07F1BK675?ref_=ast_sto_dp&th=1&psc=1,Kalia,4.0,"August 18, 2021",Use your tape measure and you'll be fine - it's a good mattress,"Our dog had TPLO surgery and we wanted something that wouldn't create pressure points while she was resting quite a lot for weeks at a time. This crate fit in our 42 inch standard metal wire crate without issue and was very poofy - it did expand sufficiently to fill the slip-cover. Get your phone or tape measure out and measure how big the bed will be before ordering. I can't believe how many bad reviews are based off people going ""oh XL! that's for me!"" and not bothering to read the product description where they clearly give you dimensions. I knocked a star off because the cover isn't as durable as I would like. I tried to lightly vacuum it with an attachment a week in and I could tell it wouldn't hold up to that kind of maintenance long term. We switched to putting a an older, small throw blanket over the mattress so we can wash the blanket instead. Also I would prefer the company to clearly offer replacement covers for sale.",One
Bed,Bed,Barkbox Memory Foam Platform Dog Bed | Plush Mattress for Orthopedic Joint Relief,https://www.amazon.com/BarkBox-Thick-Orthopedic-Memory-Enhanced/dp/B07F1BK675?ref_=ast_sto_dp&th=1&psc=1,Wanda Villado,5.0,"February 4, 2023",Great product,The foam bed fit in the crate Perfect. Our Mini poodle seems to really like it and hasn’t attempted to chew or scratch it up. Has a side for cold weather and different type material on other for cooling in summer. Great deal so far!,
Toys,Plush,"Barkbox Dog Rope Toys - Durable Tug Toys for Chewers, Puppy Teething, and Small, Medium, and Large Dogs",https://www.amazon.com/BarkBox-Squeaky-Zeke-Beetle-Dog/dp/B07FK627GV?ref_=ast_sto_dp&th=1,kandiskdenitto,4.0,"March 4, 2022",Pretty durable for a medium to large sized dog.,"I got our Shepherd/Husky mix this and she’s had it for quite a while compared to many other toys. It has two squeakers, one went out quickly but the other is still hanging in there. Normally the squeakers are out within minutes. Still one of her favorites.",
Toys,Plush,"Barkbox Dog Rope Toys - Durable Tug Toys for Chewers, Puppy Teething, and Small, Medium, and Large Dogs",https://www.amazon.com/BarkBox-Squeaky-Zeke-Beetle-Dog/dp/B07FK627GV?ref_=ast_sto_dp&th=1,PureChaos,5.0,"May 13, 2021",Barkbox single?!?!,"I absolutely loveeee BarkBox, the toys are ahmazing and even with ordering just one box, for two dogs... their toys were overrunning the house, so I paused barkbox. Half a year later they are tearing up their last toy, so I went searching, was debating ordering another month box, but then found singles on Amazon !!!! 🙌🏻🙌🏻🙌🏻... they have such a blast with this beetle too. It’s so fun with many legs to be pulled on, and the squeak too!!! Eeks! My dogs may be little but one is half pit, half chihuahua... the other is chihuahua, terrier... so finding something they will play with, together, that’s durable..... and Barkbox has been the only company to hit it out the park for my two!! Another home run!!!!",3
Toys,Plush,"Barkbox Dog Rope Toys - Durable Tug Toys for Chewers, Puppy Teething, and Small, Medium, and Large Dogs",https://www.amazon.com/BarkBox-Squeaky-Zeke-Beetle-Dog/dp/B07FK627GV?ref_=ast_sto_dp&th=1,Trey,5.0,"April 2, 2021",Has outlasted many other toys,"I have a pit bull mix, very hard on toys. He loves this for two reasons -- 1, it squeaked (past tense for the head -- the body still squeaks), and two, the heavy rope for the neck makes it a pull toy for games of tug of war. Like all Barkbox toys, it is extra sturdy. He did manage to eviscerate a different Barkbox toy after many weeks of concerted effort; that is a far better track record that many of the expensive toys I've bought him over the years. This is its replacement, and after a couple of weeks of effort, it is still in one piece.",
Toys,Plush,"Barkbox Dog Rope Toys - Durable Tug Toys for Chewers, Puppy Teething, and Small, Medium, and Large Dogs",https://www.amazon.com/BarkBox-Squeaky-Zeke-Beetle-Dog/dp/B07FK627GV?ref_=ast_sto_dp&th=1,Amazon Customer mary bono,4.0,"May 28, 2021",Company misrepresented country it was made in,I bought this for our little chihuahua and she does like it. It’s a good sturdy little rope that doesn’t shred and stuffed ants on it. I like the toy but it was misrepresented that it was made in the US or Canada and I really didn’t appreciate when I saw the tag with made in China. The only reason I bought it was that the company only had USA made toys it said.,
Toys,Plush,"Barkbox Dog Rope Toys - Durable Tug Toys for Chewers, Puppy Teething, and Small, Medium, and Large Dogs",https://www.amazon.com/BarkBox-Squeaky-Zeke-Beetle-Dog/dp/B07FK627GV?ref_=ast_sto_dp&th=1,Peggy S. Ross,2.0,"February 7, 2023",Cute but Not Durable,"Really cute toy, so I gave it 2 start for that but in less than 2 hours the connection was destroyed (it’s not rope, it’s twisted fabric) and although the squeaky head is still intact the body has been deflated and stuffing and ball removed. Would not recommend. I have a 7 month old Bernese mountain dog mix who is fairly chill.",
Toys,Plush,"Barkbox Dog Rope Toys - Durable Tug Toys for Chewers, Puppy Teething, and Small, Medium, and Large Dogs",https://www.amazon.com/BarkBox-Squeaky-Zeke-Beetle-Dog/dp/B07FK627GV?ref_=ast_sto_dp&th=1,Kindle Customer,4.0,"July 20, 2021",Not durable,"My dog immediately loved this toy- it quickly became her favorite as she would bring it to bed and spoon with it. Docking a star though because it claims to be durable but within two days, those string feathers have been all ripped out and some of them eaten. Hoping they are small enough to pass through without any internal harm.",
Toys,Plush,"Barkbox Dog Rope Toys - Durable Tug Toys for Chewers, Puppy Teething, and Small, Medium, and Large Dogs",https://www.amazon.com/BarkBox-Squeaky-Zeke-Beetle-Dog/dp/B07FK627GV?ref_=ast_sto_dp&th=1,D. Morris,5.0,"December 22, 2022",Dogs love these toys!,Love these dog toys… very creative!,One
Toys,Plush,"Barkbox Dog Rope Toys - Durable Tug Toys for Chewers, Puppy Teething, and Small, Medium, and Large Dogs",https://www.amazon.com/BarkBox-Squeaky-Zeke-Beetle-Dog/dp/B07FK627GV?ref_=ast_sto_dp&th=1,Amazon Customer,2.0,"January 10, 2023",Didn't last long,"I would give it a lower review, but the rope is jersey/t-shirt instead of loose strings. My Dobie defluffed it within an hour. The gold peeled/wore off before the ropes were pulled out. Overall it took longer for me to clean up the mess than it took my dog to shread this thing. I had high hopes because Consuella the cactus is a household favorite. This beetle was exterminated on sight.",
Toys,Plush,"Barkbox Dog Rope Toys - Durable Tug Toys for Chewers, Puppy Teething, and Small, Medium, and Large Dogs",https://www.amazon.com/BarkBox-Squeaky-Zeke-Beetle-Dog/dp/B07FK627GV?ref_=ast_sto_dp&th=1,Tammy R,4.0,"October 1, 2020",Not for the aggressive chewer,"This piece is so cute...however, the ""rope"" is not a rope. It's material braided to look like rope. My 8 month old boxer chewed through that within the hour. Then she moved on to the seams of the ear piece - had stuffing out in another 10 min. She is aggressive when it comes to her toys, so I would avoid this one if your doggo sounds like mine. Love Bark Box though...I'll keep trying their products.",
Toys,Plush,"Barkbox Dog Rope Toys - Durable Tug Toys for Chewers, Puppy Teething, and Small, Medium, and Large Dogs",https://www.amazon.com/BarkBox-Squeaky-Zeke-Beetle-Dog/dp/B07FK627GV?ref_=ast_sto_dp&th=1,Gabbi Jensen,5.0,"July 7, 2021",Replacement for Dogs fav toy!,"So, we actually originally got this through a bark box… we had this toy forever it felt like, then I got A puppy lmao. My moms dog and my pup LOVED to play tug of war with it and me. Well, it got a hole in the fluff part and my moms dog go crazy when she “tastes fluff” and we had to throw it away. Which she was actually sad about. So I bought her a new one and now they play tug tug again!",
Bed,Bed,"Barkbox - Outdoor Dog Bed - Waterproof Dog or Cat Mattress Bed with Removable Cover - Platform Bed with Washable Cover, Durable, Portable - Indoor/Outdoor All Season Orthopedic Comfort",https://www.amazon.com/BarkBox-Waterproof-Removable-Orthopedic-Mattress/dp/B08T3GP4GF?ref_=ast_sto_dp&th=1&psc=1,MIGUEL P.,5.0,"June 19, 2021",Looks and feels good durable.,Well the bed is big enough for a German shepherd. Super comfy and the water proof is enough for it. Like it. And the dog too loved it. Is Confy for him specially because he got some joint issues I’m trying to make it more comfortable for him. Very good product. Also the zip comes with a small cover so it helps with waterproof. What I mean is the same material covers the zip which is very good for waterproof in case he pee on it or something. It will be easier to clean. But the main important part for me is that the bed is big and comfy for him. Also well packaged.,2
Bed,Bed,"Barkbox - Outdoor Dog Bed - Waterproof Dog or Cat Mattress Bed with Removable Cover - Platform Bed with Washable Cover, Durable, Portable - Indoor/Outdoor All Season Orthopedic Comfort",https://www.amazon.com/BarkBox-Waterproof-Removable-Orthopedic-Mattress/dp/B08T3GP4GF?ref_=ast_sto_dp&th=1&psc=1,JP,5.0,"December 14, 2022",Great bed,My big Rottweiler baby loves this bed. She took to it immediately. Great design but it does take sometime for the memory foam to stretch flat before use.,One
