StoreName,ProductCategory,ProductSubcategory,ProductURL,ProductTitle,ProductBrand,ProductPrice
Kroger,Meat & Seafood,Packaged Deli Meat,https://www.kroger.com/p/oscar-mayer-deli-fresh-uncured-honey-ham-sliced-deli-meat/0004470003054?fulfillment=PICKUP,Oscar Mayer Deli Fresh Uncured Honey Ham Sliced Deli Meat,Oscar Mayer Deli Fresh Uncured Honey Ham Sliced Deli Meat,4.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/cook-s-ham-steak-bone-in-hickory-smoked/0022378000000?fulfillment=PICKUP,Cook's Ham Steak Bone In & Hickory Smoked,Cook's Ham Steak Bone In & Hickory Smoked,3.89
Kroger,Meat & Seafood,Packaged Deli Meat,https://www.kroger.com/p/buddig-deli-thin-honey-ham/0007740012853?fulfillment=PICKUP,Buddig™ Deli Thin Honey Ham,Buddig™ Deli Thin Honey Ham,0.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/kroger-teriyaki-style-pork-tenderloin/0001111001046?fulfillment=PICKUP,Kroger Teriyaki Style Pork Tenderloin,Kroger Teriyaki Style Pork Tenderloin,6.99
Kroger,Meat & Seafood,Prepared Meals,https://www.kroger.com/p/jack-daniel-s-tennessee-honey-liqueur-pulled-pork/0081166302903?fulfillment=PICKUP,Jack Daniel's Tennessee Honey Liqueur Pulled Pork,Jack Daniel's Tennessee Honey Liqueur Pulled Pork,0
Kroger,Meat & Seafood,Packaged Deli Meat,https://www.kroger.com/p/buddig-black-forest-ham-mega-tray/0007740022640?fulfillment=PICKUP,Buddig™ Black Forest Ham Mega Tray,Buddig™ Black Forest Ham Mega Tray,0
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/smithfield-anytime-favorites-cubed-ham/0007080082227?fulfillment=PICKUP,Smithfield® Anytime Favorites® Cubed Ham,Smithfield® Anytime Favorites® Cubed Ham,0
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/boar-s-head-sweet-slice-boneless-smoked-ham-fresh-sliced-deli-meat/0027577700000?fulfillment=PICKUP,Boar's Head Sweet Slice Boneless Smoked Ham Fresh Sliced Deli Meat,Boar's Head Sweet Slice Boneless Smoked Ham Fresh Sliced Deli Meat,11.99
Kroger,Meat & Seafood,Prepared Meals,https://www.kroger.com/p/jack-daniel-s-old-no-7-seasoned-fully-cooked-pulled-pork/0089533400106?fulfillment=PICKUP,Jack Daniel's Old No 7 Seasoned & Fully Cooked Pulled Pork,Jack Daniel's Old No 7 Seasoned & Fully Cooked Pulled Pork,8.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/simple-truth-quarter-sliced-uncured-smoked-ham-limit-2-at-sale-retail-/0001111097009?fulfillment=PICKUP,Simple Truth™ Quarter Sliced Uncured Smoked Ham (Limit 2 at Sale Retail),Simple Truth™ Quarter Sliced Uncured Smoked Ham (Limit 2 at Sale Retail),8.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/bone-in-pork-shoulder-steak-2-per-pack-/0023383300000?fulfillment=PICKUP,Bone-In Pork Shoulder Steak (2 per pack),Bone-In Pork Shoulder Steak (2 per pack),10.79
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/noka-smoothie-straw-pineap-case-of-6-4-22-oz/1085155400606?fulfillment=PICKUP,Noka - Smoothie Straw Pineap - Case of 6 - 4.22 OZ,Noka - Smoothie Straw Pineap - Case of 6 - 4.22 OZ,29.99
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/ceres-peach-juices-case-of-3-11-2-fl-oz-/6085895900502?fulfillment=PICKUP,Ceres Peach Juices - Case of 3 - 11.2 fl oz.,Ceres Peach Juices - Case of 3 - 11.2 fl oz.,68.99
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/serenity-kids-llc-pouch-squashes-case-of-6-3-5-oz/1085000041101?fulfillment=PICKUP,Serenity Kids Llc - Pouch Squashes - Case of 6 - 3.5 OZ,Serenity Kids Llc - Pouch Squashes - Case of 6 - 3.5 OZ,29.99
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/serenity-kids-llc-pouch-roots-case-of-6-3-5-oz/1085000041100?fulfillment=PICKUP,Serenity Kids Llc - Pouch Roots - Case of 6 - 3.5 OZ,Serenity Kids Llc - Pouch Roots - Case of 6 - 3.5 OZ,29.99
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/volcano-lemon-burst-juice-case-of-12-6-7-oz/3081053300999?fulfillment=PICKUP,Volcano Lemon Burst Juice  - Case of 12 - 6.7 OZ,Volcano Lemon Burst Juice  - Case of 12 - 6.7 OZ,44.99
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/serenity-kids-llc-pouch-chic-pea-carrot-case-of-6-3-5-oz/1086876700030?fulfillment=PICKUP,Serenity Kids Llc - Pouch Chic Pea Carrot - Case of 6 - 3.5 OZ,Serenity Kids Llc - Pouch Chic Pea Carrot - Case of 6 - 3.5 OZ,36.99
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/volcano-lime-burst-juice-case-of-12-6-7-fz/3081053300998?fulfillment=PICKUP,Volcano Lime Burst Juice  - Case of 12 - 6.7 FZ,Volcano Lime Burst Juice  - Case of 12 - 6.7 FZ,44.99
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/bone-in-pork-center-cut-chop-4-6-per-pack-/0029315900000?fulfillment=PICKUP,Bone-In Pork Center Cut Chop (4-6 per pack),Bone-In Pork Center Cut Chop (4-6 per pack),0
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/organic-traditions-fiber-fuel-berry-smoothie-boost/0062773300530?fulfillment=PICKUP,Organic Traditions Fiber Fuel Berry Smoothie Boost,Organic Traditions Fiber Fuel Berry Smoothie Boost,12.99
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/designer-wellness-protein-smoothie-variety-pack/0084433401261?fulfillment=PICKUP,Designer Wellness Protein Smoothie Variety Pack,Designer Wellness Protein Smoothie Variety Pack,39.99
Kroger,Natural & Organic,Beverages,https://www.kroger.com/p/gt-s-alive-ancient-mushroom-elixir-cola/0072243016020?fulfillment=PICKUP,GT's Alive Ancient Mushroom Elixir Cola,GT's Alive Ancient Mushroom Elixir Cola,3.99
Kroger,Beverages,Juice,https://www.kroger.com/p/suja-organic-tart-cherry-and-beat-recovery-shot/0081861702374?fulfillment=PICKUP,Suja Organic® Tart Cherry and Beat Recovery Shot,Suja Organic® Tart Cherry and Beat Recovery Shot,2.5
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/suja-organic-mct-oil-and-l-theanine-coffee-shot/0081861702533?fulfillment=PICKUP,Suja® Organic MCT Oil and L-Theanine Coffee Shot,Suja® Organic MCT Oil and L-Theanine Coffee Shot,2.5
Kroger,Beverages,Juice,https://www.kroger.com/p/suja-organic-maca-and-l-theanine-mocha-shot/0081861702532?fulfillment=PICKUP,Suja® Organic Maca and L-Theanine Mocha Shot,Suja® Organic Maca and L-Theanine Mocha Shot,2.5
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/kroger-peach-mango-smoothie/0001111011626?fulfillment=PICKUP,Kroger® Peach Mango Smoothie,Kroger® Peach Mango Smoothie,1.29
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/evolution-fresh-organic-super-fruit-greens-juice-blend/0076235730823?fulfillment=PICKUP,Evolution Fresh® Organic Super Fruit Greens Juice Blend,Evolution Fresh® Organic Super Fruit Greens Juice Blend,8.99
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/suja-organic-tumeric-juice-shot/0081861702373?fulfillment=PICKUP,Suja® Organic Tumeric Juice Shot,Suja® Organic Tumeric Juice Shot,2.5
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/kroger-mixed-berry-smoothie/0001111011627?fulfillment=PICKUP,Kroger® Mixed Berry Smoothie,Kroger® Mixed Berry Smoothie,1.29
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/simple-truth-organic-elderberry-juice-shot/0001111006899?fulfillment=PICKUP,Simple Truth Organic™ Elderberry Juice Shot,Simple Truth Organic™ Elderberry Juice Shot,2.5
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/pom-wonderful-pomegranate-juice/0082415040124?fulfillment=PICKUP,POM Wonderful Pomegranate Juice,POM Wonderful Pomegranate Juice,5.99
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/noka-smoothie-cherry-acai-case-of-6-4-22-oz/1085155400610?fulfillment=PICKUP,Noka - Smoothie Cherry Acai - Case of 6 - 4.22 OZ,Noka - Smoothie Cherry Acai - Case of 6 - 4.22 OZ,28.99
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/bolthouse-farms-bolts-immunity-blackberry-elderberry-juice/0007146402266?fulfillment=PICKUP,Bolthouse® Farms Bolts® Immunity Blackberry & Elderberry Juice,Bolthouse® Farms Bolts® Immunity Blackberry & Elderberry Juice,2.99
Kroger,Meat & Seafood,Beef,https://www.kroger.com/p/tribal-foods-patties-variety-pack-6-packages-approximate-delivery-3-6-days-/0085000765613?fulfillment=PICKUP,TRIBALÍ Foods Patties Variety Pack 6 Packages (Approximate Delivery 3-6 Days),TRIBALÍ Foods Patties Variety Pack 6 Packages (Approximate Delivery 3-6 Days),51.99
Kroger,Meat & Seafood,Turkey,https://www.kroger.com/p/jennie-o-oven-ready-homestyle-boneless-turkey-breast-with-gravy-packet/0004222233641?fulfillment=PICKUP,Jennie-O Oven Ready Homestyle Boneless Turkey Breast with Gravy Packet,Jennie-O Oven Ready Homestyle Boneless Turkey Breast with Gravy Packet,14.99
Kroger,Meat & Seafood,Turkey,https://www.kroger.com/p/jennie-o-85-lean-ground-turkey-roll/0004222213021?fulfillment=PICKUP,Jennie-O 85% Lean Ground Turkey Roll,Jennie-O 85% Lean Ground Turkey Roll,10.99
Kroger,Meat & Seafood,Turkey,https://www.kroger.com/p/simple-truth-natural-turkey-burgers/0001111099000?fulfillment=PICKUP,Simple Truth® Natural Turkey Burgers,Simple Truth® Natural Turkey Burgers,10.99
Kroger,Natural & Organic,Meat & Seafood,https://www.kroger.com/p/impossible-burger-plant-based-made-from-plants-patties/0081669702101?fulfillment=PICKUP,Impossible Burger Plant-Based Made From Plants Patties,Impossible Burger Plant-Based Made From Plants Patties,6.49
Kroger,Meat & Seafood,Turkey,https://www.kroger.com/p/tribal-foods-thai-turkey-patties-4-packages-approximate-delivery-3-6-days-/0085000765610?fulfillment=PICKUP,TRIBALÍ Foods Thai Turkey Patties 4 Packages (Approximate Delivery 3-6 Days),TRIBALÍ Foods Thai Turkey Patties 4 Packages (Approximate Delivery 3-6 Days),39.99
Kroger,Meat & Seafood,Turkey,https://www.kroger.com/p/kroger-fresh-ground-turkey-patties/0001111097996?fulfillment=PICKUP,Kroger® Fresh Ground Turkey Patties,Kroger® Fresh Ground Turkey Patties,4.99
Kroger,Meat & Seafood,Turkey,https://www.kroger.com/p/jennie-o-all-natural-turkey-breast-tenderloins/0004222231900?fulfillment=PICKUP,Jennie-O All-Natural Turkey Breast Tenderloins,Jennie-O All-Natural Turkey Breast Tenderloins,8.99
Kroger,Meat & Seafood,Turkey,https://www.kroger.com/p/simple-truth-natural-93-lean-ground-turkey/0001111096959?fulfillment=PICKUP,Simple Truth™ Natural 93% Lean Ground Turkey,Simple Truth™ Natural 93% Lean Ground Turkey,5.49
Kroger,Natural & Organic,Meat & Seafood,https://www.kroger.com/p/simple-truth-99-lean-natural-ground-turkey-breast/0001111099384?fulfillment=PICKUP,Simple Truth™ 99% Lean Natural Ground Turkey Breast,Simple Truth™ 99% Lean Natural Ground Turkey Breast,6.99
Kroger,Meat & Seafood,Turkey,https://www.kroger.com/p/jennie-o-90-lean-ground-turkey/0004222213018?fulfillment=PICKUP,Jennie-O 90% Lean Ground Turkey,Jennie-O 90% Lean Ground Turkey,4.49
Kroger,Meat & Seafood,Turkey,https://www.kroger.com/p/kroger-lean-fresh-ground-turkey/0001111096874?fulfillment=PICKUP,Kroger® Lean Fresh Ground Turkey,Kroger® Lean Fresh Ground Turkey,4.99
Kroger,Meat & Seafood,Turkey,https://www.kroger.com/p/jennie-o-all-natural-85-ground-turkey/0004222213016?fulfillment=PICKUP,Jennie-O All-Natural 85% Ground Turkey,Jennie-O All-Natural 85% Ground Turkey,3.99
Kroger,Fresh Fruits & Vegetables,Fresh Juice & Smoothies,https://www.kroger.com/p/pom-wonderful-pomegranate-blueberry-100-juice/0082415040448?fulfillment=PICKUP,POM Wonderful Pomegranate Blueberry 100% Juice,POM Wonderful Pomegranate Blueberry 100% Juice,7.99
Kroger,Meat & Seafood,Turkey,https://www.kroger.com/p/jennie-o-99-lean-all-natural-ground-turkey-breast/0004222230204?fulfillment=PICKUP,Jennie-O 99% Lean All-Natural Ground Turkey Breast,Jennie-O 99% Lean All-Natural Ground Turkey Breast,7.99
Kroger,Meat & Seafood,Turkey,https://www.kroger.com/p/kroger-85-lean-fresh-ground-turkey/0001111097993?fulfillment=PICKUP,Kroger® 85% Lean Fresh Ground Turkey,Kroger® 85% Lean Fresh Ground Turkey,10
Kroger,Meat & Seafood,Turkey,https://www.kroger.com/p/jennie-o-all-natural-93-lean-ground-turkey/0004222230200?fulfillment=PICKUP,Jennie-O All-Natural 93% Lean Ground Turkey,Jennie-O All-Natural 93% Lean Ground Turkey,5.49
Kroger,Meat & Seafood,Turkey,https://www.kroger.com/p/kroger-85-lean-fresh-ground-turkey/0001111096875?fulfillment=PICKUP,Kroger® 85% Lean Fresh Ground Turkey,Kroger® 85% Lean Fresh Ground Turkey,3.99
Kroger,Meat & Seafood,Beef,https://www.kroger.com/p/epic-bar-pork-maple-uncured-bacon-case-of-12-1-5-oz-/0074615564341?fulfillment=PICKUP,Epic - Bar - Pork - Maple - Uncured Bacon - Case of 12 - 1.5 oz.,Epic - Bar - Pork - Maple - Uncured Bacon - Case of 12 - 1.5 oz.,50.29
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/field-trip-stick-cracked-pepper-case-of-24-1-oz-/0074615564409?fulfillment=PICKUP,Field Trip Stick - Cracked Pepper - Case of 24 - 1 oz.,Field Trip Stick - Cracked Pepper - Case of 24 - 1 oz.,57
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/braswell-s-ham-glaze-brown-sugar-case-of-6-10-oz/0074615583016?fulfillment=PICKUP,Braswell's - Ham Glaze Brown Sugar - Case of 6 - 10 OZ,Braswell's - Ham Glaze Brown Sugar - Case of 6 - 10 OZ,43.05
Kroger,Meat & Seafood,Chicken,https://www.kroger.com/p/epic-strips-venison-steak-case-of-20-8-oz-/0074615564435?fulfillment=PICKUP,Epic - Strips - Venison Steak - Case of 20 - .8 oz.,Epic - Strips - Venison Steak - Case of 20 - .8 oz.,49.95
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/celery-root-bulk/0000000004585?fulfillment=PICKUP,Celery Root - Bulk,Celery Root - Bulk,4.59
Kroger,Meat & Seafood,Pork & Ham,https://www.kroger.com/p/4505-pork-rinds-chicharones-smokehouse-bbq-case-of-12-2-5-oz/0074615582937?fulfillment=PICKUP,4505 - Pork Rinds - Chicharones - Smokehouse BBQ - Case of 12 - 2.5 oz,4505 - Pork Rinds - Chicharones - Smokehouse BBQ - Case of 12 - 2.5 oz,64.98
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/flat-mustard-greens/0000000004618?fulfillment=PICKUP,Flat Mustard Greens,Flat Mustard Greens,1.39
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/brussels-sprouts-stalk/0000000003083?fulfillment=PICKUP,Brussels Sprouts - Stalk,Brussels Sprouts - Stalk,0
Kroger,Natural & Organic,Organic Produce,https://www.kroger.com/p/simple-truth-organic-peeled-rainbow-baby-carrots-bag/0001111001678?fulfillment=PICKUP,Simple Truth Organic Peeled Rainbow Baby Carrots Bag,Simple Truth Organic Peeled Rainbow Baby Carrots Bag,2.19
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/sweet-potato-cubes/0063912388034?fulfillment=PICKUP,Sweet Potato Cubes,Sweet Potato Cubes,5.49
Kroger,Natural & Organic,Organic Produce,https://www.kroger.com/p/organic-garlic/0000000094608?fulfillment=PICKUP,Organic Garlic,Organic Garlic,0
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/nature-s-eats-yogurt-covered-pretzels/0083211200040?fulfillment=PICKUP,Nature's Eats Yogurt Covered Pretzels,Nature's Eats Yogurt Covered Pretzels,4.49
Kroger,Pantry,Snacks,https://www.kroger.com/p/kroger-peanut-butter-filled-pretzels-big-deal-/0001111002948?fulfillment=PICKUP,Kroger® Peanut Butter Filled Pretzels BIG Deal!,Kroger® Peanut Butter Filled Pretzels BIG Deal!,11.99
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/butternut-squash-cubes/0063912388035?fulfillment=PICKUP,Butternut Squash Cubes,Butternut Squash Cubes,4.99
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/organic-purple-sweet-potatoes/0000000093288?fulfillment=PICKUP,Organic Purple Sweet Potatoes,Organic Purple Sweet Potatoes,2.29
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/yellow-peeled-onions/0000000004851?fulfillment=PICKUP,Yellow Peeled Onions,Yellow Peeled Onions,0
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/orange-cauliflower/0000000003436?fulfillment=PICKUP,Orange Cauliflower,Orange Cauliflower,3.99
Kroger,Pantry,Snacks,https://www.kroger.com/p/zapp-s-jazzy-honey-mustard-pretzel-stix/0008379127301?fulfillment=PICKUP,Zapp's® Jazzy Honey Mustard™ Pretzel Stix,Zapp's® Jazzy Honey Mustard™ Pretzel Stix,6.49
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/organic-butternut-squash/0000000094759?fulfillment=PICKUP,Organic Butternut Squash,Organic Butternut Squash,5.07
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/asparagus-spears/0063912388027?fulfillment=PICKUP,Asparagus Spears,Asparagus Spears,6.99
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/chinese-eggplant/0000000003089?fulfillment=PICKUP,Chinese Eggplant,Chinese Eggplant,3.99
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/fresh-cut-chopped-cilantro-with-white-onions/0063912388006?fulfillment=PICKUP,Fresh Cut Chopped Cilantro with White Onions,Fresh Cut Chopped Cilantro with White Onions,2.99
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/broccoli-califlower/0063912388043?fulfillment=PICKUP,Broccoli & Califlower,Broccoli & Califlower,5.99
Kroger,Natural & Organic,Organic Produce,https://www.kroger.com/p/organic-white-onions/0000000094663?fulfillment=PICKUP,Organic White Onions,Organic White Onions,1.49
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/kroger-mustard-greens/0001111018173?fulfillment=PICKUP,Kroger® Mustard Greens,Kroger® Mustard Greens,3.49
Kroger,Pantry,Snacks,https://www.kroger.com/p/snack-factory-sea-salt-pretzel-crisps-bites/0004950825202?fulfillment=PICKUP,Snack Factory® Sea Salt Pretzel Crisps Bites,Snack Factory® Sea Salt Pretzel Crisps Bites,7.49
Kroger,Natural & Organic,Organic Produce,https://www.kroger.com/p/organic-red-chard/0000000094587?fulfillment=PICKUP,Organic Red Chard,Organic Red Chard,2.29
Kroger,Pantry,Snacks,https://www.kroger.com/p/snack-factory-spicy-ranch-pretzel-crisps-bites/0004950825184?fulfillment=PICKUP,Snack Factory® Spicy Ranch Pretzel Crisps Bites,Snack Factory® Spicy Ranch Pretzel Crisps Bites,7.49
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/fresh-cut-diced-pepper-w-white-onions/0063912388004?fulfillment=PICKUP,Fresh Cut Diced Pepper w/ White Onions,Fresh Cut Diced Pepper w/ White Onions,3.99
Kroger,Pantry,Snacks,https://www.kroger.com/p/snack-factory-honey-mustard-pretzel-crisps-bites/0004950825203?fulfillment=PICKUP,Snack Factory® Honey Mustard Pretzel Crisps Bites,Snack Factory® Honey Mustard Pretzel Crisps Bites,7.49
Kroger,Pantry,Snacks,https://www.kroger.com/p/snack-factory-original-pretzel-crisps-party-size/0004950800140?fulfillment=PICKUP,Snack Factory® Original Pretzel Crisps Party Size,Snack Factory® Original Pretzel Crisps Party Size,7.49
Kroger,Fresh Fruits & Vegetables,Fresh Fruit,https://www.kroger.com/p/fresh-cut-dragon-fruit/0063912389493?fulfillment=PICKUP,Fresh Cut Dragon Fruit,Fresh Cut Dragon Fruit,5.99
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/yellow-banana-peppers/0000000004678?fulfillment=PICKUP,Yellow Banana Peppers,Yellow Banana Peppers,1.55
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/fingerling-potatoes/0000000004919?fulfillment=PICKUP,Fingerling Potatoes,Fingerling Potatoes,2.99
Kroger,Fresh Fruits & Vegetables,Fresh Fruit,https://www.kroger.com/p/red-plumcots/0000000003609?fulfillment=PICKUP,Red Plumcots,Red Plumcots,0.89
Kroger,Fresh Fruits & Vegetables,Fresh Fruit,https://www.kroger.com/p/pom-wonderful-large-pomegranate/0000000004446?fulfillment=PICKUP,POM Wonderful Large Pomegranate,POM Wonderful Large Pomegranate,0
Kroger,Pantry,Snacks,https://www.kroger.com/p/snack-factory-original-pretzel-crisps/0004950800600?fulfillment=PICKUP,Snack Factory® Original Pretzel Crisps,Snack Factory® Original Pretzel Crisps,4.49
Kroger,Pantry,Snacks,https://www.kroger.com/p/zapp-s-voodoo-pretzel-sitx/0008379127303?fulfillment=PICKUP,Zapp's Voodoo Pretzel Sitx,Zapp's Voodoo Pretzel Sitx,6.49
Kroger,Fresh Fruits & Vegetables,Fresh Fruit,https://www.kroger.com/p/mini-yellow-whole-seedless-watermelon/0000000003494?fulfillment=PICKUP,Mini Yellow Whole Seedless Watermelon,Mini Yellow Whole Seedless Watermelon,4.99
Kroger,Fresh Fruits & Vegetables,Fresh Vegetables,https://www.kroger.com/p/purple-cauliflower/0000000004568?fulfillment=PICKUP,Purple Cauliflower,Purple Cauliflower,3.99
Kroger,Fresh Fruits & Vegetables,Fresh Fruit,https://www.kroger.com/p/prickly-cactus-pear/0000000004255?fulfillment=PICKUP,Prickly Cactus Pear,Prickly Cactus Pear,0.5
Kroger,Natural & Organic,Organic Produce,https://www.kroger.com/p/organic-apricots/0000000094218?fulfillment=PICKUP,Organic Apricots,Organic Apricots,4.49
Kroger,Fresh Fruits & Vegetables,Fresh Fruit,https://www.kroger.com/p/donut-peaches/0000000003113?fulfillment=PICKUP,Donut Peaches,Donut Peaches,1.61
Kroger,Fresh Fruits & Vegetables,Fresh Fruit,https://www.kroger.com/p/simple-truth-organic-grapefruit-bag/0001111060262?fulfillment=PICKUP,Simple Truth Organic Grapefruit Bag,Simple Truth Organic Grapefruit Bag,5.99
Kroger,Fresh Fruits & Vegetables,Fresh Cut Fruit & Vegetables,https://www.kroger.com/p/genuine-coconut-organic-coconut-chunks/0085604800801?fulfillment=PICKUP,Genuine Coconut Organic Coconut Chunks,Genuine Coconut Organic Coconut Chunks,3.79
Kroger,Fresh Fruits & Vegetables,Fresh Fruit,https://www.kroger.com/p/zespri-sungold-fresh-kiwi-fruit/0081884902001?fulfillment=PICKUP,Zespri™ Sungold™ Fresh Kiwi Fruit,Zespri™ Sungold™ Fresh Kiwi Fruit,4.79
Kroger,Fresh Fruits & Vegetables,Packaged Produce,https://www.kroger.com/p/zespri-organic-green-fresh-kiwi-fruit/0081884902009?fulfillment=PICKUP,Zespri™ Organic Green Fresh Kiwi Fruit,Zespri™ Organic Green Fresh Kiwi Fruit,4.99
Kroger,Fresh Fruits & Vegetables,Fresh Fruit,https://www.kroger.com/p/extra-large-ruby-red-grapefruit/0000000004492?fulfillment=PICKUP,Extra Large Ruby Red Grapefruit,Extra Large Ruby Red Grapefruit,2
Kroger,Fresh Fruits & Vegetables,Dressings & Dips,https://www.kroger.com/p/wholly-avocado-diced-avocado-tray/0061611226606?fulfillment=PICKUP,Wholly® Avocado Diced Avocado Tray,Wholly® Avocado Diced Avocado Tray,4.99
Kroger,Natural & Organic,Organic Produce,https://www.kroger.com/p/organic-red-plums/0000000094042?fulfillment=PICKUP,Organic Red Plums,Organic Red Plums,3.49
Kroger,Fresh Fruits & Vegetables,Fresh Fruit,https://www.kroger.com/p/sugar-kiss-melon/0085142600213?fulfillment=PICKUP,Sugar Kiss Melon,Sugar Kiss Melon,2.5
Kroger,Fresh Fruits & Vegetables,Fresh Fruit,https://www.kroger.com/p/private-selection-cherry-plums/0001111061379?fulfillment=PICKUP,Private Selection® Cherry Plums,Private Selection® Cherry Plums,3.99
Kroger,Fresh Fruits & Vegetables,Dressings & Dips,https://www.kroger.com/p/fresh-cravings-medium-pico-de-gallo-salsa/0085413500882?fulfillment=PICKUP,Fresh Cravings® Medium Pico De Gallo Salsa,Fresh Cravings® Medium Pico De Gallo Salsa,3.99
Kroger,Fresh Fruits & Vegetables,Fresh Fruit,https://www.kroger.com/p/frieda-s-tikis-drinking-coconut/0003784204145?fulfillment=PICKUP,Frieda's® Tikis™ Drinking Coconut,Frieda's® Tikis™ Drinking Coconut,3.99
Kroger,Natural & Organic,Organic Produce,https://www.kroger.com/p/organic-white-nectarines/0000000093035?fulfillment=PICKUP,Organic White Nectarines,Organic White Nectarines,1.99
Kroger,Fresh Fruits & Vegetables,Fresh Fruit,https://www.kroger.com/p/navel-oranges-bag/0003338314621?fulfillment=PICKUP,Navel Oranges Bag,Navel Oranges Bag,4.59
Kroger,Fresh Fruits & Vegetables,Dressings & Dips,https://www.kroger.com/p/wholly-guacamole-spicy-hot-guacamole-minis/0061611203196?fulfillment=PICKUP,Wholly Guacamole Spicy Hot Guacamole Minis,Wholly Guacamole Spicy Hot Guacamole Minis,6.79
Kroger,Fresh Fruits & Vegetables,Fresh Fruit,https://www.kroger.com/p/kroger-tri-color-seedless-grapes-pack/0001111061356?fulfillment=PICKUP,Kroger® Tri-Color Seedless Grapes Pack,Kroger® Tri-Color Seedless Grapes Pack,5.99
Kroger,Fresh Fruits & Vegetables,Dressings & Dips,https://www.kroger.com/p/wholly-guacamole-classic-mild-guacamole-family-size/0061611286673?fulfillment=PICKUP,Wholly Guacamole® Classic Mild Guacamole Family Size,Wholly Guacamole® Classic Mild Guacamole Family Size,6.29
Kroger,Fresh Fruits & Vegetables,Fresh Cut Fruit & Vegetables,https://www.kroger.com/p/fresh-cut-pineapple-chunks/0063912389429?fulfillment=PICKUP,Fresh Cut Pineapple Chunks,Fresh Cut Pineapple Chunks,10
