url_scraper,URL,Title,Author,Date
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/ukraine-crisis-eu-seeks-to-increase-and-speed-up-production-of-artillery-ammunition,Ukraine conflict: EU seeks to increase and speed up production of artillery ammunition,By Nicholas Fiorenza,10 March 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/italian-type-212-nfs-programme-passes-critical-design-review-milestone,Italian Type 212 NFS programme passes critical design review milestone,By Kate Tringham,01 March 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/avalon-2023-bae-systems-unveils-strix-uas,Avalon 2023: BAE Systems unveils Strix UAS,By Julian Kerr,28 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/ukraine-conflict-russian-a-50-aewc-aircraft-sabotaged-in-belarus,Ukraine conflict: Russian A-50 AEW&C aircraft sabotaged in Belarus,By Gareth Jennings,28 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/australian-mq-4c-triton-being-prepared-for-maiden-flight,Australian MQ-4C Triton being prepared for maiden flight,By Akhil Kadidal,27 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/idex-2023-decision-on-preferred-vendor-expected-soon-for-uae-satellite-project,IDEX 2023: Decision on preferred vendor expected soon for UAE satellite project,By Olivia Savage,24 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/rtaf-completes-upgrades-to-f-5-fighter-aircraft-fleet,RTAF completes upgrades to F-5 fighter aircraft fleet,By Akhil Kadidal,24 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/idex-2023-saab-reveals-new-self-protection-system,IDEX 2023: Saab reveals new self-protection system,By Olivia Savage,23 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/idex-2023-tekever-enhances-ar5-uav-with-sar-payload,IDEX 2023: Tekever enhances AR5 UAV with SAR payload,By Olivia Savage,23 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/update-india-to-integrate-indigenous-irsts-into-fighter-aircraft,Update: India to integrate indigenous IRSTs into fighter aircraft,By Vishnu Vel,22 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/australia-to-upgrade-ea-18g-growler-fleet,Australia to upgrade EA-18G Growler fleet,By Akhil Kadidal,22 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/update-idex-2023-adsb-unveils-new-usv,Update – IDEX 2023: ADSB unveils new USV,By Olivia Savage,22 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/idex-2023-codan-and-dtc-unveil-new-soldier-radio,IDEX 2023: Codan and DTC unveil new soldier radio,By Olivia Savage,21 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/drdo-displays-new-eoir-payload,DRDO displays new EO/IR payload,By Sheikh Akhter,21 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/idex-2023-adsb-unveils-new-usv,IDEX 2023: ADSB unveils new USV,By Olivia Savage,21 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/idex-2023-sami-seeks-partner-for-mulhim-bms,IDEX 2023: SAMI seeks partner for Mulhim BMS,By Olivia Savage,21 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/idex-2023-sign4l-unveils-new-mobile-c-uas-solution,IDEX 2023: SIGN4L unveils new mobile C-UAS solution,By Olivia Savage,21 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/aero-india-2023-drdo-adani-partner-to-manufacture-d4-c-uas,"Aero India 2023: DRDO, Adani partner to manufacture D4 C-UAS",By Akshara Parakala & Oishee Majumdar,20 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/aero-india-2023-cingularity-displays-uavs-for-isr-combat-kamikaze-roles,"Aero India 2023: Cingularity displays UAVs for ISR, combat, kamikaze roles",By Amit Kalra & Oishee Majumdar,20 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/us-army-ops-demo-to-shape-next-phase-of-modernised-network,US Army ops demo to shape next phase of modernised network,By Meredith Roaten,20 February 2023
https://www.janes.com/c4isr-news-list,https://www.janes.com/defence-news/c4isr-command-tech/latest/us-senator-murkowski-cites-need-for-faster-icebreaker-acquisition-and-improved-arctic-communications,US Senator Murkowski cites need for faster icebreaker acquisition and improved Arctic communications,By Michael Fabey,20 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/us-approves-possible-javelin-sale-to-uk,US approves possible Javelin sale to UK,By Nicholas Fiorenza,01 March 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/avalon-2023-bae-australia-designing-new-guided-munition-for-ucavs-helos,"Avalon 2023: BAE Australia designing new guided munition for UCAVs, helos",By Akhil Kadidal,01 March 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/bae-systems-receives-contract-for-maritime-indirect-fires-systems-for-uk-royal-navy-type-26-frigates,BAE Systems receives contract for maritime indirect fires systems for UK Royal Navy Type 26 frigates,By Kate Tringham & Richard Scott,01 March 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/qatar-inaugurates-coastal-missile-defence-system,Qatar inaugurates coastal missile defence system,By Jeremy Binnie,01 March 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/china-deploys-phl-16-mlrs-along-taiwan-strait,China deploys PHL-16 MLRS along Taiwan Strait,By Kapil Kajal,28 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/us-approves-sale-of-aargm-ers-to-australia,US approves sale of AARGM-ERs to Australia,By Akhil Kadidal,28 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/idex-2023-paramount-readies-for-production-of-n-raven-loitering-munition,IDEX 2023: Paramount readies for production of N-Raven loitering munition,By Akshara Parakala,27 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/ukraine-conflict-as-spring-approaches-what-next-for-ukraine-and-russia,"Ukraine conflict: As spring approaches, what next for Ukraine and Russia?",By James Rands,24 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/idex-2023-sudan-displays-uav-launched-loitering-munition,IDEX 2023: Sudan displays UAV-launched loitering munition,By Jeremy Binnie,24 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/firing-up-north-korea-builds-icbm-capability,Firing up: North Korea builds ICBM capability,By Dr. Lee Willett & Ridzwan Rahmat,24 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/idex-2023-milanion-ntgs-expands-alakran-mobile-mortar-family,IDEX 2023: Milanion NTGS expands Alakran mobile mortar family,By Sonny Butterworth,24 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/idex-2023-uae-orders-norinco-ar3-launchers,IDEX 2023: UAE orders Norinco AR3 launchers,By Jeremy Binnie,24 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/ukraine-conflict-france-accelerates-ammunition-production,Ukraine conflict: France accelerates ammunition production,By Nicholas Fiorenza & Amael Kotlarski,24 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/rtaf-completes-upgrades-to-f-5-fighter-aircraft-fleet,RTAF completes upgrades to F-5 fighter aircraft fleet,By Akhil Kadidal,24 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/idex-2023-eos-displays-mock-up-of-145-mm-chain-gun,IDEX 2023: EOS displays mock-up of 14.5 mm chain gun,By Sonny Butterworth,23 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/idex-2023-edge-awarded-usd25-billion-munitions-contracts,IDEX 2023: Edge awarded USD2.5 billion munitions contracts,By Jeremy Binnie,22 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/idex-2023-black-sky-tests-long-range-missile,IDEX 2023: Black Sky tests long-range missile,By Kapil Kajal,22 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/update-idex-2023-adsb-unveils-new-usv,Update – IDEX 2023: ADSB unveils new USV,By Olivia Savage,22 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/idex-2023-adsb-unveils-new-usv,IDEX 2023: ADSB unveils new USV,By Olivia Savage,21 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/uk-light-mechanised-brigade-to-lead-nato-vjtf,UK light mechanised brigade to lead NATO VJTF,By Tim Ripley,21 February 2023
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/taiwan-engages-us-on-missile-sustainment,Taiwan engages US on missile sustainment,By Jon Grevatt,15 August 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/update-taiwan-reports-underplay-hundreds-of-pla-aircraft-in-live-fire-drills,Update: Taiwan reports underplay ‘hundreds' of PLA aircraft in live-fire drills,By Akhil Kadidal,10 August 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/plas-drills-intended-to-show-capabilities-to-invade-taiwan,PLA's drills intended to show capabilities to invade Taiwan,By Akhil Kadidal,08 August 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/taiwan-reports-underplay-hundreds-of-pla-aircraft-in-live-fire-drills,Taiwan reports underplay ‘hundreds' of PLA aircraft in live-fire drills,By Akhil Kadidal,05 August 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/russia-unveils-naval-doctrine-amid-navy-day-celebrations,Russia unveils naval doctrine amid Navy Day celebrations,By Prathamesh Karle & Manash Pratim Boruah,04 August 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/china-conducts-largest-air-breach-of-median-line-to-date,China conducts largest air breach of median line to date,By Akhil Kadidal,04 August 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/boeing-avoids-labour-strike-at-three-us-defence-plants,Boeing avoids labour strike at three US defence plants,By Marc Selinger,04 August 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/taiwan-faces-widespread-cyber-attacks-as-tensions-rise-with-china,Taiwan faces widespread cyber attacks as tensions rise with China,By Oishee Majumdar,04 August 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/us-lawmakers-advance-bill-to-boost-chip-making,US lawmakers advance bill to boost chip making,By Marc Selinger,28 July 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/us-lawmakers-raise-security-concerns-about-chinese-logistics-system,US lawmakers raise security concerns about Chinese logistics system,By Marc Selinger,20 July 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/more-jasdf-fighter-scrambles-in-first-quarter-compared-with-2021,More JASDF fighter scrambles in first quarter compared with 2021,By Akhil Kadidal,14 July 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/new-zealand-to-explore-more-proactive-defence-agenda,New Zealand to explore more proactive defence agenda,By Tim Fish,13 July 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/imugs-ii-to-be-larger-and-better-funded-but-delay-confirmed,"‘iMUGS II' to be larger and better funded, but delay confirmed",By Alexander Stronell,08 July 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/ukraine-conflict-allies-sign-nato-accession-protocols-for-finland-and-sweden,Ukraine conflict: Allies sign NATO accession protocols for Finland and Sweden,By Nicholas Fiorenza,07 July 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/finnish-border-guard-orders-two-opvs-from-meyer-turku,Finnish Border Guard orders two OPVs from Meyer Turku,By John Pagni,06 July 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/islands-influence-china-increases-its-presence-and-influence-in-the-southwest-pacific,Islands influence: China increases its presence and influence in the southwest Pacific,By F Xavier Casals,05 July 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/myanmar-mig-29-violates-thai-airspace,Myanmar MiG-29 violates Thai airspace,By Akhil Kadidal,04 July 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/new-reform-of-natos-partner-oriented-trust-funds-hikes-pressure-on-deliverables,New reform of NATO's partner-oriented Trust Funds hikes pressure on deliverables,By Brooks Tigner,01 July 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/ukraine-conflict-nato-invites-finland-and-sweden-to-become-alliance-members,Ukraine conflict: NATO invites Finland and Sweden to become alliance members,By Nicholas Fiorenza,30 June 2022
https://www.janes.com/security-news-list,https://www.janes.com/defence-news/terror-insurgent-group/latest/ukraine-conflict-biden-beefs-up-f-35-presence-in-uk,Ukraine conflict: Biden beefs up F-35 presence in UK,By Gareth Jennings,30 June 2022
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/thales-eyes-uk-dismounted-situational-awareness-programme,Thales eyes UK Dismounted Situational Awareness programme,By Olivia Savage,10 March 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/cruise-control-india-accelerates-development-of-tactical-missiles,Cruise control: India accelerates development of tactical missiles,By Kapil Kajal,09 March 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/uk-establishes-new-military-base-in-northern-norway,UK establishes new military base in Northern Norway,By Kate Tringham,09 March 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/romania-seeks-m1-tanks-and-other-equipment,Romania seeks M1 tanks and other equipment,By Nicholas Fiorenza,09 March 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/us-approves-sale-of-javelin-atgms-to-australia,US approves sale of Javelin ATGMs to Australia,By Kapil Kajal,09 March 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/hungary-acquires-new-soldier-and-vehicular-radios,Hungary acquires new soldier and vehicular radios,By Olivia Savage,07 March 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/denmark-orders-atmos-sphs-and-puls-mrls,Denmark orders ATMOS SPHs and PULS MRLs,By Nicholas Fiorenza,07 March 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/british-army-selects-tak-for-dismounted-situational-awareness-programme,British Army selects TAK for Dismounted Situational Awareness programme,By Olivia Savage,07 March 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/poland-to-procure-borsuk-ifvs,Poland to procure Borsuk IFVs,By Nicholas Fiorenza,02 March 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/us-approves-possible-javelin-sale-to-uk,US approves possible Javelin sale to UK,By Nicholas Fiorenza,01 March 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/colombian-army-reveals-new-rafael-spike-er-anti-tank-missiles,Colombian Army reveals new Rafael Spike ER anti-tank missiles,By Roberto Jose Garcia Hernandez,01 March 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/ajax-armoured-vehicle-has-turned-a-corner-according-to-uk-mod,"Ajax armoured vehicle has turned a corner, according to UK MoD",By Nicholas Fiorenza,01 March 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/ukraine-conflict-leopard-2s-begin-to-arrive-sweden-offers-up-to-10-of-its-own,"Ukraine conflict: Leopard 2s begin to arrive, Sweden offers up to 10 of its own",By Nicholas Fiorenza,28 February 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/sudans-mic-markets-uae-designed-protected-mobility-vehicles,Sudan's MIC markets UAE-designed protected mobility vehicles,By Sonny Butterworth,28 February 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/gm-defense-outlines-electrification-road-map,GM Defense outlines electrification road map,By Sonny Butterworth,28 February 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/china-deploys-phl-16-mlrs-along-taiwan-strait,China deploys PHL-16 MLRS along Taiwan Strait,By Kapil Kajal,28 February 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/idex-2023-robotican-unveils-improved-rooster-hybrid-unmanned-vehicle,IDEX 2023: Robotican unveils improved Rooster hybrid unmanned vehicle,By Akshara Parakala,27 February 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/ukraine-conflict-france-accelerates-ammunition-production,Ukraine conflict: France accelerates ammunition production,By Nicholas Fiorenza & Amael Kotlarski,24 February 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/idex-2023-milanion-ntgs-expands-alakran-mobile-mortar-family,IDEX 2023: Milanion NTGS expands Alakran mobile mortar family,By Sonny Butterworth,24 February 2023
https://www.janes.com/land-news-list,https://www.janes.com/defence-news/land-forces/latest/idex-2023-nimr-leverages-milrem-acquisition-to-develop-88-rcv,IDEX 2023: Nimr to leverage Milrem acquisition to develop 8×8 RCV,By Sonny Butterworth,24 February 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/mali-receives-more-tb2-l-39-aircraft,"Mali receives more TB2, L-39 aircraft",By Jeremy Binnie,20 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/airbus-convinced-proper-structures-in-place-to-improve-nh90-user-experience-concedes-results-not-yet-showing,"Airbus ‘convinced proper structures in place' to improve NH90 user experience, concedes results not yet showing",By Gareth Jennings,20 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/dsei-japan-2023-gcap-partners-expand-co-operation-and-take-steps-towards-new-funding-arrangement,DSEI Japan 2023: GCAP partners expand co-operation and take steps towards new funding arrangement,By Jon Grevatt,17 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/uk-royal-navy-selects-animal-dynamics-parafoil-uav-for-next-phase-of-heavy-lift-challenge,UK Royal Navy selects Animal Dynamics' parafoil UAV for next phase of Heavy Lift Challenge,By Kate Tringham,17 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/us-air-force-seeks-usd500-million-for-hypersonics-research,US Air Force seeks USD500 million for hypersonics research,By Zach Rosenberg,17 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/ukraine-conflict-poland-to-provide-mig-29s-to-ukraine-in-the-coming-days-president-says,"Ukraine conflict: Poland to provide MiG-29s to Ukraine ‘in the coming days', president says",By Gareth Jennings,17 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/dsei-japan-2023-kongsberg-set-to-deliver-initial-jsms-to-japan,DSEI Japan 2023: Kongsberg set to deliver initial JSMs to Japan,By Jon Grevatt,16 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/lockheed-martin-to-upgrade-f-35-mission-data-lab-for-australia-canada-and-uk,"Lockheed Martin to upgrade F-35 mission data lab for Australia, Canada, and UK",By Gareth Jennings,16 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/pentagon-budget-2024-uscg-requests-slight-decrease,Pentagon budget 2024: USCG requests slight decrease,By Michael Fabey,16 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/japan-to-procure-minimi-mk-3-lmgs-g28-e2-snipers,"Japan to procure Minimi Mk 3 LMGs, G28 E2 snipers",By Kapil Kajal,16 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/dsei-japan-2023-toshiba-unveils-long-range-detection-radar,DSEI Japan 2023: Toshiba unveils long-range detection radar,By Sunil JB Babu,15 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/new-payload-seen-on-iranian-shahed-129-uav,New payload seen on Iranian Shahed-129 UAV,By Vishal Sengupta & Jeremy Binnie,15 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/dsei-japan-2023-ihi-rolls-royce-progress-gcap-fighter-engine,"DSEI Japan 2023: IHI, Rolls-Royce progress GCAP fighter engine",By Jon Grevatt,15 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/uk-german-eurofighters-intercept-first-russian-aircraft-of-joint-baltic-air-policing-mission,"UK, German Eurofighters intercept first Russian aircraft of joint Baltic Air Policing mission",By Gareth Jennings,15 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/us-rq-4-on-short-term-deployment-in-singapore,US RQ-4 on short-term deployment in Singapore,By Akhil Kadidal,14 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/aiming-high-usaf-plans-for-collaborative-combat-aircraft-and-next-generation-air-dominance-platforms,Aiming high: USAF plans for Collaborative Combat Aircraft and Next-Generation Air Dominance platforms,By Zach Rosenberg,14 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/us-uav-downed-in-black-sea-following-mid-air-collision-with-russian-sukhoi-su-27,US UAV downed in Black Sea following mid-air collision with Russian Sukhoi Su-27,By Zach Rosenberg,14 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/update-md-helicopters-to-consolidate-military-platform-offerings,Update: MD Helicopters to consolidate military platform offerings,By Gareth Jennings & Nigel Torp Petersen,14 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/spain-buys-more-pc-21-trainer-aircraft,Spain buys more PC-21 trainer aircraft,By Gareth Jennings,14 March 2023
https://www.janes.com/air-news-list,https://www.janes.com/defence-news/air-platforms/latest/norway-to-replace-nh90-helicopters-with-mh-60r,Norway to replace NH90 helicopters with MH-60R,By Gareth Jennings,14 March 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/idex-2023-sign4l-unveils-new-mobile-c-uas-solution,IDEX 2023: SIGN4L unveils new mobile C-UAS solution,By Olivia Savage,21 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-drdo-adani-partner-to-manufacture-d4-c-uas,"Aero India 2023: DRDO, Adani partner to manufacture D4 C-UAS",By Akshara Parakala & Oishee Majumdar,20 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-munitions-india-to-supply-multimode-hand-grenades-to-indian-army,Aero India 2023: Munitions India to supply multimode hand grenades to Indian Army,By Saketha Potlapalli,20 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-drdo-readies-rudram-anti-radiation-missile-for-user-trials,Aero India 2023: DRDO readies Rudram anti-radiation missile for user trials,By Rahul Udoshi,17 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-iaf-develops-new-c-uas-capability,Aero India 2023: IAF develops new C-UAS capability,By Oishee Majumdar,17 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-munitions-india-to-start-mass-producing-1000-lb-thermobaric-bombs,"Aero India 2023: Munitions India to start mass producing 1,000 lb thermobaric bombs",By Rahul Udoshi,17 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-vem-technologies-showcases-asibal-atgm,Aero India 2023: VEM Technologies showcases AsiBal ATGM,By Shivanand B M,16 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-apaches-for-indian-army-under-construction,Aero India 2023: Apaches for Indian Army under construction,By Akhil Kadidal,16 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-bdl-displays-vl-srsam,Aero India 2023: BDL displays VL-SRSAM,By Kapil Kajal,16 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-beml-to-produce-trawl-assembly-for-tanks,Aero India 2023: BEML to produce trawl assembly for tanks,By Kapil Kajal,16 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/ukraine-conflict-allies-take-measures-to-keep-kyiv-supplied-with-ammunition,Ukraine conflict: Allies take measures to keep Kyiv supplied with ammunition,By Nicholas Fiorenza,16 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-samar-air-defence-system-ready-for-induction-into-iaf-service,Aero India 2023: SAMAR air-defence system ready for induction into IAF service,By Rahul Udoshi,16 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-drdo-details-pralay-missile,Aero India 2023: DRDO details Pralay missile,By Kapil Kajal,15 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-nag-atgm-set-for-indian-army-induction,Aero India 2023: Nag ATGM set for Indian Army induction,By Kapil Kajal,15 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-drdo-completes-development-of-vshorads,Aero India 2023: DRDO completes development of VSHORADS,By Kapil Kajal & Vishal Sengupta & Anish Markose,15 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-indian-army-orders-qrsam-weapon-systems,Aero India 2023: Indian Army orders QRSAM weapon systems,By Kapil Kajal,15 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-iai-bel-to-jointly-produce-lora-missiles-in-india,"Aero India 2023: IAI, BEL to jointly produce LORA missiles in India",By Kapil Kajal,14 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/uk-links-interdicted-weapons-shipment-to-irans-irgc,UK links interdicted weapons shipment to Iran's IRGC,By Jeremy Binnie,14 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-pinaka-er-dpicm-qualify-for-induction,"Aero India 2023: Pinaka ER, DPICM qualify for induction",By Kapil Kajal,14 February 2023
https://www.janes.com/weapons-news-list,https://www.janes.com/defence-news/weapons-headlines/latest/aero-india-2023-indias-futuristic-infantry-vehicles-to-be-equipped-with-javelin-atgms,Aero India 2023: India's futuristic infantry vehicles to be equipped with Javelin ATGMs,By Kapil Kajal,13 February 2023
